,2009_1,2017_2,2009_3,2009_4,2016_5,2009_6,2017_7,2009_8,2016_9,2013_10,2015_11,2017_12,2017_13,2017_14,2017_15,2017_16,2009_17,2001,2017_19,2016_20,2017_21,2005_22,2005_23,2016_24,2017_25,2005,2011_27,2017_28,2017_29,2017_30,2017_31,2017_32,2017_33,2017_34,2017_35,2017_36,2016_37,2013_38,2016_39,2016_40,2017_41,2016_42,2016_43,2016_44,2016_45,2016_46,2011_47,2017_48,2017_49,2011_50,2015_51,2009_52,2017_53,2017_54,2016_55,2016_56,2016_57,2009_58,2009_59,2017_60,2017_61,2006,2007,2017,2011_65,2016_66,2009_67
202,73.91,39.27,0.0,463.45,43.1,0.0,26.37,19.31,3.0,100.0,15.73,-8.46,368.39,1.4,5.61,8.34,73.91,99.63,60.0,0.0,42.31,598.65,9.81,150.0,0.0,52.03,65.7,42.08,64.5,22.85,5.45,1.82,67.27,25.45,11.22,13.4,-177.1,0.0,-177.1,1.18,191.82,0.0,148.15,21.71,54.94,16.92,98.31,2.26,709.0,81.66,0.0,463.45,5.64,2.23,37.77,40.22,163.0,9.54,164.14,5.64,-8.46,5.7,23.59,-4.7,19.67,51.61,147.37
203,38.89,2.37,22.69,85.79,37.5,0.42,2.04,0.0,3.0,99.45,98.12,-4.04,174.71,9.87,5.53,5242.0,38.89,71.41,47.04,3.91,0.44,450.27,117.0,151.94,3.86,33.76,67.4,26.86,65.45,22.88,16.25,3.27,0.6,79.88,5.36,12.86,18.67,4.5,18.67,0.5,6.18,0.94,20.53,18.88,57.01,18.46,78.31,3.95,45765.0,77.7,1.63,85.79,3.23,16.43,0.8,6.07,75.3,5.66,4.12,5.83,-4.04,2.91,9.02,-2.82,8.39,32.44,2.95
204,40.0,4.1,0.0,167.7,42.8,6.87,9.16,11.68,3.0,99.18,27.52,-4.12,154.42,6.83,1.37,155.61,40.0,96.23,43.87,6.79,0.0,245.4,37.18,148.08,3.85,33.6,65.5,18.44,72.39,19.38,8.79,8.79,10.99,71.43,4.78,18.42,33.83,6.76,33.83,0.71,21.31,0.0,184.4,22.55,61.59,23.25,100.0,7.15,1455.0,83.92,1.36,167.7,2.75,2.09,3.64,64.71,106.7,14.6,13.75,8.25,-4.12,2.36,11.15,10.31,21.33,16.41,4.65
205,31.25,8.67,0.0,130.54,33.1,0.34,1.5,0.75,3.0,99.45,115.83,-5.51,174.26,9.97,5.11,7685.0,31.25,84.98,36.11,3.95,1.08,435.26,93.87,116.06,2.79,37.68,60.0,39.47,69.68,25.01,17.97,3.8,0.22,78.01,5.83,12.14,26.0,4.6,26.0,0.48,5.77,0.18,27.1,18.18,52.37,14.66,88.02,6.33,27744.0,79.48,2.3,130.54,3.06,65.12,0.0,0.0,69.2,11.65,9.92,6.24,-5.51,3.12,3.81,-6.64,8.81,45.98,1.8
206,90.0,13.57,0.0,296.12,58.6,0.0,3.13,5.76,3.0,99.45,112.35,-3.58,264.39,8.68,4.67,653.65,90.0,90.21,34.73,2.21,0.0,280.53,38.45,123.33,3.92,52.71,71.5,43.83,70.06,20.98,12.17,16.58,0.71,70.55,7.56,15.21,-82.62,19.61,-82.62,0.75,0.0,0.0,31.98,18.0,67.31,26.06,99.2,4.38,4471.0,84.25,0.66,296.12,8.28,14.44,2.92,26.32,89.8,10.43,22.15,6.26,-3.58,0.81,5.42,0.88,12.51,36.31,7.08
207,76.92,10.33,0.0,174.02,40.6,0.8,1.79,2.0,3.0,100.0,95.59,3.26,172.33,8.25,5.2,1625.0,76.92,88.43,53.14,3.73,0.74,290.66,28.94,144.12,5.36,50.06,76.5,27.94,56.2,14.09,10.53,4.14,0.83,84.5,5.2,17.47,0.83,3.83,0.83,0.66,49.52,0.0,53.57,16.81,78.18,36.89,96.72,3.55,13510.0,85.23,1.49,174.02,3.11,22.8,2.05,20.46,88.2,18.35,16.36,9.1,3.26,8.09,10.54,11.44,6.81,5.34,4.97
208,70.0,6.55,0.0,150.08,37.8,3.92,2.73,0.0,3.0,100.0,35.79,-10.79,173.58,6.93,2.31,61.18,70.0,98.94,46.36,3.85,3.85,361.81,28.83,94.71,5.33,47.61,61.6,32.36,67.59,22.69,12.37,4.64,13.92,69.07,6.16,14.52,175.21,3.9,175.21,0.8,23.88,29.28,191.85,25.94,64.03,20.15,83.25,3.93,2596.0,74.19,0.0,150.08,-1.16,1.32,0.12,67.71,101.2,76.14,137.54,5.39,-10.79,6.51,15.77,7.45,10.77,36.97,31.14
209,66.67,12.75,0.0,379.81,38.8,2.5,3.27,5.0,3.0,98.9,55.03,-5.13,154.31,8.92,2.8,278.05,66.67,87.53,41.94,5.07,0.0,327.33,48.79,175.51,3.67,35.8,64.4,24.73,69.68,23.2,10.5,18.26,4.11,67.12,3.57,14.18,4.08,10.02,4.08,0.6,0.0,0.0,54.14,18.95,53.25,15.18,95.81,9.1,3901.0,63.56,1.01,379.81,5.9,1.95,0.07,68.0,78.0,11.2,10.24,5.9,-5.13,4.31,9.99,-3.96,16.25,35.58,10.44
210,75.0,2.72,0.0,539.77,41.7,56.82,32.65,0.0,3.0,100.0,31.18,0.0,172.36,5.43,2.72,235.26,75.0,93.39,21.91,0.0,0.0,315.43,20.81,0.0,0.0,41.51,72.7,97.83,64.57,26.43,0.0,4.35,4.35,91.3,21.74,9.81,114.95,0.0,114.95,0.71,0.0,0.0,0.0,13.39,82.44,43.15,100.0,5.72,367.0,86.96,0.0,539.77,-13.62,8.65,0.0,60.9,114.6,24.24,113.64,5.45,0.0,15.39,20.41,3.97,13.13,18.46,57.14
211,100.0,8.09,47.94,160.27,42.4,4.42,2.17,5.64,3.0,99.18,130.24,-1.24,150.97,18.41,12.65,521.41,100.0,76.6,46.04,4.17,1.55,423.26,64.92,126.35,4.89,52.97,71.5,50.93,71.51,21.73,9.26,6.82,2.69,81.24,5.81,15.15,189.57,6.87,189.57,0.55,7.89,2.37,59.34,19.31,64.41,24.9,69.2,6.5,19386.0,66.08,1.51,160.27,5.47,4.16,0.64,62.88,88.7,25.09,14.98,8.98,-1.24,1.34,2.66,8.37,17.52,30.42,7.78
212,57.14,1.96,0.0,47.97,65.9,0.0,16.65,0.0,3.0,100.0,16.72,-7.84,173.65,9.8,0.0,16.5,57.14,98.8,66.67,0.0,0.0,406.18,30.09,94.44,9.09,34.77,65.2,50.98,56.44,24.9,10.53,3.51,36.84,49.12,7.84,9.02,298.76,19.05,298.76,0.85,13.73,0.0,283.46,22.89,53.81,15.26,100.0,3.33,510.0,69.81,0.0,47.97,15.69,0.76,0.0,58.36,107.8,37.14,119.93,5.88,-7.84,17.72,26.98,-6.93,24.92,42.86,46.51
213,40.0,0.0,0.0,479.04,49.1,0.0,0.0,0.0,3.0,100.0,0.0,-17.14,176.63,0.0,0.0,62.5,40.0,100.0,100.0,0.0,0.0,306.64,60.04,0.0,0.0,65.44,71.5,11.3,52.17,19.43,7.14,7.14,21.43,64.29,22.6,12.0,285.44,0.0,285.44,0.78,34.29,0.0,0.0,23.31,65.03,24.54,94.12,10.86,175.0,75.58,0.0,479.04,17.14,2.14,0.0,53.57,101.8,1.64,5.99,0.0,-17.14,0.95,17.62,12.9,12.14,29.5,153.85
214,100.0,8.0,0.0,61.73,43.5,0.0,3.87,7.41,3.0,100.0,230.49,-1.69,172.81,11.88,7.03,787.24,100.0,65.38,55.84,2.43,2.42,274.39,49.07,0.0,4.31,38.78,70.6,24.74,62.27,20.57,15.91,7.47,1.62,75.0,5.58,13.6,-10.48,12.24,-10.48,0.64,0.0,0.0,0.0,18.29,58.24,18.83,99.02,4.96,4133.0,80.9,1.46,61.73,0.73,7.94,1.52,60.0,82.4,110.98,92.35,7.5,-1.69,2.49,7.5,2.89,13.03,23.7,9.6
215,44.44,5.0,0.0,259.21,38.7,2.92,3.74,1.75,3.0,100.0,68.19,3.53,169.48,4.77,4.05,544.62,44.44,94.1,38.46,2.41,2.35,273.85,38.39,114.75,3.03,44.9,74.5,36.22,57.22,16.1,13.92,10.13,4.43,71.52,4.77,16.6,8.31,5.09,8.31,0.69,19.54,0.0,89.18,19.0,71.51,32.43,99.38,2.94,4248.0,87.09,0.24,259.21,5.65,9.22,1.54,33.33,96.9,7.69,13.44,11.3,3.53,8.43,11.47,30.03,12.94,12.71,16.13
216,55.56,2.65,0.0,173.79,51.2,2.35,4.61,4.23,3.0,100.0,33.67,-0.24,174.87,10.12,5.06,124.0,55.56,97.15,73.03,2.4,2.42,455.61,64.36,100.0,5.69,33.11,65.3,40.73,65.36,21.26,10.33,7.33,16.67,65.67,6.51,14.13,-42.02,7.12,-42.02,0.58,11.85,8.95,63.71,21.8,61.86,18.02,88.79,4.57,4134.0,75.78,0.24,173.79,14.76,3.88,1.74,40.64,89.3,31.83,77.97,7.5,-0.24,10.67,22.65,0.0,18.73,23.31,9.35
217,33.33,14.98,0.0,23.6,52.2,0.0,11.67,0.0,3.0,100.0,22.51,3.01,254.48,5.99,0.75,21.88,33.33,97.54,49.64,7.47,0.0,252.48,10.38,100.0,5.66,42.84,68.0,26.22,59.09,13.38,8.0,8.8,33.6,49.6,6.74,18.5,149.17,15.65,149.17,0.88,9.77,0.0,78.65,21.97,69.15,22.72,100.0,8.12,1330.0,82.02,0.75,23.6,0.75,1.49,1.51,53.08,115.2,6.05,44.06,8.27,3.01,3.39,18.15,16.56,15.24,23.75,9.43
218,59.64,4.32,0.0,284.78,40.7,0.0,3.65,2.28,3.0,100.0,150.8,-1.44,565.75,8.17,4.0,278.54,60.61,87.36,32.92,3.2,1.6,308.48,39.99,68.18,5.73,35.2,71.2,25.94,62.17,15.75,15.95,11.63,5.25,67.17,6.24,16.32,82.5,8.07,82.5,0.73,53.51,2.24,8.14,23.28,63.89,20.43,84.75,4.58,6242.0,79.8,1.12,284.78,-0.16,3.95,2.01,56.18,91.0,19.96,36.58,6.73,-1.44,4.03,13.4,4.07,7.39,6.85,7.11
219,100.0,7.21,0.0,246.37,38.7,0.0,2.79,4.31,2.0,99.2,91.43,-4.72,140.57,12.21,8.39,901.2,100.0,81.49,49.51,2.94,0.0,311.16,49.81,0.0,10.14,17.1,76.3,19.57,73.91,21.06,15.69,9.49,2.19,72.63,7.06,15.61,13.74,2.9,13.74,0.61,5.89,0.0,0.0,19.33,59.83,20.66,84.22,5.69,6786.0,77.68,1.32,246.37,-1.03,6.89,1.2,59.1,91.6,4.95,1.58,3.83,-4.72,8.33,1.76,0.37,11.02,28.86,9.93
220,73.08,9.87,265.75,343.76,47.7,1.66,4.64,0.0,3.0,100.0,67.67,2.6,238.09,13.92,11.33,239.09,73.08,84.5,32.86,3.23,6.49,328.33,53.81,0.0,3.91,50.0,72.1,37.71,68.19,17.81,13.74,12.62,6.87,66.77,8.26,17.67,119.82,9.73,119.82,0.76,27.76,0.0,0.0,20.15,60.74,20.89,86.27,4.68,6159.0,70.36,1.13,343.76,-2.44,5.58,6.09,55.16,94.8,16.4,38.58,9.58,2.6,0.59,11.85,7.71,8.26,16.86,10.07
221,81.82,40.76,0.0,36.17,43.2,0.0,7.74,90.42,3.0,98.36,15.04,-7.03,508.05,3.98,0.0,4.18,81.82,99.87,67.16,9.85,0.0,690.14,54.14,0.0,12.5,63.19,67.6,34.79,66.56,27.61,5.93,3.7,42.96,47.41,23.86,9.14,51.3,9.63,51.3,0.99,348.39,0.0,0.0,18.88,55.84,18.08,98.44,7.83,996.0,72.26,0.0,36.17,17.07,0.8,20.5,60.95,128.9,6.73,117.54,5.02,-7.03,15.56,31.04,-10.43,23.93,36.68,196.08
222,20.0,12.93,0.0,152.39,39.9,1.62,1.74,0.0,3.0,99.45,58.52,-2.01,174.77,11.34,8.09,930.19,20.0,87.37,26.19,3.33,4.18,382.52,76.22,128.57,6.05,52.0,67.8,46.95,65.12,22.39,15.79,12.02,1.2,70.99,8.34,12.82,-25.24,5.77,-25.24,0.73,7.7,0.92,3.74,22.19,59.4,17.26,89.18,2.24,11953.0,77.47,1.16,152.39,1.84,14.1,0.86,19.3,76.2,4.36,8.12,7.11,-2.01,1.3,5.53,-4.0,9.85,34.46,6.3
223,50.0,10.03,48.42,131.05,43.3,1.72,3.66,7.21,3.0,99.18,36.79,-1.19,152.97,12.57,7.99,334.55,50.0,69.36,47.98,3.4,5.1,298.25,73.16,110.26,4.79,52.75,70.6,17.5,69.25,19.62,14.53,7.41,5.41,72.65,4.59,16.16,213.87,13.59,213.87,0.6,5.44,0.0,33.82,20.41,55.6,15.73,92.53,8.91,5878.0,83.2,1.19,131.05,6.46,2.68,0.23,62.09,87.7,27.69,20.78,7.83,-1.19,0.15,6.81,2.23,15.79,15.59,9.63
224,50.0,3.38,0.0,664.56,49.2,0.0,0.0,0.0,3.0,100.0,0.0,-6.67,355.46,10.14,3.38,35.46,50.0,99.43,47.94,34.25,0.0,492.86,7.93,0.0,0.0,59.24,67.6,27.03,67.6,27.67,3.03,38.38,37.37,21.21,20.27,7.33,399.35,32.05,399.35,1.17,223.33,0.0,0.0,12.59,50.36,17.99,100.0,11.0,300.0,32.58,0.0,664.56,16.67,2.58,70.33,6.62,111.5,14.08,63.29,6.67,-6.67,12.23,35.45,-4.46,18.78,28.75,30.3
225,100.0,22.22,0.0,506.99,46.6,0.0,4.36,0.0,3.0,100.0,13.82,0.0,363.85,0.0,0.0,14.53,100.0,100.0,89.84,0.0,0.0,304.16,14.66,172.22,0.0,51.04,65.5,3.7,75.32,23.7,3.12,10.94,73.44,12.5,3.7,12.22,57.91,38.76,57.91,0.77,0.0,0.0,562.5,12.2,55.12,13.78,100.0,12.59,270.0,46.49,0.0,506.99,0.0,0.71,70.99,7.43,123.0,7.69,34.97,11.11,0.0,6.87,39.6,-7.85,31.05,39.6,27.03
226,80.0,16.22,0.0,128.58,51.1,0.0,6.16,0.0,3.0,98.9,69.54,1.62,174.22,7.46,2.92,268.5,80.0,87.69,31.46,3.24,0.0,287.83,32.01,0.0,3.77,18.38,69.5,33.42,63.58,19.47,10.22,31.56,3.11,55.11,3.57,15.92,92.48,6.53,92.48,0.7,0.0,0.0,0.0,22.03,55.65,16.75,99.58,6.27,3077.0,74.08,0.0,128.58,3.25,4.57,3.32,68.76,88.2,46.46,64.78,8.77,1.62,0.99,15.8,6.54,15.15,26.24,10.23
227,62.5,8.88,0.0,167.55,24.5,6.65,9.71,20.61,3.0,99.18,49.52,2.53,141.47,8.24,2.54,94.77,62.5,98.48,46.6,6.35,0.0,332.85,79.42,0.0,6.15,38.96,67.5,11.41,69.86,19.84,18.03,7.38,17.21,57.38,4.44,17.11,150.59,6.42,150.59,0.8,31.69,0.0,0.0,22.94,59.09,17.89,97.71,11.53,1578.0,81.08,0.0,167.55,20.91,1.05,0.72,55.8,92.5,91.02,101.06,13.31,2.53,2.25,11.53,7.86,28.37,25.06,20.83
228,59.64,5.29,0.0,549.22,38.6,0.0,0.0,0.0,1.0,100.0,48.19,-10.53,175.7,0.0,0.0,15.81,60.61,100.0,100.0,0.0,0.0,284.63,26.84,0.0,0.0,52.03,66.4,26.46,55.74,15.26,5.0,0.0,40.0,55.0,15.87,14.74,-84.16,0.0,-84.16,0.77,110.53,0.0,0.0,25.54,73.37,26.09,100.0,1.05,190.0,84.78,0.0,549.22,-5.26,1.57,37.72,40.18,134.3,14.18,103.63,5.26,-10.53,3.78,26.34,2.7,18.69,28.03,68.97
229,50.0,40.92,0.0,368.15,38.7,0.0,14.26,0.0,3.0,98.36,26.39,-10.44,201.92,2.56,0.0,9.68,50.0,99.12,58.46,0.0,0.0,1045.0,35.86,0.0,0.0,58.98,65.8,99.74,57.61,20.89,7.14,10.71,35.71,46.43,2.56,12.53,681.84,0.0,681.84,0.86,0.0,0.0,0.0,24.53,60.53,14.93,89.66,6.27,383.0,85.28,0.0,368.15,13.05,0.88,35.09,43.17,121.5,17.32,104.44,0.0,-10.44,1.66,23.23,6.39,29.91,40.12,51.28
230,66.67,21.28,0.0,340.35,53.1,3.09,5.85,12.38,3.0,99.45,44.07,-4.66,176.35,10.8,6.79,177.25,66.67,80.81,13.32,3.06,6.22,264.72,35.81,140.83,22.06,37.88,68.4,61.07,67.29,21.95,7.01,22.78,2.1,68.11,10.18,15.26,231.14,18.39,231.14,1.11,27.04,0.0,169.97,19.59,60.85,20.19,96.31,6.22,3217.0,68.54,0.61,340.35,22.38,12.86,3.36,48.1,92.7,11.32,79.83,7.46,-4.66,1.79,8.16,-0.28,11.81,30.59,14.29
231,12.5,7.48,0.0,196.02,61.2,5.85,11.56,0.0,3.0,99.45,44.73,-3.73,172.79,6.85,4.36,158.21,12.5,96.52,27.15,6.25,0.0,316.23,102.7,0.0,5.56,61.0,63.8,36.76,61.71,19.58,12.57,19.67,2.19,65.57,5.61,13.8,25.6,0.0,25.6,1.53,9.94,0.0,0.0,20.37,57.78,18.54,100.0,2.73,1609.0,86.07,0.0,196.02,3.11,4.51,1.38,67.06,84.3,22.86,46.81,2.49,-3.73,2.14,4.84,-4.62,11.28,43.47,16.95
232,84.85,6.14,30.94,134.96,50.1,3.97,2.08,2.43,3.0,100.0,95.93,0.99,152.62,14.27,9.78,1625.0,84.85,68.41,48.64,3.46,0.43,268.14,41.51,107.97,4.18,35.7,71.5,37.5,65.84,19.4,10.35,7.76,2.28,79.61,7.44,14.94,60.28,6.99,60.28,0.55,100.44,0.0,30.77,18.08,70.45,29.3,75.29,5.18,23118.0,56.15,1.82,134.96,4.76,11.3,6.28,28.27,88.4,20.76,15.36,7.57,0.99,1.61,16.16,3.6,7.1,14.9,8.72
233,37.5,16.84,0.0,218.13,39.9,7.68,0.0,0.0,3.0,98.9,11.03,-0.81,175.19,4.01,0.8,18.48,37.5,100.0,73.71,7.99,8.06,248.56,47.94,0.0,7.14,30.65,70.0,35.28,67.25,21.19,12.15,4.67,19.63,63.55,14.43,13.78,109.71,7.88,109.71,0.74,130.54,0.0,0.0,23.78,69.1,28.5,90.0,3.46,1241.0,84.95,0.8,218.13,0.81,0.28,0.54,70.11,119.0,7.25,7.68,9.67,-0.81,1.72,13.26,-3.27,20.06,37.5,22.47
234,66.67,3.7,0.0,77.36,47.7,0.0,0.0,0.0,3.0,100.0,12.16,-3.72,175.75,4.63,1.85,22.54,66.67,97.78,69.89,9.2,0.0,342.42,30.62,100.0,6.9,45.57,63.3,35.15,63.97,20.67,12.05,7.23,14.46,66.27,6.48,14.06,75.97,9.22,75.97,0.82,42.83,0.0,319.82,19.75,65.59,25.47,98.9,2.51,1074.0,83.52,0.0,77.36,0.93,0.28,0.44,86.0,121.8,9.76,7.55,6.52,-3.72,6.34,12.81,0.19,21.47,41.12,14.18
235,100.0,3.93,0.0,305.23,65.5,6.54,7.97,0.0,3.0,99.18,29.06,-1.3,150.54,4.59,0.0,44.07,100.0,97.71,56.96,6.61,0.0,405.66,27.06,75.0,4.35,42.5,62.2,20.98,71.7,19.93,3.85,12.5,20.19,63.46,5.9,19.02,-24.04,13.1,-24.04,0.78,22.15,0.0,13.07,21.24,61.15,15.72,100.0,6.64,1535.0,77.83,0.0,305.23,2.61,0.68,0.35,79.84,93.9,12.09,21.57,11.07,-1.3,5.22,14.07,9.1,21.87,34.77,30.77
236,37.5,11.9,0.0,293.17,48.3,0.0,0.0,0.0,3.0,99.18,7.3,4.03,156.94,0.0,0.0,24.39,37.5,98.86,69.88,0.0,0.0,310.54,63.97,0.0,10.0,30.3,67.5,35.71,81.02,25.0,3.12,25.0,28.12,43.75,23.81,16.94,152.17,0.0,152.17,0.89,274.19,0.0,0.0,19.03,64.16,25.66,95.45,2.82,248.0,86.24,3.92,293.17,0.0,0.39,0.79,70.99,149.7,97.44,152.61,12.1,4.03,3.79,12.1,0.0,24.5,22.73,34.48
237,13.33,17.99,0.0,185.38,35.3,0.0,4.21,9.88,3.0,100.0,47.25,-2.69,190.92,8.06,4.83,85.04,13.33,91.61,36.86,2.68,8.08,376.27,65.12,127.03,5.11,49.4,68.6,24.7,68.39,18.83,8.0,18.0,14.86,59.14,6.18,17.75,148.6,8.21,148.6,0.69,79.45,0.0,105.87,19.04,56.89,19.34,93.03,6.44,3713.0,69.58,0.54,185.38,8.35,1.96,1.37,56.16,107.3,11.09,29.63,8.62,-2.69,3.22,23.22,8.89,25.47,23.66,14.87
238,40.0,16.74,0.0,698.14,35.5,0.0,4.11,32.19,3.0,99.45,34.8,0.0,172.72,1.34,1.34,119.95,40.0,96.0,28.18,0.0,6.68,274.03,108.06,120.83,0.0,64.74,67.8,99.13,53.54,18.64,8.39,11.61,6.45,73.55,18.08,12.63,191.51,0.0,191.51,0.88,38.74,0.0,172.04,23.92,67.45,22.6,98.03,2.87,1497.0,74.71,1.34,698.14,-1.34,27.09,2.64,7.85,94.2,1.38,21.46,9.35,0.0,0.77,9.43,15.24,9.42,29.97,41.38
239,62.5,41.21,1787.0,1092.0,48.8,0.0,1.92,0.0,3.0,100.0,32.8,-5.1,266.43,13.74,13.17,17.24,62.5,98.09,34.08,5.79,0.0,242.9,20.32,153.12,6.0,39.36,72.4,59.53,58.39,17.1,11.38,5.99,21.56,61.08,7.44,15.57,-71.26,5.74,-71.26,0.94,26.61,0.0,105.96,21.56,72.19,29.63,98.2,2.15,1766.0,88.66,0.58,1092.0,0.0,2.5,16.87,52.15,164.2,1.06,11.81,2.83,-5.1,3.78,10.5,16.72,11.03,19.98,40.16
240,100.0,11.74,0.0,73.53,42.8,24.51,0.0,0.0,3.0,100.0,21.74,-7.14,178.61,0.0,0.0,22.29,100.0,89.04,100.0,0.0,0.0,290.29,69.98,0.0,0.0,40.0,79.6,30.52,64.06,23.81,7.69,7.69,30.77,53.85,16.43,12.86,-292.83,0.0,-292.83,0.47,166.67,0.0,0.0,25.67,59.41,20.54,100.0,1.67,420.0,90.91,0.0,73.53,7.14,0.29,0.11,75.96,106.3,17.78,19.61,7.14,-7.14,10.6,22.99,6.33,23.64,2.16,23.26
241,16.67,3.01,0.0,140.27,64.2,0.0,6.38,5.42,3.0,99.18,24.6,4.71,153.76,2.68,1.34,190.1,16.67,85.57,30.22,3.34,0.0,383.86,47.93,136.88,5.62,52.75,70.8,26.12,72.86,20.74,15.76,15.22,10.87,58.15,5.69,16.24,128.59,0.0,128.59,0.68,5.71,22.18,152.35,19.55,53.67,16.34,94.87,8.07,2975.0,80.75,1.0,140.27,-2.69,2.8,0.26,56.42,92.0,12.17,16.63,12.1,4.71,1.17,7.73,6.63,15.71,13.56,14.35
242,40.0,32.15,0.0,522.7,39.6,4.16,4.47,0.0,3.0,100.0,25.6,-5.61,254.37,4.71,1.71,18.92,40.0,98.63,47.4,4.26,8.64,221.9,16.19,117.88,6.06,45.75,70.0,36.43,67.1,17.4,10.05,3.52,21.11,65.33,7.29,15.89,-53.36,4.12,-53.36,0.8,56.13,0.0,374.69,17.86,71.63,31.0,95.77,3.54,2316.0,81.36,0.0,522.7,7.77,2.19,0.29,68.59,159.2,6.01,64.56,5.61,-5.61,2.54,14.39,-2.36,15.63,16.4,12.71
243,70.0,7.27,58.05,221.16,48.3,4.28,2.73,4.93,3.0,100.0,66.41,-0.2,150.51,12.11,7.47,934.36,70.0,68.94,32.34,3.05,2.0,273.78,29.39,208.84,4.3,25.1,75.4,28.96,68.02,17.81,10.14,10.89,3.78,75.19,6.16,17.78,86.84,8.22,86.84,0.53,66.84,0.0,101.86,21.46,65.18,22.74,76.09,5.28,9979.0,57.41,1.12,221.16,3.31,11.1,2.7,25.56,90.1,7.09,7.6,7.92,-0.2,0.1,21.95,11.17,15.71,17.51,3.9
244,33.33,8.4,32.66,540.2,43.6,0.0,3.74,7.97,3.0,99.2,101.18,-4.87,141.17,12.14,7.59,532.61,33.33,76.29,40.06,4.03,1.02,334.48,55.82,176.61,2.99,15.2,69.2,28.23,73.41,24.4,11.99,6.98,3.22,77.82,4.96,13.47,81.95,10.05,81.95,0.57,12.49,0.71,48.69,17.51,54.26,16.88,79.82,5.1,9848.0,69.8,1.31,540.2,6.09,3.3,0.59,63.39,83.0,12.42,8.17,7.11,-4.87,7.09,0.52,-2.1,10.94,33.44,10.42
