,Código municipio,Municipio,2009_1,2013_2,2009_3,2009_4,2013_5,2009_6,2013_7,2009_8,2013_9,2013_10,2013_11,2013_12,2014_13,2013_14,2013_15,2013_16,2009_17,2001,2013_19,2014_20,2013_21,2005_22,2005_23,2011_24,2013_25,2005_26,2011_27,2013_28,2013_29,2013_30,2013_31,2013_32,2013_33,2013_34,2013_35,2013_36,2013_37,2013_38,2013_39,2013_40,2010_41,2011_42,2011_43,2013_44,2013_45,2013_46,2011_47,2013_48,2013_49,2011_50,2013_51,2009_52,2013_53,2013_54,2005_55,2010_56,2013_57,2009_58,2009_59,2013_60,2013_61,2006,2007,2013_64,2011,2013,2009_67,2015_partic,estado_animo,satisfaccion_ocio,valor_vida,satisfaccion_vida
216,48074,Urduña/Orduña,55.56,"2,13","0,00","173,79","34,50","2,35","4,23","4,23",3,"100,00","0,00","0,00","176,69","10,64","5,20","127,35","55,56","97,15","66,57","2,39","0,00","455,61","64,36","91,58","5,63","33,11","65,30","34,03","58,61","19,38","9,00","9,00","18,00","64,00","7,09","13,99","186,50","7,12","186,50","0,58","30,05","9,20","67,80","20,47","60,18","18,07","88,79","6,26","4.246,00","75,78","0,00","173,79","-5,20","3,80","1,76","41,07","89,20","31,83","77,97","9,93","0,00","10,67","22,65","6,39","18,73","16,49","9,35",2,1,2,2,1
217,1054,Urkabustaiz,33.33,"20,17","0,00","23,60","41,20","0,00","11,19","0,00","2,00","100,00","0,00","3,10","242,02","4,65","0,78","21,38","33,33","97,54","45,55","7,69","0,00","252,48","10,38","100,00","6,45","42,84","68,00","24,83","56,25","13,62","6,84","9,40","32,48","51,28","9,31","18,85","174,39","15,65","174,39","0,82","42,26","0,00","78,65","21,15","67,62","23,41","100,00","7,69","1.300,00","82,02","0,00","23,60","-6,21","1,51","1,64","52,17","115,90","6,05","44,06","7,76","3,10","3,39","18,15","41,77","15,24","23,09","9,43",1,2,2,2,2
218,20072,Urnieta,59.64,"3,54","0,00","284,78","30,00","0,00","3,49","2,28","2,00","100,00","0,00","6,28","562,94","7,25","2,74","277,41",60.61,"87,36","33,19","3,21","1,61","308,48","39,99","72,73","5,24","35,20","71,20","21,75","58,36","13,47","19,49","11,58","6,43","62,50","6,61","18,14","118,41","8,07","118,41","0,71","18,97","2,25","9,89","22,14","61,50","19,07","84,75","4,73","6.214,00","79,80","1,13","284,78","1,13","4,03","1,52","56,50","91,00",19.96,36.58,"11,44","6,28","4,03","13,40","6,70","7,39","5,11","7,11",2,2,1,1,2
219,20077,Urretxu,100.0,"6,84","0,00","246,37","37,60","0,00","2,18","4,31","3,00","99,20","8,42","-1,46","182,14","13,39","9,60","891,16","100,00","81,49","56,89","2,90","0,00","311,16","49,81","0,00","7,28","17,10","76,30","29,69","69,63","19,95","16,73","9,43","3,02","70,82","6,55","16,55","10,20","2,90","10,20","0,59","4,76","0,00","0,00","18,59","57,84","19,41","84,22","4,73","6.853,00","77,68","1,31","246,37","1,75","6,62","0,13","61,52","91,70","4,95","1,58","7,13","-1,46","8,33","1,76","2,82","11,02","27,35","9,93",2,2,1,1,2
220,20073,Usurbil,73.08,"23,29","265,75","343,76","35,10","1,66","4,04","0,00","3,00","100,00","0,00","3,42","231,69","15,31","12,21","237,23","73,08","84,50","33,11","3,23","8,18","328,33","53,81","0,00","3,88","50,00","72,10","41,04","62,05","16,46","14,83","13,09","7,26","64,83","9,28","17,79","66,35","9,73","66,35","0,75","17,16","0,00","0,00","19,41","59,49","20,53","86,27","4,06","6.111,00","70,36","1,13","343,76","-1,95","5,61","5,54","57,43","94,30","16,40","38,58","8,96","3,42","0,59","11,85","11,64","8,26","16,51","10,07",2,2,1,1,2
221,1055,Valdegovía/Gaubea,81.82,"40,35","0,00","36,17","64,10","0,00","8,10","90,42","3,00","98,36","0,00","-2,88","319,00","3,84","0,96","4,38","81,82","99,87","73,98","9,87","0,00","690,14","54,14","90,00","10,53","63,19","67,60","36,50","69,48","28,54","8,73","3,17","38,89","49,21","17,29","10,06","127,69","9,63","127,69","0,96","296,90","0,00","32,26","18,85","53,70","17,28","98,44","7,85","1.044,00","72,26","0,00","36,17","12,49","0,80","20,53","61,04","127,70","6,73","117,54","8,65","-2,88","15,56","31,04","3,37","23,93","36,40","196,08",2,2,2,2,2
222,48080,Valle de Trápaga-Trapagaran,20.0,"11,47","0,00","152,39","46,20","1,62","1,36","0,00","3,00","99,45","0,00","-2,48","175,63","12,55","8,25","941,63","20,00","87,37","26,74","3,31","3,31","382,52","76,22","100,00","4,64","52,00","67,80","55,96","59,67","20,58","17,56","11,95","1,36","69,13","8,25","13,07","181,27","5,77","181,27","0,70","1,64","1,39","4,05","21,20","57,59","16,84","89,18","2,22","12.100,00","77,47","1,32","152,39","-0,83","17,55","0,84","16,95","76,30","4,36","8,12","6,44","-2,48","1,30","5,53","-4,62","9,85","28,71","6,30",2,1,2,2,1
223,20075,Villabona,50.0,"15,12","48,42","131,05","35,40","1,72","3,47","7,21","3,00","99,18","0,00","3,40","153,35","12,91","7,65","334,39","50,00","69,36","50,24","3,41","3,40","298,25","73,16","100,00","4,90","52,75","70,60","22,77","62,13","17,34","16,27","6,82","7,09","69,82","4,93","16,41","130,34","13,59","130,34","0,59","5,46","0,00","32,03","20,14","54,24","15,03","92,53","7,65","5.882,00","83,20","1,19","131,05","2,38","2,79","0,17","60,96","87,70","27,69","20,78","10,88","3,40","0,15","6,81","4,48","15,79","13,13","9,63",2,2,1,1,2
224,1057,Villabuena de Álava/Eskuernaga,50.0,"0,00","0,00","664,56","47,30","0,00","0,00","0,00","3,00","100,00","0,00","-12,86","317,44","9,65","3,22","36,64","50,00","99,43","49,84","32,68","0,00","492,86","7,93","0,00","0,00","59,24","67,60","19,29","72,22","28,06","3,09","43,30","36,08","17,53","19,29","8,06","120,65","32,05","120,65","1,06","190,77","0,00","0,00","9,57","43,89","15,84","100,00","8,71","310,00","32,58","0,00","664,56","19,29","2,53","72,12","4,00","110,70","14,08","63,29","3,22","-12,86","12,23","35,45","-7,74","18,78","27,66","30,30",1,2,2,2,2
225,1060,Yécora/Iekora,100.0,"15,27","0,00","506,99","56,60","0,00","4,25","0,00","3,00","100,00","0,00","-11,45","335,24","0,00","0,00","14,26","100,00","100,00","79,79","0,00","0,00","304,16","14,66","94,44","0,00","51,04","65,50","34,35","65,62","22,64","3,57","14,29","67,86","14,29","3,82","15,09","224,95","38,76","224,95","0,82","0,00","0,00","529,41","11,81","46,46","12,20","100,00","7,92","265,00","46,49","0,00","506,99","-19,08","0,70","69,63","8,24","121,50","7,69","34,97","3,82","-11,45","6,87","39,60","3,92","31,05","38,38","27,03",1,2,2,2,2
226,48095,Zaldibar,80.0,"9,50","0,00","128,58","37,80","0,00","5,45","0,00","3,00","98,90","7,91","3,93","174,97","6,88","2,29","265,21","80,00","87,69","31,39","3,26","0,00","287,83","32,01","0,00","4,07","18,38","69,50","26,87","55,68","18,28","9,95","33,03","5,88","51,13","3,28","14,07","373,11","6,53","373,11","0,68","0,00","0,00","0,00","20,68","53,08","15,92","99,58","6,84","3.042,00","74,08","0,00","128,58","-2,95","4,53","3,14","68,14","88,00","46,46","64,78","11,80","3,93","0,99","15,80","5,85","15,15","18,82","10,23",2,1,2,2,1
227,20078,Zaldibia,62.5,"3,24","0,00","167,55","43,20","6,65","9,33","20,61","3,00","99,18","0,00","3,89","138,06","10,37","3,89","91,39","62,50","98,48","54,75","6,34","0,00","332,85","79,42","0,00","5,77","38,96","67,50","19,44","62,04","19,76","19,72","7,04","24,65","48,59","6,48","13,94","58,56","6,42","58,56","0,79","6,59","0,00","0,00","21,48","57,40","16,62","97,71","10,01","1.528,00","81,08","0,00","167,55","15,55","0,94","0,62","57,78","92,90","91,02","101,06","11,02","3,89","2,25","11,53","1,13","28,37","23,89","20,83",1,2,1,1,2
228,1061,Zalduondo,59.64,"0,00","0,00","549,22","47,10","0,00","0,00","0,00","3,00","100,00","0,00","5,38","160,93","0,00","0,00","15,49",60.61,"100,00","100,00","0,00","0,00","284,63","26,84","0,00","0,00","52,03","66,40","0,00","48,80","14,52","0,00","0,00","45,83","54,17","10,75","16,67","91,38","0,00","91,38","0,73","65,99","0,00","0,00","22,99","69,54","27,01","100,00","2,15","186,00","84,78","0,00","549,22","5,38","1,17","37,92","40,92","136,50","14,18","103,63","10,75","5,38","3,78","26,34","27,40","18,69","25,47","68,97",1,2,2,2,2
229,1062,Zambrana,50.0,"38,10","0,00","368,15","58,70","0,00","12,63","0,00","3,00","98,36","0,00","4,76","179,36","2,38","0,00","10,65","50,00","99,12","78,85","0,00","0,00","1.045,19","35,86","0,00","0,00","58,98","65,80","28,57","54,58","20,38","3,85","3,85","38,46","53,85","4,76","11,85","82,25","0,00","82,25","0,80","0,00","0,00","0,00","23,25","56,50","15,50","89,66","10,43","422,00","85,28","0,00","368,15","-2,38","0,75","35,16","41,85","122,80","17,32","104,44","11,90","4,76","1,66","23,23","19,89","29,91","39,40","51,28",1,2,2,2,2
230,48905,Zamudio,66.67,"23,87","0,00","340,35","41,10","3,09","5,07","12,38","3,00","99,45","0,00","-3,98","173,08","11,63","7,96","180,28","66,67","80,81","15,17","3,08","6,11","264,72","35,81","85,00","14,14","37,88","68,40","67,93","58,83","19,68","9,23","23,12","1,82","65,83","10,10","14,43","12,87","18,39","12,87","1,13","26,79","0,00","185,76","19,44","59,63","20,04","96,31","6,94","3.272,00","68,54","0,00","340,35","-5,51","12,67","3,00","43,15","93,00","11,32","79,83","4,90","-3,98","1,79","8,16","5,51","11,81","23,74","14,29",2,1,2,2,1
231,48097,Zaratamo,12.5,"12,72","0,00","196,02","43,80","5,85","8,41","0,00","3,00","99,45","0,00","-1,82","177,35","4,85","3,63","162,24","12,50","96,52","25,28","6,20","0,00","316,23","102,70","0,00","4,44","61,00","63,80","51,48","61,29","19,21","17,80","20,94","2,09","59,16","5,45","14,48","39,63","0,00","39,63","1,58","0,00","0,00","0,00","17,65","54,70","17,46","100,00","2,73","1.650,00","86,07","0,00","196,02","-4,85","5,01","1,70","68,40","84,30","22,86","46,81","9,69","-1,82","2,14","4,84","-0,06","11,28","35,31","16,95",2,1,2,2,1
232,20079,Zarautz,84.85,"5,65","30,94","134,96","37,10","3,97","1,93","2,43","3,00","100,00","10,57","1,01","155,26","15,03","10,65","1.587,17","84,85","68,41","51,32","3,05","0,44","268,14","41,51","95,00","4,58","35,70","71,50","41,31","61,43","17,25","12,56","8,10","2,65","76,69","6,62","15,92","91,43","6,99","91,43","0,56","99,04","0,00","26,20","17,13","68,55","27,65","75,29","5,90","22.760,00","56,15","2,10","134,96","0,04","11,24","3,78","28,46","88,00","20,76","15,36","8,02","1,01","1,61","16,16","4,98","7,10","12,49","8,72",2,2,1,1,2
233,48024,Zeanuri,37.5,"23,44","0,00","218,13","55,60","7,68","0,00","0,00","3,00","98,90","0,00","0,78","179,32","4,69","2,34","19,21","37,50","100,00","80,53","7,95","15,50","248,56","47,94","0,00","6,82","30,65","70,00","42,97","62,06","19,53","12,62","4,85","27,18","55,34","12,50","15,35","59,14","7,88","59,14","0,70","215,11","0,00","0,00","23,22","66,38","27,04","90,00","5,58","1.290,00","84,95","0,00","218,13","0,00","0,28","0,61","70,67","118,70","7,25","7,68","10,16","0,78","1,72","13,26","12,76","20,06","35,06","22,47",1,1,2,2,1
234,48025,Zeberio,66.67,"6,45","0,00","77,36","50,30","0,00","5,22","0,00","3,00","100,00","0,00","-4,61","173,72","2,76","0,00","22,75","66,67","97,78","72,58","9,25","0,00","342,42","30,62","76,06","5,26","45,57","63,30","34,10","65,50","22,05","16,18","7,35","19,12","57,35","4,61","13,56","-31,93","9,22","-31,93","0,78","29,16","0,00","293,39","19,03","60,60","23,99","98,90","2,21","1.084,00","83,52","0,00","77,36","-7,37","0,28","0,53","86,71","122,00","9,76","7,55","8,29","-4,61","6,34","12,81","6,69","21,47","37,31","14,18",1,1,2,2,1
235,20025,Zegama,100.0,"4,55","0,00","305,23","47,30","6,54","7,40","0,00","3,00","99,18","0,00","3,90","157,82","4,55","1,30","44,05","100,00","97,71","63,54","6,59","0,00","405,66","27,06","0,00","6,33","42,50","62,20","6,51","57,54","17,91","5,41","12,61","24,32","57,66","5,86","15,13","81,20","13,10","81,20","0,73","18,67","0,00","0,00","20,68","58,56","14,53","100,00","10,28","1.547,00","77,83","0,00","305,23","-1,30","0,70","0,11","80,03","94,00","12,09","21,57","11,06","3,90","5,22","14,07","19,00","21,87","32,02","30,77",1,2,1,1,2
236,20026,Zerain,37.5,"0,00","0,00","293,17","40,10","0,00","0,00","0,00","3,00","99,18","0,00","3,80","157,78","0,00","0,00","25,71","37,50","98,86","68,97","0,00","0,00","310,54","63,97","0,00","18,18","30,30","67,50","15,21","65,41","22,81","2,63","18,42","39,47","39,47","19,01","13,69","584,27","0,00","584,27","0,88","93,39","0,00","0,00","17,92","57,50","24,58","95,45","6,08","263,00","86,24","0,00","293,17","7,60","0,39","0,38","68,00","150,60","97,44","152,61","15,21","3,80","3,79","12,10","4,37","24,50","19,48","34,48",2,2,1,1,2
237,20027,Zestoa,13.33,"30,66","0,00","185,38","36,10","0,00","5,02","9,88","3,00","100,00","0,00","-3,56","194,15","6,84","4,65","83,50","13,33","91,61","35,82","2,69","8,22","376,27","65,12","97,30","5,56","49,40","68,60","27,10","64,12","18,68","5,83","18,95","19,53","55,69","7,39","16,52","105,64","8,21","105,64","0,69","131,87","0,00","111,11","18,03","54,24","18,47","93,03","5,15","3.650,00","69,58","0,55","185,38","6,02","1,96","0,76","56,66","106,50","11,09","29,63","8,76","-3,56","3,22","23,22","18,47","25,47","18,74","14,87",2,2,1,1,2
238,48913,Zierbena,40.0,"14,78","0,00","698,14","39,70","0,00","5,09","32,19","3,00","99,45","0,00","2,01","175,04","2,01","0,67","119,18","40,00","96,00","32,20","6,70","6,76","274,03","108,06","66,67","0,00","64,74","67,80","120,89","46,29","16,70","10,88","10,88","7,48","70,75","18,80","11,56","-16,12","0,00","-16,12","0,74","9,03","0,00","193,55","22,87","66,13","22,95","98,03","2,91","1.479,00","74,71","0,00","698,14","-2,69","25,58","3,18","8,91","94,20","1,38","21,46","8,73","2,01","0,77","9,43","18,89","9,42","27,26","41,38",1,1,2,2,1
239,1018,Zigoitia,62.5,"30,30","1.787,75","1.092,09","42,00","0,00","0,00","0,00","3,00","100,00","0,00","-3,43","267,74","28,02","26,30","17,14","62,50","98,09","38,51","5,67","0,00","242,90","20,32","100,00","5,56","39,36","72,40","70,90","52,61","14,19","9,57","4,26","18,09","68,09","9,15","16,01","89,22","5,74","89,22","0,86","30,65","0,00","101,69","21,56","70,74","29,89","98,20","2,79","1.755,00","88,66","0,00","1.092,09","-2,86","2,39","17,07","51,96","162,80","1,06","11,81","6,29","-3,43","3,78","10,50","31,86","11,03","19,68","40,16",2,2,2,2,2
240,48915,Ziortza-Bolibar,100.0,"18,52","0,00","73,53","13,10","24,51","0,00","0,00",3,"100,00","0,00","-2,31","188,22","0,00","0,00","22,77","100,00","89,04","100,00","0,00","0,00","290,29","69,98","0,00","0,00","40,00","79,60","27,78","54,87","22,38","8,00","8,00","40,00","44,00","11,57","10,02","156,24","0,00","156,24","0,35","0,00","0,00","0,00","23,15","54,89","18,38","100,00","4,20","429,00","90,91","0,00","73,53","-25,46","0,29","0,08","63,11","106,20","17,78","19,61","11,57","-2,31","10,60","22,99","5,71","23,64","2,21","23,26",1,1,2,2,1
241,20028,Zizurkil,16.67,"4,01","0,00","140,27","38,30","0,00","5,67","5,42","3,00","99,18","0,00","3,67","153,93","3,34","1,67","191,55","16,67","85,57","29,59","3,32","0,00","383,86","47,93","97,50","6,67","52,75","70,80","21,70","62,89","18,34","18,34","17,90","10,92","52,84","4,67","15,70","-13,44","0,00","-13,44","0,68","8,22","22,68","178,71","18,30","51,90","15,95","94,87","7,21","2.994,00","80,75","0,00","140,27","-8,68","2,83","0,06","57,61","92,10","12,17","16,63","10,35","3,67","1,17","7,73","3,78","15,71","11,44","14,35",2,2,1,1,2
242,1063,Zuia,40.0,"42,03","0,00","522,70","32,70","4,16","4,23","0,00","2,00","100,00","0,00","-5,36","231,72","4,53","1,65","19,82","40,00","98,63","48,39","4,20","8,24","221,90","16,19","73,51","5,88","45,75","70,00","26,78","64,54","14,96","10,66","3,05","22,84","63,45","8,24","18,87","176,02","4,12","176,02","0,74","74,26","0,00","400,53","17,95","70,13","29,50","95,77","4,33","2.427,00","81,36","0,00","522,70","1,24","2,11","0,36","68,22","158,90","6,01","64,56","7,00","-5,36","2,54","14,39","15,68","15,63","15,37","12,71",2,2,2,2,2
243,20081,Zumaia,70.0,"5,68","58,05","221,16","34,00","4,28","2,61","4,93","3,00","100,00","0,00","4,44","153,70","12,71","7,75","895,44","70,00","68,94","33,77","3,06","2,08","273,78","29,39","85,95","4,68","25,10","75,40","25,72","61,51","16,45","13,42","10,62","4,13","71,83","5,79","17,02","130,73","8,22","130,73","0,54","16,81","0,00","121,15","20,82","63,03","21,02","76,09","4,67","9.626,00","57,41","1,13","221,16","1,65","11,13","0,44","23,54","90,00","7,09","7,60","12,50","4,44","0,10","21,95","11,21","15,71","14,41","3,90",2,2,1,1,2
244,20080,Zumarraga,33.33,"7,68","32,66","540,20","40,20","0,00","3,19","7,97","3,00","99,20","0,00","-2,20","183,13","12,07","7,38","545,33","33,33","76,29","38,02","4,03","0,99","334,48","55,82","92,68","2,54","15,20","69,20","37,02","69,31","22,99","11,74","7,08","4,32","76,86","4,89","14,01","197,40","10,05","197,40","0,56","12,29","0,60","50,61","16,43","52,36","15,86","79,82","5,05","10.094,00","69,80","1,41","540,20","-0,30","3,26","0,27","63,46","83,40","12,42","8,17","8,38","-2,20","7,09","0,52","-0,78","10,94","21,66","10,42",2,2,1,1,2
