,Código municipio,Municipio,2009_1,2017_2,2009_3,2009_4,2016_5,2009_6,2017_7,2009_8,2016_9,2013_10,2015_11,2017_12,2017_13,2017_14,2017_15,2017_16,2009_17,2001,2017_19,2016_20,2017_21,2005_22,2005_23,2016_24,2017_25,2005,2011_27,2017_28,2017_29,2017_30,2017_31,2017_32,2017_33,2017_34,2017_35,2017_36,2016_37,2013_38,2016_39,2016_40,2017_41,2016_42,2016_43,2016_44,2016_45,2016_46,2011_47,2017_48,2017_49,2011_50,2015_51,2009_52,2017_53,2017_54,2016_55,2016_56,2016_57,2009_58,2009_59,2017_60,2017_61,2006,2007,2017,2011_65,2016_66,2009_67
161,48903,Loiu,75.0,"10,59","0,00","180,88","40,00","0,00","6,42","0,00","3,00","99,45","43,58","-9,32","173,58","9,32","11,44","157,30","75,00","95,84","19,64","4,24","8,47","531,76","38,62","140,34","8,16","46,64","77,50","99,53","72,59","19,82","12,13","13,83","2,34","71,70","13,13","13,85","234,86","0,00","234,86","1,08","19,06","0,00","376,07","16,86","73,91","33,48","97,30","7,16","2.361,00","86,07","0,85","180,88","24,99","10,00","2,73","32,05","121,50","7,62","46,81","6,78","-9,32","2,18","5,34","8,30","11,90","33,83","6,04"
162,48058,Mallabia,33.33,"21,35","0,00","297,80","43,20","0,00","10,87","0,00","3,00","98,90","30,61","-7,71","419,14","3,42","4,27","50,56","33,33","100,00","27,78","8,53","17,12","353,78","87,52","0,00","7,69","50,70","67,70","40,14","65,21","22,43","4,27","37,44","8,53","49,76","11,96","13,70","273,55","0,00","273,55","1,12","43,66","0,00","0,00","20,62","54,33","18,08","100,00","2,57","1.168,00","73,84","0,00","297,80","2,57","2,73","0,17","68,79","160,70","12,93","44,84","4,28","-7,71","3,20","12,11","0,52","13,60","26,65","6,76"
163,48060,Markina-Xemein,84.62,"5,82","0,00","73,74","35,20","2,02","8,30","6,06","3,00","100,00","66,88","1,20","172,64","12,04","9,23","110,55","84,62","89,04","42,34","4,02","8,00","290,29","69,98","108,47","4,58","40,00","70,80","20,06","67,19","20,70","9,30","11,37","9,56","69,77","6,42","15,48","79,29","10,04","79,29","0,71","9,20","3,80","38,65","20,82","59,14","20,11","72,52","12,12","4.999,00","67,31","0,60","73,74","-8,60","1,51","0,15","77,42","94,00","20,89","16,16","11,00","1,20","9,69","22,25","6,91","16,51","23,71","6,26"
164,48061,Maruri-Jatabe,40.0,"13,53","0,00","138,39","51,10","22,32","4,89","22,32","3,00","100,00","15,72","-9,31","171,32","1,04","0,00","60,59","40,00","100,00","56,86","0,00","0,00","276,22","58,53","0,00","0,00","54,47","65,30","35,38","66,72","20,37","7,58","7,58","16,67","68,18","7,28","15,20","92,62","0,00","92,62","0,78","12,41","0,00","0,00","16,14","73,97","37,81","100,00","2,07","967,00","89,24","0,00","138,39","1,03","1,36","1,07","70,61","112,30","15,66","29,02","5,17","-9,31","7,03","15,28","14,17","22,68","37,66","22,90"
165,48059,Mañaria,66.67,"7,63","0,00","283,24","55,50","0,00","16,69","0,00","3,00","98,90","10,49","-1,90","172,99","1,91","0,00","29,88","66,67","97,03","48,19","0,00","0,00","263,67","16,00","0,00","5,56","27,39","63,00","24,81","61,04","19,62","18,18","20,00","7,27","54,55","7,63","15,81","353,26","0,00","353,26","0,88","0,00","0,00","0,00","21,03","59,06","21,48","93,33","6,86","525,00","79,72","0,00","283,24","-3,81","0,54","0,06","67,84","117,50","10,10","19,27","15,24","-1,90","3,68","13,30","10,99","16,48","23,86","16,95"
166,20901,Mendaro,77.78,"36,10","0,00","275,55","47,20","0,00","4,07","0,00","3,00","100,00","29,25","0,50","154,07","7,91","1,98","79,59","77,78","93,37","17,50","4,92","0,00","284,76","37,13","0,00","5,63","34,90","71,20","19,78","77,58","17,30","11,98","23,35","7,78","56,89","5,44","21,37","117,74","5,01","117,74","0,56","5,96","0,00","0,00","22,05","61,95","18,62","100,00","7,16","2.012,00","75,23","0,49","275,55","5,96","0,87","0,20","80,58","99,70","29,78","27,92","9,44","0,50","0,73","0,42","16,98","18,37","22,92","12,20"
167,48062,Mendata,100.0,"20,36","0,00","130,77","45,90","0,00","0,00","0,00","3,00","100,00","12,74","-10,13","169,71","0,00","0,00","17,39","100,00","100,00","100,00","0,00","0,00","318,73","42,04","0,00","0,00","53,52","62,80","17,81","74,78","22,28","13,64","0,00","45,45","40,91","2,54","17,47","375,98","0,00","375,98","0,84","0,00","0,00","0,00","22,54","64,79","25,35","96,30","3,54","395,00","87,13","0,00","130,77","7,59","0,39","0,22","86,88","135,30","5,95","12,82","5,06","-10,13","11,95","16,98","5,90","20,00","49,11","17,24"
168,48063,Mendexa,100.0,"10,96","0,00","334,11","40,60","23,20","0,00","69,61","3,00","100,00","12,46","2,22","177,12","0,00","0,00","65,17","100,00","98,48","85,56","0,00","0,00","247,97","63,56","0,00","0,00","26,97","64,00","43,86","59,36","19,51","10,26","7,69","15,38","66,67","26,32","13,75","16,44","0,00","16,44","0,76","2.099,78","0,00","0,00","19,82","69,35","27,88","100,00","3,33","451,00","90,16","2,17","334,11","-4,43","1,46","2,75","60,69","113,30","16,56","58,00","4,43","2,22","16,77","29,67","9,73","11,02","26,89","16,39"
169,48064,Meñaka,25.0,"10,72","0,00","79,77","45,40","0,00","13,11","0,00","3,00","100,00","36,59","-5,33","215,12","1,34","1,34","60,14","25,00","99,44","64,86","0,00","0,00","271,28","56,11","150,67","5,56","54,47","65,20","13,40","68,92","21,47","7,14","2,38","11,90","78,57","10,72","16,53","187,56","0,00","187,56","0,87","46,67","0,00","465,84","22,20","65,99","27,33","95,16","1,33","750,00","84,94","0,00","79,77","-4,00","0,45","0,08","68,81","136,00","86,96","56,98","6,67","-5,33","8,13","16,37","16,10","14,06","25,08","32,26"
170,1039,Moreda de Álava / Moreda Araba,87.5,"4,35","0,00","461,85","49,90","0,00","35,67","0,00","3,00","100,00","39,11","8,70","363,61","4,35","0,00","26,26","87,50","100,00","81,25","0,00","0,00","489,19","7,73","0,00","0,00","50,31","63,70","26,09","57,53","26,09","2,33","6,98","62,79","27,91","4,35","6,96","-144,39","42,37","-144,39","0,96","0,00","0,00","0,00","17,72","57,09","20,87","96,15","6,09","230,00","68,37","0,00","461,85","26,09","2,13","66,10","5,71","104,70","4,88","32,13","13,04","8,70","2,65","46,33","-16,36","37,88","39,39","52,63"
171,48066,Morga,0.0,"18,96","0,00","219,57","31,60","23,87","0,00","0,00","3,00","100,00","12,82","-4,69","169,99","0,00","0,00","29,48","0,00","100,00","100,00","0,00","0,00","199,21","55,36","0,00","0,00","54,47","60,70","42,65","63,22","24,88","7,14","3,57","25,00","64,29","9,48","11,27","79,48","0,00","79,48","1,00","39,91","0,00","0,00","19,39","64,29","20,66","100,00","3,52","426,00","89,02","0,00","219,57","11,74","0,68","1,18","70,87","155,60","6,14","16,71","7,04","-4,69","7,47","10,18","7,85","17,62","46,18","27,03"
172,48068,Mundaka,33.33,"4,28","0,00","171,31","83,00","0,00","7,60","0,00","3,00","100,00","71,85","-6,45","173,18","6,96","2,14","472,34","33,33","86,30","41,22","5,33","5,37","323,15","51,26","95,89","7,32","34,61","66,50","38,01","69,18","25,26","9,79","4,90","7,69","77,62","11,78","12,41","31,22","10,57","31,22","0,60","264,37","0,00","155,32","15,29","71,07","32,25","100,00","3,12","1.861,00","77,69","1,07","171,31","1,07","7,56","0,00","47,72","90,00","9,46","15,48","9,13","-6,45","16,95","22,04","0,11","16,04","25,42","13,64"
173,48069,Mungia,70.59,"11,88","12,34","81,08","42,30","4,84","1,73","4,24","3,00","100,00","66,61","1,21","172,79","10,96","7,73","391,27","70,59","87,24","35,84","3,47","1,73","285,03","47,82","88,33","6,76","43,73","74,70","32,64","62,36","15,86","9,28","9,35","3,66","77,71","5,42","17,42","47,19","6,45","47,19","0,65","11,22","2,01","52,59","16,47","69,01","30,41","88,46","6,79","17.384,00","65,20","1,21","81,08","9,61","13,03","1,10","46,52","106,00","1,37","4,24","8,57","1,21","5,18","13,41","12,88","13,36","15,60","9,05"
174,48007,Munitibar-Arbatzegi Gerrikaitz-,100.0,"12,93","0,00","349,40","45,00","48,19","10,04","96,39","3,00","100,00","66,28","-10,73","171,79","0,00","0,00","19,18","100,00","98,58","43,24","0,00","0,00","345,52","101,30","158,33","9,09","42,00","65,90","34,48","64,08","22,75","14,29","0,00","17,14","68,57","12,93","12,23","63,51","0,00","63,51","0,82","47,21","53,65","669,81","21,24","59,19","20,05","100,00","3,22","466,00","81,82","0,00","349,40","6,44","0,32","0,29","80,98","125,10","49,18","72,29","2,15","-10,73","15,00","20,37","22,31","17,82","41,62","40,00"
175,48908,Murueta,33.33,"12,90","0,00","139,61","39,60","0,00","0,00","77,92","3,00","100,00","80,25","-3,22","170,78","3,23","3,23","58,35","33,33","98,89","46,67","0,00","0,00","171,41","44,74","0,00","0,00","45,02","70,70","51,61","60,31","14,79","15,79","5,26","15,79","63,16","9,68","16,08","378,51","0,00","378,51","0,75","128,62","0,00","0,00","19,63","77,41","35,56","100,00","1,61","311,00","91,16","0,00","139,61","6,43","3,32","0,38","46,34","171,00","9,26","64,94","3,22","-3,22","12,76","17,78","1,97","19,74","20,51","20,83"
176,48071,Muskiz,100.0,"13,45","44,07","75,02","52,50","2,73","3,30","10,91","3,00","99,45","84,85","0,66","173,72","6,60","3,83","361,77","100,00","91,10","27,60","3,96","0,00","372,50","103,23","137,67","4,98","47,61","68,80","49,33","60,44","18,70","15,96","6,60","4,26","73,19","7,65","14,65","289,78","5,25","289,78","0,70","12,80","0,00","157,37","25,57","64,29","17,57","66,67","2,85","7.579,00","70,57","1,19","75,02","0,13","11,40","1,48","40,72","84,30","9,62","30,01","9,76","0,66","0,41","9,80","9,16","10,40","24,59","20,75"
177,20057,Mutiloa,100.0,"11,86","0,00","302,42","33,90","80,65","0,00","241,94","3,00","99,18","22,22","-8,03","156,92","0,00","0,00","28,89","100,00","100,00","100,00","0,00","0,00","529,90","138,03","0,00","12,50","61,30","67,30","35,57","79,14","19,68","14,29","0,00","38,10","47,62","7,91","19,68","382,72","0,00","382,72","0,90","96,39","0,00","0,00","23,08","60,10","18,27","100,00","0,00","249,00","85,26","0,00","302,42","0,00","0,38","2,43","67,98","125,70","47,62","80,65","8,03","-8,03","3,82","8,73","14,22","16,15","34,64","40,00"
178,20056,Mutriku,84.62,"3,74","0,00","171,28","54,40","9,96","3,51","0,00","3,00","100,00","47,32","-0,74","151,33","10,28","5,42","194,53","84,62","89,42","54,97","3,75","1,86","258,97","27,23","114,58","4,35","36,10","66,20","21,86","66,05","19,74","12,30","11,04","10,41","66,25","6,54","15,81","51,43","7,56","51,43","0,61","107,53","0,00","45,24","20,03","57,11","18,74","94,53","6,96","5.375,00","72,08","1,31","171,28","1,49","1,72","0,87","68,66","87,80","5,19","3,98","8,93","-0,74","2,89","7,56","9,40","11,31","13,80","4,24"
179,48067,Muxika,100.0,"30,94","0,00","191,00","37,30","0,00","8,31","0,00","3,00","100,00","8,16","-2,84","175,43","1,41","2,81","28,41","100,00","100,00","42,22","6,96","7,11","270,75","42,12","50,00","7,89","65,29","64,00","34,46","72,85","22,67","13,82","10,57","18,70","56,91","7,03","15,85","262,13","0,00","262,13","0,90","51,88","0,00","125,39","16,77","62,70","23,90","97,37","2,06","1.407,00","82,08","0,00","191,00","27,72","0,62","1,41","78,05","127,50","0,57","0,68","6,40","-2,84","7,04","11,96","2,10","11,28","33,07","16,04"
180,48909,Nabarniz,50.0,"7,69","0,00","170,94","42,90","42,74","4,90","0,00","3,00","100,00","38,71","-11,54","138,63","0,00","0,00","22,13","50,00","100,00","57,89","0,00","0,00","208,62","55,92","0,00","0,00","41,51","67,00","3,85","53,85","16,54","18,75","6,25","12,50","62,50","11,54","14,62","223,81","0,00","223,81","0,70","0,00","0,00","0,00","17,62","66,08","26,43","100,00","4,23","260,00","84,82","0,00","170,94","-7,69","0,55","0,43","76,09","178,80","2,70","8,55","7,69","-11,54","17,83","22,59","13,04","30,50","45,16","100,00"
181,1041,Navaridas,50.0,"17,70","0,00","568,72","48,80","0,00","0,00","94,79","3,00","100,00","0,00","-8,85","365,20","4,42","0,00","25,22","50,00","100,00","74,74","0,00","0,00","487,77","4,30","0,00","0,00","57,08","62,40","13,27","47,71","18,14","3,64","25,45","52,73","18,18","13,27","10,18","11,60","46,73","11,60","0,91","88,50","0,00","0,00","14,29","50,22","11,26","94,74","22,57","226,00","47,62","0,00","568,72","-128,32","1,32","77,12","5,80","115,90","1,39","4,74","4,42","-8,85","15,84","34,72","3,67","15,49","33,78","66,67"
182,20063,Oiartzun,100.0,"18,55","0,00","238,06","32,10","2,01","2,53","7,04","3,00","100,00","38,98","1,67","218,96","13,25","11,49","171,41","100,00","86,94","30,84","3,93","8,82","339,64","66,93","139,42","6,99","48,60","72,50","53,21","65,57","18,82","14,38","10,56","4,77","70,29","7,66","15,69","145,83","8,02","145,83","1,05","68,14","0,39","52,11","19,27","64,21","22,67","97,51","3,36","10.199,00","67,55","1,28","238,06","3,92","4,17","0,57","56,10","101,10","8,76","19,10","9,71","1,67","1,93","12,52","4,01","11,96","15,54","9,86"
183,1042,Okondo,16.67,"8,60","0,00","257,17","46,50","8,96","4,02","0,00","3,00","100,00","13,24","5,19","218,69","4,30","1,72","38,14","16,67","96,91","42,57","8,54","0,00","398,32","14,21","113,64","5,56","65,17","69,80","14,62","56,72","16,02","14,89","14,89","21,28","48,94","6,02","16,88","-25,05","8,64","-25,05","0,82","0,00","0,00","118,92","24,73","61,24","18,06","100,00","4,50","1.155,00","76,46","0,00","257,17","-0,87","1,20","1,06","75,53","117,50","21,65","63,62","14,72","5,19","12,99","20,67","8,55","10,89","16,58","25,16"
184,20058,Olaberria,100.0,"24,34","0,00","754,22","47,10","10,55","7,07","0,00","3,00","99,18","500,00","4,21","615,87","17,99","20,11","135,96","100,00","94,97","15,39","10,63","31,61","294,56","80,12","0,00","6,25","30,10","65,70","48,68","80,42","28,35","1,72","16,38","5,17","76,72","12,70","12,96","1.721,10","0,00","1.721,10","1,38","88,51","0,00","0,00","21,51","54,65","15,93","100,00","6,53","949,00","65,07","2,13","754,22","-3,16","8,95","3,15","49,71","108,70","3,88","21,10","8,43","4,21","0,73","7,83","1,39","35,23","45,65","17,86"
185,48073,Ondarroa,23.08,"1,89","78,47","87,85","32,80","4,52","3,94","0,00","3,00","100,00","86,56","-6,72","174,02","14,49","7,78","1.975,99","23,08","75,00","50,29","4,71","0,00","308,19","106,18","113,92","5,36","40,00","62,70","23,10","66,90","24,45","8,89","5,98","9,06","76,07","5,54","11,35","314,08","7,00","314,08","0,50","6,49","2,95","26,05","16,64","52,72","17,50","77,88","5,73","8.477,00","58,27","1,06","87,85","0,71","11,38","1,17","52,68","78,20","21,78","14,11","5,90","-6,72","5,44","28,42","-6,56","13,52","30,52","5,97"
186,20076,Ordizia,52.94,"6,64","36,99","160,89","40,40","4,10","3,05","1,13","3,00","99,18","67,67","1,10","150,75","14,29","8,15","1.760,21","52,94","77,49","46,25","4,05","0,00","372,26","72,98","131,94","3,73","51,70","69,80","28,78","69,26","19,73","22,14","4,18","1,25","72,42","5,13","16,14","60,51","9,18","60,51","0,55","0,00","0,00","36,49","20,09","63,54","21,89","67,45","14,78","9.998,00","71,88","1,32","160,89","12,10","14,30","0,70","55,28","84,60","10,06","6,66","11,00","1,10","0,88","10,11","7,06","14,13","30,74","3,91"
187,20905,Orendain,50.0,"9,76","0,00","403,14","43,00","104,71","52,82","0,00","3,00","99,18","57,14","4,78","146,06","0,00","0,00","32,50","50,00","98,04","100,00","0,00","0,00","407,51","132,43","0,00","11,11","38,20","66,90","43,90","74,17","16,75","5,56","16,67","33,33","44,44","4,88","21,53","92,66","0,00","92,66","0,76","0,00","0,00","0,00","21,08","64,46","22,89","100,00","4,78","209,00","84,52","0,00","403,14","33,49","0,75","0,47","59,41","146,90","9,43","26,18","19,14","4,78","5,55","9,75","19,43","32,67","20,69","30,30"
188,20060,Orexa,100.0,"0,00","0,00","390,24","40,00","81,30","0,00","0,00","3,00","99,18","23,26","0,00","150,23","0,00","0,00","21,56","100,00","100,00","54,55","0,00","0,00","379,29","119,36","0,00","0,00","45,47","59,70","7,94","81,43","16,54","0,00","11,11","33,33","55,56","0,00","25,20","361,84","0,00","361,84","0,74","0,00","0,00","0,00","17,39","53,26","11,96","100,00","1,57","127,00","77,78","0,00","390,24","0,00","0,58","0,85","75,21","133,20","66,67","211,38","7,87","0,00","9,68","11,24","10,43","22,81","23,64","0,00"
189,20061,Orio,100.0,"10,08","0,00","215,08","40,50","1,94","2,39","7,19","3,00","100,00","118,25","3,41","152,48","11,45","5,64","603,81","100,00","79,09","70,67","3,42","0,00","234,08","43,46","25,00","4,92","41,10","72,60","28,19","64,80","16,48","17,39","3,66","5,03","73,91","8,20","18,39","77,53","8,78","77,53","0,56","166,98","0,00","12,44","20,13","63,17","21,18","96,28","7,41","5.857,00","75,05","1,20","215,08","3,76","4,58","5,80","31,75","92,80","19,52","15,93","11,61","3,41","0,19","16,67","21,04","19,77","13,46","9,48"
190,20062,Ormaiztegi,33.33,"14,45","0,00","341,17","41,90","0,00","2,08","68,23","3,00","99,18","77,06","0,00","152,86","8,37","0,76","191,82","33,33","86,67","14,63","7,60","0,00","239,02","28,57","0,00","7,32","56,40","69,00","22,81","70,21","19,48","7,95","14,77","2,27","75,00","8,37","17,28","47,57","15,33","47,57","0,80","19,03","0,00","0,00","22,94","64,55","18,68","98,97","9,36","1.314,00","62,99","0,00","341,17","8,37","5,04","1,02","68,91","103,00","5,09","12,89","9,89","0,00","2,70","4,34","1,00","15,93","20,65","9,57"
191,48075,Orozko,90.0,"26,14","0,00","317,26","45,80","4,16","4,98","0,00","3,00","100,00","56,77","-1,12","180,77","4,92","2,65","26,16","90,00","89,42","34,89","3,84","7,48","226,21","42,47","112,20","5,26","48,71","69,60","31,06","71,68","20,24","9,87","9,87","26,01","54,26","6,06","16,16","198,33","15,33","198,33","0,80","23,19","29,93","79,48","18,68","64,63","23,91","94,19","4,71","2.673,00","72,98","0,77","317,26","0,75","0,71","0,47","71,10","110,20","8,78","19,96","7,48","-1,12","4,76","14,35","14,04","27,28","24,20","14,56"
192,48083,Ortuella,33.33,"11,58","0,00","243,03","43,40","2,37","2,49","4,15","3,00","99,45","67,46","-4,06","173,53","7,29","3,22","1.048,31","33,33","91,08","29,24","3,58","1,19","445,75","58,15","150,83","4,40","37,64","61,50","32,60","59,88","20,57","18,42","10,84","0,86","69,88","6,09","12,61","46,77","4,76","46,77","0,68","4,54","0,00","69,65","23,90","57,73","14,72","93,92","2,15","8.376,00","82,74","1,08","243,03","-0,96","17,85","2,00","11,39","74,90","10,96","8,54","5,61","-4,06","0,14","6,37","-2,34","11,41","30,55","9,61"
193,48072,Otxandio,66.67,"6,95","0,00","285,26","38,90","0,00","7,46","19,70","3,00","100,00","28,83","-1,54","237,17","6,95","1,54","104,77","66,67","100,00","38,26","7,72","7,72","294,09","46,59","120,00","10,00","44,45","63,90","18,53","74,06","21,24","5,71","15,71","10,00","68,57","8,49","17,99","36,82","7,71","36,82","0,62","23,17","0,00","72,73","21,10","60,46","21,54","96,91","6,64","1.295,00","74,32","0,00","285,26","-3,09","2,22","0,32","63,14","92,20","5,16","14,18","6,95","-1,54","4,76","18,71","9,56","19,59","30,59","24,10"
194,1043,Oyón-Oion,80.0,"4,20","0,00","200,25","39,40","3,08","4,24","0,00","3,00","100,00","60,59","6,89","363,89","7,50","4,50","74,05","80,00","86,25","39,31","3,01","3,00","363,83","11,52","102,08","5,08","41,03","72,70","27,01","69,87","15,46","7,55","17,19","22,66","52,60","3,00","21,33","31,75","15,16","31,75","0,75","0,00","5,39","58,14","14,90","54,15","15,07","92,56","10,28","3.338,00","50,42","0,00","200,25","4,49","4,11","58,07","7,74","98,00","1,32","6,16","14,08","6,89","2,29","44,84","10,75","16,61","16,62","9,98"
195,20059,Oñati,45.45,"8,00","27,53","167,66","47,40","3,65","3,60","1,00","3,00","98,90","48,22","-4,74","152,02","9,67","6,16","105,95","45,45","84,13","21,39","3,52","1,76","307,62","63,38","77,34","5,40","31,77","80,20","11,43","75,18","22,48","8,24","11,65","9,66","70,45","4,57","15,87","194,69","7,98","194,69","0,65","27,91","0,00","49,98","17,58","61,65","25,93","65,91","4,31","11.394,00","32,97","1,32","167,66","1,58","1,74","0,19","74,34","94,60","10,02","12,50","6,93","-4,74","9,04","8,19","5,93","12,81","23,13","9,87"
196,1044,Peñacerrada-Urizaharra,71.43,"52,43","0,00","824,32","46,30","0,00","12,55","0,00","3,00","98,36","31,70","-3,79","323,12","0,00","0,00","4,26","71,43","98,84","100,00","0,00","0,00","222,75","14,16","0,00","0,00","80,37","64,20","33,71","52,60","21,97","5,71","8,57","37,14","48,57","11,24","7,95","219,54","37,17","219,54","1,03","90,91","0,00","0,00","25,00","64,55","18,28","100,00","2,27","264,00","83,33","0,00","824,32","15,15","0,61","21,00","61,60","110,90","2,56","30,41","0,00","-3,79","14,97","22,94","4,35","17,43","25,19","41,67"
197,48077,Plentzia,77.78,"5,52","0,00","117,66","48,40","4,66","2,34","0,93","3,00","100,00","72,54","1,60","170,37","8,51","5,06","747,36","77,78","91,16","64,78","2,32","0,00","315,85","34,42","0,00","3,81","69,62","73,60","54,07","58,03","16,87","10,14","2,70","2,70","84,46","8,05","14,93","99,05","9,21","99,05","0,73","12,99","0,00","0,00","15,23","79,39","38,34","87,76","5,17","4.387,00","84,93","1,16","117,66","7,29","19,49","1,53","44,80","100,30","9,15","6,06","8,21","1,60","12,75","16,02","7,50","13,67","29,04","4,62"
198,48078,Portugalete,79.49,"6,10","20,62","67,91","58,00","0,00","1,42","0,52","3,00","99,45","120,71","-5,85","174,61","13,02","7,68","14.457,68","79,49","74,93","52,44","3,88","0,43","326,73","55,72","148,30","4,02","35,43","65,90","33,97","70,72","26,51","12,91","2,42","0,11","84,55","6,81","11,20","42,30","5,73","42,30","0,47","6,90","0,00","38,44","19,13","58,27","20,92","70,35","4,00","46.120,00","79,54","1,42","67,91","4,79","38,34","1,88","0,00","75,30","19,37","4,91","5,79","-5,85","2,19","6,94","-4,68","6,57","33,17","4,17"
199,1047,Ribera Baja/Erribera Beitia,83.33,"26,39","0,00","586,34","50,70","0,00","0,00","3,07","3,00","98,36","45,61","-1,45","63,61","2,93","4,40","54,13","83,33","96,62","22,78","7,39","29,09","430,20","22,30","123,53","9,68","52,47","69,50","27,13","59,51","12,87","16,38","5,17","16,38","62,07","7,33","19,64","117,14","7,36","117,14","0,75","130,91","0,00","192,09","21,15","64,44","19,00","98,28","10,11","1.375,00","82,55","1,48","586,34","20,36","9,72","56,54","14,57","113,20","2,77","14,58","5,82","-1,45","1,46","21,20","21,68","11,89","28,61","27,78"
200,1051,Salvatierra/Agurain,37.5,"9,99","0,00","221,29","42,20","0,00","3,57","0,00","3,00","100,00","110,52","1,79","214,61","7,99","4,40","132,66","37,50","96,26","30,76","2,01","3,98","560,17","26,89","110,00","3,72","52,03","73,00","32,37","62,15","15,42","8,95","8,95","7,72","74,38","4,80","18,55","54,40","12,12","54,40","0,67","1,99","0,00","64,52","19,05","54,31","14,63","80,00","10,87","5.025,00","63,87","0,20","221,29","-2,59","5,74","61,06","20,38","91,00","37,64","104,79","11,14","1,79","1,02","21,20","14,02","16,66","10,38","5,52"
201,1052,Samaniego,66.67,"9,58","0,00","501,52","69,30","0,00","10,39","0,00","3,00","100,00","75,83","-12,38","342,58","6,39","0,00","30,19","66,67","100,00","55,56","0,00","0,00","1.507,81","5,41","116,67","33,33","60,16","66,00","22,36","76,50","29,41","1,49","26,87","44,78","26,87","15,97","9,91","185,98","34,48","185,98","0,88","105,26","0,00","505,26","17,76","57,92","15,83","100,00","6,19","323,00","47,14","0,00","501,52","-12,38","2,45","59,44","17,01","124,50","7,69","42,55","21,67","-12,38","10,11","33,11","3,19","10,36","14,83","22,22"
202,1053,San Millán/Donemiliaga,73.91,"39,27","0,00","463,45","43,10","0,00","26,37","19,31","3,00","100,00","15,73","-8,46","368,39","1,40","5,61","8,34","73,91","99,63","60,00","0,00","42,31","598,65","9,81","150,00","0,00","52,03","65,70","42,08","64,50","22,85","5,45","1,82","67,27","25,45","11,22","13,40","-177,10","0,00","-177,10","1,18","191,82","0,00","148,15","21,71","54,94","16,92","98,31","2,26","709,00","81,66","0,00","463,45","5,64","2,23","37,77","40,22","163,00","9,54","164,14","5,64","-8,46","5,70","23,59","-4,70","19,67","51,61","147,37"
203,48082,Santurtzi,38.89,"2,37","22,69","85,79","37,50","0,42","2,04","0,00","3,00","99,45","98,12","-4,04","174,71","9,87","5,53","5.242,27","38,89","71,41","47,04","3,91","0,44","450,27","117,00","151,94","3,86","33,76","67,40","26,86","65,45","22,88","16,25","3,27","0,60","79,88","5,36","12,86","18,67","4,50","18,67","0,50","6,18","0,94","20,53","18,88","57,01","18,46","78,31","3,95","45.765,00","77,70","1,63","85,79","3,23","16,43","0,80","6,07","75,30","5,66","4,12","5,83","-4,04","2,91","9,02","-2,82","8,39","32,44","2,95"
204,20070,Segura,40.0,"4,10","0,00","167,70","42,80","6,87","9,16","11,68","3,00","99,18","27,52","-4,12","154,42","6,83","1,37","155,61","40,00","96,23","43,87","6,79","0,00","245,40","37,18","148,08","3,85","33,60","65,50","18,44","72,39","19,38","8,79","8,79","10,99","71,43","4,78","18,42","33,83","6,76","33,83","0,71","21,31","0,00","184,40","22,55","61,59","23,25","100,00","7,15","1.455,00","83,92","1,36","167,70","2,75","2,09","3,64","64,71","106,70","14,60","13,75","8,25","-4,12","2,36","11,15","10,31","21,33","16,41","4,65"
205,48084,Sestao,31.25,"8,67","0,00","130,54","33,10","0,34","1,50","0,75","3,00","99,45","115,83","-5,51","174,26","9,97","5,11","7.685,32","31,25","84,98","36,11","3,95","1,08","435,26","93,87","116,06","2,79","37,68","60,00","39,47","69,68","25,01","17,97","3,80","0,22","78,01","5,83","12,14","26,00","4,60","26,00","0,48","5,77","0,18","27,10","18,18","52,37","14,66","88,02","6,33","27.744,00","79,48","2,30","130,54","3,06","65,12","0,00","0,00","69,20","11,65","9,92","6,24","-5,51","3,12","3,81","-6,64","8,81","45,98","1,80"
206,48904,Sondika,90.0,"13,57","0,00","296,12","58,60","0,00","3,13","5,76","3,00","99,45","112,35","-3,58","264,39","8,68","4,67","653,65","90,00","90,21","34,73","2,21","0,00","280,53","38,45","123,33","3,92","52,71","71,50","43,83","70,06","20,98","12,17","16,58","0,71","70,55","7,56","15,21","-82,62","19,61","-82,62","0,75","0,00","0,00","31,98","18,00","67,31","26,06","99,20","4,38","4.471,00","84,25","0,66","296,12","8,28","14,44","2,92","26,32","89,80","10,43","22,15","6,26","-3,58","0,81","5,42","0,88","12,51","36,31","7,08"
207,48085,Sopela,76.92,"10,33","0,00","174,02","40,60","0,80","1,79","2,00","3,00","100,00","95,59","3,26","172,33","8,25","5,20","1.625,75","76,92","88,43","53,14","3,73","0,74","290,66","28,94","144,12","5,36","50,06","76,50","27,94","56,20","14,09","10,53","4,14","0,83","84,50","5,20","17,47","0,83","3,83","0,83","0,66","49,52","0,00","53,57","16,81","78,18","36,89","96,72","3,55","13.510,00","85,23","1,49","174,02","3,11","22,80","2,05","20,46","88,20","18,35","16,36","9,10","3,26","8,09","10,54","11,44","6,81","5,34","4,97"
