,Código municipio,Municipio,2009_1,2017_2,2009_3,2009_4,2016_5,2009_6,2017_7,2009_8,2016_9,2013_10,2015_11,2017_12,2017_13,2017_14,2017_15,2017_16,2009_17,2001,2017_19,2016_20,2017_21,2005_22,2005_23,2016_24,2017_25,2005,2011_27,2017_28,2017_29,2017_30,2017_31,2017_32,2017_33,2017_34,2017_35,2017_36,2016_37,2013_38,2016_39,2016_40,2017_41,2016_42,2016_43,2016_44,2016_45,2016_46,2011_47,2017_48,2017_49,2011_50,2015_51,2009_52,2017_53,2017_54,2016_55,2016_56,2016_57,2009_58,2009_59,2017_60,2017_61,2006,2007,2017,2011_65,2016_66,2009_67
67,20023,Berrobi,0.0,"1,73","0,00","218,75","41,30","17,36","10,97","0,00","3,00","99,18","39,29","10,33","151,06","5,19","0,00","196,28","0,00","95,16","63,73","17,39","0,00","274,25","49,56","0,00","9,09","28,17","66,40","10,38","64,12","17,04","6,25","9,38","37,50","46,88","5,19","18,76","233,20","0,00","233,20","0,79","20,65","0,00","0,00","18,15","51,98","16,64","83,33","5,34","581,00","87,61","1,74","218,75","-8,61","2,47","0,34","54,05","99,80","29,73","38,19","12,05","10,33","3,93","4,19","-1,02","15,77","21,51","23,81"
68,20024,Bidania-Goiatz,66.67,"3,91","0,00","312,62","30,00","18,83","16,25","0,00","3,00","99,20","29,20","-3,94","212,80","3,91","1,95","36,97","66,67","97,99","72,06","0,00","0,00","452,05","107,16","0,00","5,56","47,61","64,80","1,95","67,11","15,94","8,00","8,00","38,00","46,00","9,77","18,70","302,59","0,00","302,59","0,82","70,87","0,00","0,00","18,53","57,14","17,41","100,00","4,33","508,00","76,07","1,94","312,62","5,91","0,99","0,07","59,39","203,50","17,39","37,66","7,87","-3,94","5,82","8,84","5,18","15,81","23,36","21,28"
69,48020,Bilbao,42.39,"5,22","13,13","5,27","41,60","1,08","1,55","0,71","3,00","99,45","163,43","-4,11","173,66","13,64","8,68","8.502,34","42,39","50,17","37,91","4,29","0,29","511,69","73,82","132,78","3,29","37,68","70,80","61,05","66,48","23,75","9,21","3,01","0,29","87,49","7,52","12,12","130,97","8,57","130,97","0,52","25,05","1,37","47,98","14,41","66,55","29,41","38,75","7,52","345.110,00","41,01","2,22","5,27","6,48","31,46","1,80","19,71","82,00","13,30","4,95","7,19","-4,11","2,37","5,44","-2,28","9,43","44,08","2,99"
70,48021,Busturia,75.0,"6,00","0,00","147,56","33,00","0,00","17,55","0,00","3,00","100,00","20,72","-11,34","170,14","1,80","1,20","84,86","75,00","96,34","48,19","6,03","0,00","516,20","42,45","124,03","4,35","67,40","62,20","30,58","77,92","25,36","14,89","7,45","12,77","64,89","6,59","14,02","91,92","5,91","91,92","0,66","34,01","0,00","303,53","16,28","64,38","26,48","98,39","3,04","1.676,00","84,31","0,00","147,56","0,00","2,44","0,56","71,29","106,00","59,55","150,40","4,18","-11,34","13,96","18,98","-3,18","12,89","32,50","28,57"
71,1017,Campezo/Kanpezu,100.0,"27,51","0,00","324,16","50,30","0,00","8,28","133,21","3,00","98,36","13,99","-1,91","251,31","4,74","0,95","12,25","100,00","98,84","58,99","9,44","9,54","518,71","8,96","135,71","9,52","53,89","67,40","30,36","70,41","25,00","16,53","5,79","27,27","50,41","11,39","12,79","68,77","36,90","68,77","0,87","30,53","0,00","53,44","18,83","51,93","13,74","95,65","5,73","1.048,00","64,66","0,00","324,16","18,13","0,75","28,77","62,78","105,30","3,66","15,10","7,63","-1,91","15,62","27,93","-5,24","17,47","20,38","32,26"
72,20029,Deba,100.0,"25,50","64,72","185,74","51,90","7,43","6,58","0,00","3,00","100,00","93,57","-1,82","152,02","10,93","6,19","109,62","100,00","85,82","38,21","3,65","1,82","247,53","53,76","0,00","3,94","30,70","70,50","31,51","68,57","21,28","6,56","17,76","12,74","62,93","9,65","14,61","3,82","9,17","3,82","0,68","161,21","0,00","0,00","19,78","65,04","25,57","97,17","5,38","5.502,00","63,98","0,91","185,74","2,18","2,28","1,00","52,32","94,10","4,02","8,36","6,00","-1,82","0,42","5,80","2,52","9,04","18,51","3,94"
73,48901,Derio,64.29,"13,06","24,50","312,73","44,10","3,72","2,09","2,23","3,00","99,45","116,99","4,37","166,87","10,51","7,17","631,56","64,29","80,48","15,52","3,25","1,56","287,05","37,95","100,00","4,24","25,22","70,70","36,95","65,44","18,54","12,50","8,91","1,63","76,96","8,28","16,91","94,62","10,10","94,62","0,74","74,64","3,59","0,00","20,82","62,73","21,06","82,92","2,94","6.404,00","78,33","0,97","312,73","5,78","20,72","3,16","32,54","85,60","8,79","33,51","11,56","4,37","1,54","7,23","23,37","12,05","10,67","5,18"
74,48026,Dima,57.14,"2,74","0,00","319,88","40,00","7,62","0,00","18,28","3,00","98,90","24,93","-7,53","173,41","4,11","1,37","23,42","57,14","99,81","51,45","6,86","0,00","424,56","42,01","123,17","6,00","45,57","69,10","15,76","64,97","17,67","14,29","11,22","13,27","61,22","8,22","16,92","224,24","7,06","224,24","0,81","4,79","0,00","317,83","22,76","67,96","28,25","100,00","2,40","1.460,00","84,99","0,69","319,88","3,42","0,39","0,63","68,86","117,60","2,66","7,62","2,74","-7,53","3,89","10,03","17,84","17,88","42,69","5,13"
75,20069,Donostia / San Sebastián,46.07,"11,29","29,00","153,63","41,90","1,35","2,92","1,83","3,00","100,00","195,90","-3,51","191,00","14,25","9,73","3.055,25","46,07","63,81","35,82","4,57","0,75","401,06","61,16","139,68","5,12","34,50","74,10","31,26","67,71","23,22","8,45","2,98","0,44","88,14","7,32","12,66","151,89","9,08","151,89","0,61","39,48","3,60","50,12","14,97","72,79","34,47","33,68","6,73","186.370,00","34,60","2,37","153,63","6,44","22,93","2,23","31,89","85,00","59,94","34,93","7,04","-3,51","3,27","5,20","1,79","13,22","33,68","5,73"
76,48027,Durango,62.96,"4,52","28,34","90,58","47,90","1,06","2,50","2,12","3,00","98,90","88,98","-0,55","171,89","13,85","9,22","2.735,82","62,96","45,73","42,34","3,44","0,34","273,42","62,96","127,96","5,48","47,15","77,30","25,15","62,19","18,28","8,89","3,55","1,29","86,27","5,00","15,14","74,79","7,98","74,79","0,55","7,50","0,20","33,57","19,89","67,12","26,78","70,07","6,97","29.328,00","69,69","1,65","90,58","7,74","18,54","1,31","56,16","87,30","10,60","8,67","8,35","-0,55","1,14","11,50","6,74","11,99","20,44","2,08"
77,48028,Ea,0.0,"5,95","0,00","241,92","43,30","22,30","0,83","0,00","3,00","100,00","14,30","1,20","173,74","7,13","1,19","59,89","0,00","98,88","56,69","11,83","0,00","290,40","40,90","90,00","12,50","42,00","60,70","22,59","62,65","26,32","18,64","3,39","11,86","66,10","13,08","9,69","340,46","11,56","340,46","0,77","78,95","0,00","90,91","15,78","64,39","31,44","100,00","4,43","836,00","80,11","0,00","241,92","7,18","0,62","0,29","71,06","95,90","607,32","277,59","10,77","1,20","18,56","23,58","-3,91","13,85","33,41","46,51"
78,20030,Eibar,100.0,"5,29","20,06","227,88","47,40","1,10","2,86","0,00","3,00","98,90","122,51","-4,38","152,43","12,59","8,32","1.116,33","100,00","55,21","41,72","4,02","1,09","402,75","45,05","119,85","3,38","57,60","69,90","39,93","74,21","24,65","8,01","8,90","1,10","82,00","5,58","13,98","68,11","8,02","68,11","0,53","5,47","0,44","37,73","19,54","59,53","20,65","62,29","7,41","27.417,00","56,30","1,35","227,88","5,14","5,43","0,12","66,57","77,40","3,40","2,08","8,06","-4,38","1,83","9,31","0,05","13,84","55,14","4,36"
79,48031,Elantxobe,66.67,"0,00","0,00","346,24","39,80","22,78","0,00","0,00","3,00","100,00","38,74","-13,77","176,62","10,87","0,00","199,45","66,67","97,32","100,00","26,81","0,00","308,06","47,67","0,00","0,00","59,44","59,70","8,15","82,41","34,44","8,70","0,00","0,00","91,30","19,02","9,09","122,74","25,58","122,74","0,59","93,66","0,00","0,00","22,79","65,24","24,50","100,00","0,55","363,00","85,92","0,00","346,24","0,00","1,81","0,00","74,73","80,80","23,81","22,78","0,00","-13,77","16,66","21,68","-18,79","24,15","21,71","33,33"
80,1021,Elburgo/Burgelu,50.0,"26,23","0,00","203,74","44,10","0,00","0,00","16,98","3,00","100,00","21,05","-1,65","231,87","0,00","1,64","19,12","50,00","99,21","49,27","0,00","16,47","300,46","17,86","145,16","0,00","32,26","72,40","37,70","49,14","12,03","10,34","10,34","39,66","39,66","4,92","14,99","147,98","0,00","147,98","1,03","164,74","0,00","424,66","22,90","72,38","25,17","90,74","4,28","607,00","84,88","0,00","203,74","-13,18","2,07","52,68","22,46","180,40","5,28","49,24","4,94","-1,65","3,15","12,97","15,84","8,05","9,23","48,54"
81,1022,Elciego,87.5,"7,86","0,00","558,52","36,80","0,00","3,55","0,00","3,00","100,00","30,81","3,88","327,19","12,77","2,95","63,38","87,50","97,85","38,24","9,95","0,00","505,72","15,01","0,00","7,69","22,19","65,30","29,47","73,11","23,01","3,68","16,56","46,63","33,13","13,75","14,85","44,08","28,46","44,08","0,80","165,05","0,00","0,00","13,19","54,16","16,97","100,00","8,16","1.030,00","46,06","1,00","558,52","0,00","4,41","73,23","9,11","113,30","3,23","14,27","13,59","3,88","15,09","38,41","2,90","18,03","26,55","16,39"
82,20031,Elduain,100.0,"66,67","0,00","255,32","26,60","0,00","9,69","191,49","3,00","99,18","9,62","-12,61","155,20","0,00","0,00","9,43","100,00","100,00","28,21","0,00","0,00","261,86","79,50","0,00","20,00","28,07","63,90","25,00","91,94","20,59","11,11","16,67","11,11","61,11","4,17","22,27","412,27","0,00","412,27","0,90","0,00","0,00","0,00","23,30","55,83","16,50","90,91","1,68","238,00","87,38","0,00","255,32","12,61","0,65","0,32","90,37","120,30","5,68","42,55","0,00","-12,61","4,13","6,24","4,85","22,66","43,75","22,73"
83,20033,Elgeta,100.0,"6,24","0,00","237,26","68,90","9,27","11,71","83,41","3,00","98,90","41,95","2,65","150,20","7,13","3,57","64,55","100,00","85,88","29,05","8,98","0,00","345,78","75,24","0,00","4,35","31,80","69,10","26,74","63,20","17,86","1,04","27,08","4,17","67,71","8,02","16,89","58,06","8,92","58,06","0,84","31,83","0,00","0,00","22,46","64,41","23,90","100,00","5,22","1.131,00","74,06","0,00","237,26","-1,77","1,92","0,34","82,25","102,70","9,75","21,32","9,73","2,65","4,20","9,46","7,61","21,43","22,85","21,90"
84,20032,Elgoibar,70.0,"15,13","35,65","212,65","43,50","5,30","3,35","2,21","3,00","100,00","58,08","0,69","153,35","11,07","6,74","297,19","70,00","71,20","29,42","3,45","0,87","282,58","37,77","123,64","4,35","42,00","71,50","14,18","72,26","22,05","9,61","19,44","5,47","65,47","4,58","15,88","79,64","8,70","79,64","0,59","4,68","0,61","18,87","22,42","59,86","19,29","70,46","7,78","11.540,00","52,13","1,38","212,65","5,37","3,58","0,31","69,15","86,60","16,86","14,22","9,97","0,69","0,67","4,18","5,94","13,47","30,79","6,46"
85,48032,Elorrio,28.57,"3,83","74,72","104,25","64,10","2,76","4,25","0,41","3,00","98,90","60,22","-0,96","173,56","7,26","4,38","197,70","28,57","96,84","18,17","2,74","4,11","330,76","35,80","124,24","5,66","33,27","71,80","16,43","69,14","21,73","9,84","12,18","7,03","70,96","5,34","14,78","112,30","6,91","112,30","0,64","12,18","4,79","40,30","20,05","59,56","21,19","92,57","4,83","7.307,00","57,35","0,82","104,25","4,38","2,66","2,62","68,86","108,20","2,55","2,62","7,66","-0,96","1,18","18,21","3,05","14,01","26,13","3,00"
86,1023,Elvillar/Bilar,100.0,"2,82","0,00","482,29","39,60","0,00","16,77","0,00","3,00","100,00","11,86","5,67","367,27","5,65","0,00","20,25","100,00","100,00","100,00","0,00","0,00","655,12","18,10","0,00","0,00","66,99","66,80","19,77","74,75","24,36","1,08","21,51","65,59","11,83","2,82","12,75","86,08","28,49","86,08","0,84","0,00","0,00","0,00","10,34","41,38","10,66","100,00","12,46","353,00","45,19","0,00","482,29","-2,83","1,18","75,16","3,33","111,00","7,18","40,87","14,16","5,67","12,13","39,65","-0,84","15,23","18,59","20,00"
87,48902,Erandio,80.77,"14,25","0,00","146,66","46,70","0,00","3,34","0,00","3,00","99,45","112,41","-1,33","199,05","10,89","7,66","1.277,54","80,77","73,23","26,64","2,89","1,66","442,22","58,51","139,56","3,60","36,16","69,10","40,04","63,58","20,93","15,63","8,05","1,13","75,19","6,17","14,27","60,25","5,35","60,25","0,68","1,83","3,24","93,94","18,66","56,46","16,64","86,66","5,53","24.056,00","78,07","1,36","146,66","6,19","12,65","5,47","23,74","77,50","6,41","4,32","7,77","-1,33","1,78","4,69","0,40","9,40","24,23","5,02"
88,48033,Ereño,50.0,"7,94","0,00","232,56","49,90","38,76","0,00","11,63","2,00","100,00","140,54","-4,03","178,56","0,00","0,00","23,57","50,00","97,73","48,98","0,00","0,00","220,92","78,27","0,00","0,00","41,51","63,20","35,71","75,89","29,84","18,75","12,50","18,75","50,00","15,87","9,68","109,57","0,00","109,57","0,94","48,39","0,00","0,00","20,75","65,15","29,46","100,00","3,23","248,00","82,20","0,00","232,56","0,00","0,41","0,38","82,79","175,80","3,23","7,75","12,10","-4,03","14,92","19,94","-4,62","16,80","46,45","86,96"
89,48034,Ermua,73.33,"6,75","0,00","83,17","40,50","0,00","2,28","0,00","2,00","98,90","59,40","-1,76","153,37","11,26","6,25","2.461,57","73,33","56,44","37,86","3,12","0,00","291,98","49,65","131,85","4,02","50,70","70,70","17,45","69,26","23,65","16,24","8,57","0,22","74,97","6,38","13,00","94,23","6,21","94,23","0,53","5,39","0,00","35,79","17,83","48,93","13,38","94,08","5,69","15.951,00","65,14","1,00","83,17","2,95","11,56","0,77","58,18","71,70","19,63","5,31","6,52","-1,76","0,10","9,01","-1,91","8,98","24,70","4,95"
90,20067,Errenteria,70.83,"6,95","32,19","126,19","50,50","0,26","2,07","2,43","3,00","100,00","105,91","-2,64","155,09","10,35","6,47","1.235,17","70,83","65,49","47,65","3,56","0,25","402,05","73,83","116,19","4,02","48,60","70,40","34,00","72,68","23,15","19,23","5,84","0,84","74,10","4,67","14,53","67,81","4,33","67,81","0,54","1,80","0,33","29,02","20,97","58,35","15,29","74,01","6,23","39.439,00","78,22","1,93","126,19","4,03","8,82","0,75","67,99","74,10","30,55","13,89","7,00","-2,64","1,66","11,42","2,88","7,75","28,10","8,76"
91,20066,Errezil,50.0,"13,56","0,00","58,44","43,00","16,23","9,35","0,00","3,00","95,07","9,62","3,45","105,16","1,69","0,00","18,01","50,00","99,32","39,06","0,00","0,00","317,35","58,55","0,00","11,76","28,80","63,10","5,08","69,10","16,90","9,09","9,09","48,05","33,77","11,86","17,93","223,42","0,00","223,42","0,92","53,45","0,00","0,00","11,65","40,85","11,28","100,00","2,93","580,00","77,78","0,00","58,44","6,90","0,20","0,96","59,78","166,70","3,23","3,25","10,34","3,45","11,54","19,79","-8,37","25,87","19,73","9,71"
92,1046,Erriberagoitia/Ribera Alta,100.0,"72,87","0,00","160,00","45,70","0,00","0,00","0,00","3,00","98,36","18,02","2,72","262,16","1,35","1,35","6,13","100,00","100,00","85,88","0,00","13,59","295,66","10,59","125,00","7,14","77,18","66,70","47,23","60,00","18,48","14,42","2,88","41,35","41,35","20,24","15,90","189,21","13,32","189,21","1,17","762,23","0,00","176,47","22,42","59,24","18,48","97,78","3,40","736,00","84,13","0,00","160,00","2,72","0,91","31,91","49,89","155,40","0,98","13,33","4,08","2,72","3,96","19,96","7,76","24,46","37,17","20,62"
93,48079,Errigoiti,40.0,"7,87","0,00","37,81","46,30","0,00","0,00","0,00",3,"100,00","15,81","-5,98","259,24","1,97","1,97","30,41","40,00","99,35","100,00","0,00","0,00","234,43","54,05","0,00","0,00","54,47","62,60","25,59","70,75","25,10","16,67","13,89","11,11","58,33","9,84","12,95","-135,00","0,00","-135,00","0,90","65,74","0,00","0,00","18,71","62,81","26,28","100,00","3,59","502,00","89,20","0,00","37,81","0,00","0,71","0,24","71,53","135,60","61,07","151,23","7,97","-5,98","13,18","15,88","-1,76","11,16","58,14","72,73"
94,20034,Eskoriatza,83.33,"8,81","0,00","171,64","33,70","0,00","5,20","8,63","2,00","98,90","54,70","-3,67","177,33","5,88","2,20","101,41","83,33","88,96","19,99","2,45","4,89","293,34","40,65","140,62","5,88","61,93","76,10","14,20","71,16","20,74","14,04","11,91","12,34","61,70","5,63","15,51","112,89","7,33","112,89","0,69","8,07","0,00","37,74","22,51","60,49","18,23","75,60","5,43","4.089,00","66,21","0,49","171,64","0,98","1,27","0,69","62,95","89,30","4,79","3,95","5,14","-3,67","8,84","5,89","3,31","16,18","17,95","8,50"
95,48029,Etxebarri,50.0,"7,39","0,00","73,45","40,50","2,07","3,52","0,10","3,00","99,45","125,69","5,55","171,18","5,05","2,52","3.306,51","50,00","62,30","32,22","2,72","0,89","290,60","56,76","0,00","4,17","20,89","79,40","24,06","61,04","13,71","16,29","5,79","0,00","77,93","3,97","20,42","83,69","6,51","83,69","0,64","0,00","0,00","0,00","19,79","62,31","22,41","93,15","2,68","11.176,00","87,32","1,63","73,45","2,51","36,66","1,18","39,05","83,80","18,09","25,86","9,48","5,55","0,15","4,54","37,10","9,83","11,47","8,93"
96,48030,Etxebarria,75.0,"6,56","0,00","152,25","61,10","12,18","15,01","42,63","3,00","100,00","45,69","-4,01","179,92","2,62","1,31","41,79","75,00","98,21","8,89","12,90","0,00","361,22","65,65","0,00","13,33","40,00","66,50","31,50","65,49","21,39","14,93","16,42","23,88","44,78","5,25","12,30","543,87","0,00","543,87","0,93","42,78","0,00","0,00","22,08","67,65","17,42","98,73","6,68","748,00","64,15","0,00","152,25","16,04","1,63","0,28","73,18","111,60","89,93","304,51","12,03","-4,01","8,10","23,53","-9,11","21,67","21,64","17,24"
97,48906,Forua,100.0,"12,82","0,00","192,69","50,30","0,00","5,49","9,88","1,00","100,00","52,90","-5,33","171,15","2,14","0,00","122,94","100,00","99,08","52,17","10,71","0,00","311,20","32,04","188,64","0,00","47,81","69,40","38,46","63,41","22,60","22,41","6,90","8,62","62,07","6,41","11,94","140,13","0,00","140,13","0,76","0,00","0,00","207,55","19,00","63,40","23,89","96,05","4,69","938,00","88,31","0,00","192,69","7,46","1,98","0,92","57,40","135,80","8,00","7,91","6,40","-5,33","10,86","15,82","-2,80","18,14","26,46","39,06"
98,48035,Fruiz,50.0,"7,37","0,00","220,00","62,20","0,00","12,88","0,00","3,00","100,00","50,78","-7,33","171,74","3,68","3,68","96,98","50,00","100,00","100,00","0,00","0,00","239,02","50,46","100,00","0,00","54,47","68,40","27,62","68,52","17,03","15,15","3,03","12,12","69,70","5,52","18,86","8,07","0,00","8,07","0,79","0,00","10,99","0,00","18,47","68,15","29,30","100,00","3,85","546,00","88,75","0,00","220,00","0,00","2,13","0,36","46,71","119,00","145,45","177,78","1,83","-7,33","9,46","17,72","35,15","7,33","27,91","39,47"
99,20038,Gabiria,50.0,"12,22","0,00","154,47","42,10","0,00","7,21","0,00","3,00","99,18","20,00","-16,19","150,47","0,00","0,00","33,31","50,00","100,00","72,08","0,00","0,00","350,22","32,30","0,00","11,76","33,33","65,40","10,18","74,56","20,45","8,16","14,29","28,57","48,98","8,15","16,40","106,83","0,00","106,83","1,07","76,92","0,00","0,00","19,31","64,43","21,04","100,00","1,42","494,00","77,83","0,00","154,47","6,07","1,19","1,48","64,87","179,60","4,73","16,26","4,05","-16,19","6,60","6,64","13,82","25,42","33,88","12,35"
100,20037,Gaintza,20.0,"0,00","0,00","179,69","42,50","0,00","0,00","0,00","2,00","99,18","0,00","15,75","145,42","0,00","0,00","21,53","20,00","100,00","100,00","0,00","0,00","194,96","50,22","0,00","33,33","48,80","68,70","40,32","71,62","24,41","12,50","0,00","25,00","62,50","16,13","13,39","165,55","0,00","165,55","0,89","0,00","0,00","0,00","20,00","56,36","20,91","100,00","3,94","127,00","91,84","0,00","179,69","0,00","0,20","1,02","67,80","132,90","25,00","23,44","23,62","15,75","6,49","15,77","-6,62","26,67","20,25","105,26"
101,48036,Galdakao,58.21,"11,05","13,69","137,90","62,70","0,34","2,88","2,60","3,00","99,45","83,40","-0,78","173,54","10,06","7,20","937,79","58,21","69,72","33,68","3,75","1,70","243,80","44,63","125,00","3,66","2,33","71,00","36,11","59,81","20,22","13,62","6,74","1,25","78,39","5,22","12,99","78,41","6,81","78,41","0,65","1,57","0,14","37,10","18,69","63,00","23,78","88,83","3,26","29.334,00","72,85","1,30","137,90","2,15","10,87","0,93","60,07","85,50","17,07","18,19","7,87","-0,78","0,22","2,31","0,52","10,55","19,56","6,15"
102,48037,Galdames,40.0,"11,08","0,00","577,57","53,80","0,00","11,20","47,73","3,00","100,00","5,87","0,00","173,65","1,23","0,00","18,30","40,00","99,25","52,32","12,32","0,00","402,93","35,88","116,67","0,00","47,61","61,10","29,56","65,04","24,63","8,00","16,00","30,67","45,33","7,39","11,82","117,15","0,00","117,15","0,97","0,00","22,17","0,00","27,31","66,13","20,21","100,00","1,85","812,00","80,94","0,00","577,57","4,93","0,50","0,23","62,21","101,70","1,60","3,58","13,55","0,00","7,70","16,73","-2,05","16,54","56,26","61,73"
103,48038,Gamiz-Fika,25.0,"9,54","0,00","138,66","34,20","0,00","2,78","13,56","3,00","100,00","29,06","-2,20","174,16","2,20","0,73","89,36","25,00","99,36","58,95","7,33","0,00","282,38","36,88","111,11","0,00","14,13","68,80","38,15","56,08","19,40","9,71","6,80","26,21","57,28","5,14","11,09","-18,09","0,00","-18,09","0,87","8,82","0,00","136,36","17,74","68,13","30,85","100,00","2,65","1.361,00","87,09","0,00","138,66","2,20","2,55","1,05","46,36","139,20","3,51","9,80","8,82","-2,20","8,11","16,89","6,08","13,32","25,45","11,36"
104,48039,Garai,66.67,"3,24","0,00","547,99","51,90","0,00","0,00","0,00","1,00","98,90","24,79","6,49","169,12","0,00","0,00","43,14","66,67","100,00","100,00","0,00","0,00","111,47","14,65","0,00","0,00","43,85","64,60","22,65","65,59","16,56","12,50","0,00","16,67","70,83","9,71","18,51","89,85","0,00","89,85","0,90","77,92","0,00","0,00","20,30","69,00","28,78","100,00","1,62","308,00","84,38","0,00","547,99","3,25","1,81","0,14","71,99","170,30","88,00","68,11","6,49","6,49","3,79","15,13","-0,32","18,05","40,74","39,22"
105,48040,Gatika,55.56,"6,61","0,00","175,16","37,20","0,00","3,48","13,38","3,00","100,00","28,62","-7,18","171,99","2,40","1,20","96,82","55,56","99,40","57,45","6,04","0,00","248,23","34,44","100,00","5,77","54,47","73,20","25,84","72,19","20,16","11,03","20,59","12,50","55,88","2,40","16,93","38,86","0,00","38,86","0,86","17,34","0,00","80,12","18,83","76,21","27,40","100,00","2,81","1.672,00","86,27","0,00","175,16","-0,60","1,09","3,36","39,95","115,80","39,42","26,11","5,98","-7,18","5,60","12,83","14,21","14,33","16,36","7,66"
106,48041,Gautegiz Arteaga,80.0,"17,67","0,00","413,12","41,70","0,00","0,00","0,00","3,00","100,00","17,33","1,18","172,70","1,18","1,18","62,10","80,00","99,68","59,68","11,75","0,00","251,63","36,77","0,00","15,38","68,62","68,00","16,49","61,64","20,54","10,17","1,69","6,78","81,36","10,60","12,40","29,51","0,00","29,51","0,94","77,92","0,00","0,00","17,56","76,92","37,31","100,00","4,25","847,00","85,60","0,00","413,12","12,99","5,53","0,44","62,24","156,30","4,09","34,52","9,45","1,18","11,92","16,94","-2,76","10,97","26,90","18,52"
107,20907,Gaztelu,100.0,"6,21","0,00","180,72","48,70","180,72","0,00","0,00","3,00","99,18","0,00","-6,17","201,76","0,00","0,00","17,46","100,00","100,00","100,00","0,00","0,00","297,46","97,10","0,00","0,00","52,75","61,10","6,21","80,00","19,75","16,67","0,00","44,44","38,89","12,42","16,67","38,85","0,00","38,85","0,69","74,07","0,00","0,00","18,44","48,23","14,18","100,00","2,47","162,00","89,04","0,00","180,72","-18,52","0,12","0,22","77,48","106,60","5,26","6,02","12,35","-6,17","6,56","8,34","-4,71","19,48","19,75","40,00"
108,48046,Gernika-Lumo,80.0,"2,66","21,12","92,05","62,60","1,84","1,91","0,37","3,00","100,00","62,58","-1,54","171,42","16,40","11,96","1.983,00","80,00","75,81","48,54","4,15","1,77","337,09","36,87","124,34","4,71","32,67","73,80","37,35","72,29","22,44","14,14","7,25","2,74","75,86","6,57","15,13","50,74","8,33","50,74","0,61","8,45","0,00","40,04","15,23","63,60","27,74","77,79","9,70","16.915,00","61,89","1,07","92,05","5,20","17,23","2,58","46,54","91,20","14,56","13,01","8,69","-1,54","8,86","13,88","4,60","14,49","22,98","4,55"
109,20039,Getaria,71.43,"17,39","0,00","211,96","61,70","11,21","4,46","0,00","3,00","100,00","60,85","2,49","152,79","11,36","4,61","255,91","71,43","87,38","40,50","3,55","0,00","264,50","35,90","0,00","4,12","14,70","60,40","44,37","64,62","19,08","4,32","16,19","19,42","60,07","14,91","14,74","116,23","11,01","116,23","0,65","115,81","0,00","0,00","19,20","62,51","23,83","98,65","8,24","2.815,00","59,38","0,71","211,96","8,17","3,58","30,00","23,36","95,70","34,02","62,06","9,95","2,49","1,13","19,17","11,40","20,84","23,05","9,43"
110,48044,Getxo,40.0,"5,54","28,13","82,45","47,60","0,25","1,55","1,86","3,00","99,45","121,05","-2,45","173,98","10,81","6,91","6.622,13","40,00","61,47","55,46","3,31","0,38","338,75","73,92","108,80","3,37","47,08","74,50","25,36","69,10","23,49","7,12","1,66","0,33","90,90","4,69","12,88","121,56","7,04","121,56","0,60","3,21","0,91","24,54","12,29","82,09","45,40","83,64","5,61","78.406,00","75,77","1,43","82,45","-0,14","40,23","1,69","6,33","105,80","11,91","6,60","7,17","-2,45","10,02","8,30","-4,09","9,77","21,00","3,50"
111,48047,Gizaburuaga,75.0,"4,78","0,00","159,20","37,60","0,00","0,00","149,25","3,00","100,00","0,00","0,00","172,83","9,57","14,35","34,32","75,00","100,00","35,12","0,00","0,00","760,04","173,33","0,00","0,00","42,00","66,10","19,14","65,87","17,22","8,70","36,96","4,35","50,00","19,14","18,18","351,38","0,00","351,38","0,97","57,42","0,00","0,00","21,31","65,57","25,14","95,00","5,74","209,00","81,40","0,00","159,20","14,35","1,69","0,16","78,33","116,50","2,34","19,90","9,57","0,00","18,30","29,67","20,11","10,99","18,28","33,33"
112,48042,Gordexola,42.86,"11,86","0,00","706,90","46,40","11,49","3,82","0,00","3,00","100,00","34,16","-9,56","176,14","5,93","3,56","40,77","42,86","99,05","58,44","5,89","5,97","313,80","65,14","111,63","2,94","39,09","65,30","25,50","63,48","21,15","7,83","9,04","12,65","70,48","4,74","13,68","139,59","5,85","139,59","0,93","67,50","11,95","64,97","19,16","66,05","26,11","100,00","3,58","1.674,00","79,34","0,00","706,90","2,99","0,78","0,88","81,73","121,30","291,67","402,30","3,58","-9,56","12,64","15,58","2,01","21,79","37,18","25,97"
113,48043,Gorliz,75.0,"7,05","0,00","417,95","37,10","0,00","4,32","2,73","3,00","100,00","78,97","-1,76","173,31","7,58","3,35","563,49","75,00","93,56","51,37","3,53","1,76","264,37","27,71","0,00","3,95","59,86","75,30","43,52","61,69","16,92","13,28","2,98","2,17","81,57","5,81","16,41","68,91","5,30","68,91","0,65","70,25","0,00","0,00","16,04","78,10","38,71","100,00","3,40","5.680,00","82,73","1,76","417,95","1,58","12,91","0,99","25,69","92,30","29,25","52,52","6,34","-1,76","11,95","15,57","9,74","12,18","22,37","4,43"
