,Código municipio,Municipio,2009_1,2009_2,2009_3,2009_4,2010_5,2009_6,2009_7,2009_8,2009_9,2009_10,2009_11,2009_12,2011_13,2009_14,2009_15,2009_16,2009_17,2001_18,2009_19,2009_20,2009_21,2005_22,2005_23,2009_24,2009_25,2005_26,2011_27,2009_28,2009_29,2009_30,2009_31,2009_32,2012,2009_34,2009_35,2009_36,2009_37,2009_38,2009_39,2009_40,2009_41,2009_42,2009_43,2010_44,2010_45,2010_46,2011_47,2009_48,2009_48,2011_50,2009_51,2009_52,2009_53,2009_54,2005_55,2005,2006_57,2009_58,2009_59,2009_60,2009_61,2006_62,2007,2009_64,2001_65,2010,2009,2011_partic,estado_animo,satisfaccion_ocio,valor_vida,satisfaccion_vida
224,1057,Villabuena de Álava/Eskuernaga,50.0,"3,15","0,00","664,56","46,40","0,00","0,00","0,00","2,00","99,73","0,00","-9,46","291,36","9,43","3,14","37,41","50,00","99,43","64,17","31,65","0,00","492,86","7,93","0,00","0,00","59,24","67,60","25,24","70,05","27,04","5,88","69,12","33,33","25,00","18,87","11,32","284,84","31,65","284,84","0,96","0,00","0,00","0,00","8,45","39,53","14,19","100,00","5,97","318,00","32,58","3,16","664,56","25,16","1,67","72,12","4,24","111,38","14,08","63,29","3,15","-9,46","12,23","35,45","-5,36","16,29","27,60","30,30",1,2,2,2,2
225,1060,Yécora/Iekora,100.0,"13,51","0,00","506,99","53,70","0,00","0,00","0,00","2,00","99,73","0,00","-10,14","305,78","0,00","0,00","16,22","100,00","100,00","64,44","0,00","0,00","304,16","14,66","66,67","0,00","51,04","65,50","20,27","50,25","21,97","9,09","36,36","59,26","54,55","3,28","9,51","56,01","34,97","56,01","0,70","0,00","0,00","545,45","11,87","43,17","13,31","100,00","14,43","305,00","46,49","3,50","506,99","-36,07","0,69","69,63","5,16","122,22","7,69","34,97","6,76","-10,14","6,87","39,60","18,68","6,99","36,41","27,03",1,2,2,2,2
226,48095,Zaldibar,80.0,"12,88","0,00","128,58","37,50","0,00","4,46","0,00","3,00","96,44","0,00","2,31","182,12","8,29","3,32","255,42","80,00","87,69","31,82","3,29","0,00","287,83","32,01","0,00","4,49","18,38","69,50","37,98","48,99","17,32","12,21","35,11","4,76","52,67","4,64","12,24","417,00","6,58","417,00","0,67","0,00","0,00","0,00","18,00","49,96","14,35","99,58","6,20","3.014,00","74,08","0,33","128,58","4,64","3,59","3,14","70,08","88,46","46,46","64,78","10,57","2,31","0,99","15,80","4,04","12,03","13,06","10,23",2,1,2,2,1
227,20078,Zaldibia,62.5,"1,32","0,00","167,55","42,00","6,65","7,90","20,61","1,00","96,71","0,00","-5,28","141,58","10,49","3,28","94,14","62,50","98,48","43,75","6,65","0,00","332,85","79,42","0,00","4,17","38,96","67,50","27,06","59,52","19,93","32,80","13,60","20,00","53,60","4,59","13,31","387,15","6,65","387,15","0,75","6,65","0,00","0,00","18,95","53,67","15,40","97,71","8,85","1.525,00","81,08","1,33","167,55","3,93","1,03","0,62","57,90","94,50","91,02","101,06","6,60","-5,28","2,25","11,53","0,00","16,24","22,81","20,83",1,2,1,1,2
228,1061,Zalduondo,59.64,"5,29","0,00","549,22","46,70","0,00","0,00","0,00","1,00","99,73","0,00","0,00","227,27","0,00","0,00","15,42",60.61,"100,00","100,00","0,00","0,00","284,63","26,84","0,00","0,00","52,03","66,40","21,16","46,83","15,14","0,00","7,14","45,45","92,86","10,81","12,97","-16,23","0,00","-16,23","0,67","67,36","0,00","0,00","23,43","62,86","22,86","100,00","1,08","185,00","84,78","0,00","549,22","10,81","1,18","37,92","41,42","131,39","14,18","103,63","5,29","0,00","3,78","26,34","31,21","5,13","24,56","68,97",1,2,2,2,2
229,1062,Zambrana,50.0,"57,89","0,00","368,15","66,80","0,00","13,36","0,00","1,00","98,08","0,00","-15,79","145,79","0,00","0,00","9,54","50,00","99,12","19,86","0,00","0,00","1.045,19","35,86","0,00","0,00","58,98","65,80","36,84","64,63","25,46","13,64","18,18","26,92","68,18","5,31","10,34","280,06","0,00","280,06","0,77","0,00","0,00","0,00","19,66","50,28","13,48","89,66","6,10","377,00","85,28","0,00","368,15","34,48","0,58","35,16","41,85","123,90","17,32","104,44","5,26","-15,79","1,66","23,23","1,89","10,96","41,21","51,28",1,2,2,2,2
230,48905,Zamudio,66.67,"12,74","0,00","340,35","39,10","3,09","4,66","12,38","3,00","98,08","0,00","-1,55","180,65","14,67","11,55","160,15","66,67","80,81","15,29","3,09","9,37","264,72","35,81","78,33","13,08","37,88","68,40","80,17","54,58","19,48","10,31","22,21","1,76","67,48","14,05","12,64","501,43","24,75","501,43","1,19","26,92","0,00","189,87","18,13","58,31","20,28","96,31","5,34","3.203,00","68,54","0,93","340,35","6,87","11,40","3,00","41,50","94,38","11,32","79,83","8,70","-1,55","1,79","8,16","8,47","17,18","16,71","14,29",2,1,2,2,1
231,48097,Zaratamo,12.5,"10,45","0,00","196,02","41,70","5,85","4,81","0,00","3,00","98,08","0,00","0,58","184,70","5,76","3,46","173,50","12,50","96,52","18,02","5,85","0,00","316,23","102,70","0,00","4,44","61,00","63,80","66,20","58,01","17,87","18,81","26,15","4,10","55,05","4,61","13,83","32,13","0,00","32,13","1,72","0,00","0,00","0,00","15,61","52,13","16,58","100,00","2,88","1.735,00","86,07","0,59","196,02","0,58","3,50","1,70","69,00","82,70","22,86","46,81","8,71","0,58","2,14","4,84","5,22","12,95","35,72","16,95",1,1,2,2,1
232,20079,Zarautz,84.85,"10,56","30,94","134,96","34,60","3,97","1,78","2,43","3,00","98,90","10,81","2,83","157,30","17,32","11,98","1.582,31","84,85","68,41","52,53","3,09","0,44","268,14","41,51","97,80","4,30","35,70","71,50","43,37","56,63","15,27","16,54","8,77","2,47","74,70","7,34","16,11","404,39","7,50","404,39","0,52","98,24","0,00","25,38","15,93","66,19","26,18","75,29","6,30","22.627,00","56,15","1,28","134,96","6,01","11,72","3,78","28,18","87,87","20,76","15,36","10,38","2,83","1,61","16,16","12,09","6,83","9,65","8,72",2,2,1,1,2
233,48024,Zeanuri,37.5,"20,52","0,00","218,13","55,00","7,68","0,00","0,00","3,00","96,44","0,00","-2,28","186,65","6,02","2,26","19,85","37,50","100,00","69,15","7,68","7,52","248,56","47,94","0,00","6,25","30,65","70,00","45,59","58,90","20,23","14,63","4,88","24,07","80,49","10,53","13,76","415,76","7,68","415,76","0,64","206,61","0,00","0,00","21,14","62,48","25,30","90,00","6,69","1.330,00","84,95","0,77","218,13","1,50","0,21","0,61","70,04","119,11","7,25","7,68","9,12","-2,28","1,72","13,26","13,38","23,33","33,38","22,47",1,1,2,2,1
234,48025,Zeberio,66.67,"5,68","0,00","77,36","48,10","0,00","5,21","0,00","1,00","100,00","0,00","-6,62","181,22","3,80","0,95","22,38","66,67","97,78","50,24","9,43","0,00","342,42","30,62","61,97","7,14","45,57","63,30","35,00","65,46","22,68","30,99","7,04","16,42","61,97","6,64","13,57","206,27","9,43","206,27","0,77","29,25","0,00","293,39","18,19","57,38","21,93","98,90","2,47","1.054,00","83,52","0,94","77,36","3,80","0,17","0,53","86,16","120,76","9,76","7,55","7,57","-6,62","6,34","12,81","13,33","24,19","32,15","14,18",1,1,2,2,1
235,20025,Zegama,100.0,"1,99","0,00","305,23","46,60","6,54","7,34","0,00","3,00","96,71","0,00","3,97","156,77","6,03","2,01","42,63","100,00","97,71","76,90","6,54","0,00","405,66","27,06","0,00","5,45","42,50","62,20","20,52","52,40","18,43","10,62","23,01","18,02","66,37","6,70","11,86","-489,69","13,07","-489,69","0,70","18,95","0,00","0,00","17,14","56,18","14,10","100,00","8,98","1.492,00","77,83","0,65","305,23","16,76","0,78","0,11","79,03","93,51","12,09","21,57","10,59","3,97","5,22","14,07","14,15","28,15","30,91","30,77",1,2,1,1,2
236,20026,Zerain,37.5,"0,00","0,00","293,17","37,90","0,00","0,00","0,00","3,00","96,71","0,00","8,13","156,25","0,00","0,00","23,14","37,50","98,86","55,56","0,00","0,00","310,54","63,97","0,00","25,00","30,30","67,50","32,52","55,77","19,34","4,76","28,57","34,21","66,67","20,58","11,52","-93,06","0,00","-93,06","0,86","96,39","0,00","0,00","14,54","51,98","18,94","95,45","1,23","243,00","86,24","0,00","293,17","-4,12","0,37","0,38","67,62","147,40","97,44","152,61","8,13","8,13","3,79","12,10","0,41","34,93","18,18","34,48",1,2,1,1,2
237,20027,Zestoa,13.33,"20,79","0,00","185,38","36,40","0,00","4,69","9,88","3,00","98,90","0,00","7,40","213,56","7,47","5,17","79,61","13,33","91,61","30,31","2,82","11,50","376,27","65,12","95,95","5,07","49,40","68,60","37,59","60,10","18,97","11,43","20,00","17,89","68,57","7,76","14,49","178,09","8,47","178,09","0,68","136,00","0,00","111,95","16,28","52,37","17,65","93,03","4,00","3.479,00","69,58","0,56","185,38","11,21","2,17","0,76","57,19","110,15","11,09","29,63","16,80","7,40","3,22","23,22","9,33","20,30","16,95","14,87",2,2,1,1,2
238,48913,Zierbena,40.0,"12,95","0,00","698,14","42,20","0,00","4,34","32,19","3,00","98,08","0,00","-7,91","183,05","2,17","4,34","125,64","40,00","96,00","33,88","7,15","14,47","274,03","108,06","83,33","0,00","64,74","67,80","171,22","47,33","18,89","18,24","9,46","7,75","72,30","22,43","10,35","1.506,28","0,00","1.506,28","0,69","15,02","0,00","181,82","20,28","61,75","20,35","98,03","2,68","1.382,00","74,71","1,43","698,14","1,45","19,76","3,18","8,36","92,12","1,38","21,46","6,47","-7,91","0,77","9,43","17,12","9,08","23,69","41,38",1,1,2,2,1
239,1018,Zigoitia,62.5,"47,85","1.787,75","1.092,09","40,80","0,00","0,00","0,00","3,00","99,73","0,00","3,59","322,08","32,14","30,32","16,15","62,50","98,09","34,02","5,90","0,00","242,90","20,32","100,00","6,12","39,36","72,40","120,22","46,32","13,16","15,33","4,00","16,23","80,67","9,70","14,55","107,54","5,90","107,54","0,84","31,29","0,00","53,57","20,30","68,42","28,15","98,20","2,43","1.649,00","88,66","0,59","1.092,09","0,61","1,85","17,07","52,30","158,97","1,06","11,81","8,97","3,59","3,78","10,50","37,65","5,54","18,99","40,16",2,2,2,2,2
240,48915,Ziortza-Bolibar,100.0,"22,39","0,00","73,53","9,10","24,51","0,00","0,00","0,00","98,90","0,00","14,93","198,61","0,00","0,00","20,93","100,00","89,04","100,00","0,00","0,00","290,29","69,98","0,00","0,00","40,00","79,60","29,85","59,04","23,99","7,69","7,69","31,82","84,62","15,15","8,59","475,22","0,00","475,22","0,20","0,00","0,00","0,00","20,31","52,60","15,10","100,00","1,77","396,00","90,91","0,00","73,53","7,58","0,24","0,08","76,73","94,00","17,78","19,61","24,88","14,93","10,60","22,99",13.55,"21,60","0,88","23,26",1,1,2,2,1
241,20028,Zizurkil,16.67,"5,39","0,00","140,27","40,10","0,00","5,65","5,42","1,00","96,71","0,00","-3,59","156,68","5,01","2,15","180,45","16,67","85,57","33,23","3,62","0,00","383,86","47,93","98,12","4,65","52,75","70,80","36,66","56,87","16,20","22,48","18,99","7,88","58,53","6,79","15,48","223,37","0,00","223,37","0,71","8,32","23,86","203,90","15,68","47,92","14,63","94,87","4,50","2.797,00","80,75","1,08","140,27","2,15","2,44","0,06","57,61","94,66","12,17","16,63","7,91","-3,59","1,17","7,73","1,23","13,29","11,97","14,35",2,2,1,1,2
242,1063,Zuia,40.0,"35,48","0,00","522,70","31,70","4,16","3,49","0,00","1,00","99,73","0,00","0,83","296,94","6,28","4,60","19,51","40,00","98,63","42,27","4,16","8,37","221,90","16,19","100,00","4,49","45,75","70,00","26,29","63,03","14,39","16,28","2,91","16,32","80,81","9,62","19,37","414,95","4,16","414,95","0,71","73,30","0,00","240,58","17,01","67,42","28,17","95,77","6,74","2.390,00","81,36","0,42","522,70","5,86","2,11","0,36","69,36","157,03","6,01","64,56","9,18","0,83","2,54","14,39","46,00","9,90","15,80","12,71",2,2,2,2,2
243,20081,Zumaia,70.0,"10,20","58,05","221,16","31,90","4,28","2,42","4,93","3,00","98,90","0,00","5,16","156,69","14,32","9,48","821,68","70,00","68,94","33,42","3,21","2,15","273,78","29,39","82,16","3,93","25,10","75,40","40,60","56,42","15,27","15,16","12,18","4,33","72,67","6,46","16,19","276,16","8,57","276,16","0,52","17,03","0,00","128,47","18,37","60,71","19,81","76,09","3,98","9.285,00","57,41","0,96","221,16","0,54","8,86","0,44","23,45","89,98","7,09","7,60","13,10","5,16","0,10","21,95","11,45","16,71","10,89","3,90",2,2,1,1,2
244,20080,Zumarraga,33.33,"12,01","32,66","540,20","38,90","0,00","2,51","7,97","3,00","96,70","0,00","-0,30","145,75","13,86","9,20","555,16","33,33","76,29","39,74","3,99","0,99","334,48","55,82","88,43","1,01","15,20","69,20","29,29","63,42","21,43","16,12","7,61","4,27","76,27","5,34","13,50","7,51","10,96","7,51","0,55","12,25","0,60","52,15","14,03","49,52","15,26","79,82","4,45","10.104,00","69,80","1,20","540,20","2,97","3,63","0,27","64,34","83,40","12,42","8,17","9,33","-0,30","7,09","0,52","-0,22","3,92","17,16","10,42",2,2,1,1,2
