,Código municipio,Municipio,2009_1,2009_2,2009_3,2009_4,2010_5,2009_6,2009_7,2009_8,2009_9,2009_10,2009_11,2009_12,2011_13,2009_14,2009_15,2009_16,2009_17,2001_18,2009_19,2009_20,2009_21,2005_22,2005_23,2009_24,2009_25,2005_26,2011_27,2009_28,2009_29,2009_30,2009_31,2009_32,2012,2009_34,2009_35,2009_36,2009_37,2009_38,2009_39,2009_40,2009_41,2009_42,2009_43,2010_44,2010_45,2010_46,2011_47,2009_48,2009_48,2011_50,2009_51,2009_52,2009_53,2009_54,2005_55,2005,2006_57,2009_58,2009_59,2009_60,2009_61,2006_62,2007,2009_64,2001_65,2010,2009,2011_partic,estado_animo,satisfaccion_ocio,valor_vida,satisfaccion_vida
86,1023,Elvillar/Bilar,100.0,"2,72","0,00","482,29","39,10","0,00","12,89","0,00","2,00","99,73","67,23","5,43","217,82","5,42","0,00","21,09","100,00","100,00","84,52","0,00","0,00","655,12","18,10","0,00","0,00","66,99","66,80","19,02","74,06","24,39","13,33","55,56","51,76","31,11","8,13","14,09","-110,09","27,25","-110,09","0,74","0,00","0,00","0,00","9,42","36,17","9,73","100,00","6,23","369,00","45,19","2,72","482,29","0,00","1,19","76,74","3,77","106,21","7,18","40,87","5,43","5,43","12,13","39,65","3,65","11,01","18,25","20,00",1,2,2,2,2
87,48902,Erandio,80.77,"15,98","0,00","146,66","39,90","0,00","2,32","0,00","3,00","98,08","11,06","3,21","182,78","12,12","8,57","1.386,40","80,77","73,23","27,00","2,88","1,24","442,22","58,51","71,48","2,76","36,16","69,10","44,61","50,43","17,03","19,45","9,12","0,78","71,43","7,09","12,74","147,75","7,00","147,75","0,63","1,23","2,18","110,08","16,30","52,45","15,53","86,66","6,48","24.262,00","78,07","1,19","146,66","4,16","9,37","5,77","19,60","76,94","6,41","4,32","11,74","3,21","1,78","4,69","4,55","9,48","17,04","5,02",2,1,2,2,1
88,48033,Ereño,50.0,"19,38","0,00","232,56","68,60","38,76","0,00","11,63","2,00","98,90","0,00","0,00","190,80","3,88","0,00","24,11","50,00","97,73","100,00","0,00","0,00","220,92","78,27","0,00","0,00","41,51","63,20","27,13","64,33","27,13","18,75","12,50","27,27","68,75","15,50","9,30","-176,36","0,00","-176,36","0,86","46,51","0,00","0,00","17,01","57,26","31,54","100,00","5,04","258,00","82,20","7,75","232,56","3,88","0,58","0,28","78,88","190,95","3,23","7,75","7,75","0,00","14,92","19,94","-0,39","9,09","51,56","86,96",1,1,2,2,1
89,48034,Ermua,73.33,"3,39","0,00","83,17","36,00","0,00","1,80","0,00","3,00","96,44","11,42","0,86","112,97","14,46","9,05","2.621,29","73,33","56,44","40,07","3,09","0,62","291,98","49,65","38,52","3,10","50,70","70,70","23,30","52,02","17,94","19,66","9,03","0,20","71,30","6,34","12,31","68,02","7,41","68,02","0,52","5,31","0,00","44,09","14,71","44,84","12,25","94,08","4,52","16.252,00","65,14","1,30","83,17","-0,68","7,06","0,48","63,23","70,85","19,63","5,31","8,51","0,86","0,10","9,01","-5,84","5,99","5,02","4,95",2,1,2,2,1
90,20067,Errenteria,70.83,"9,00","32,19","126,19","39,90","0,26","1,88","2,43","3,00","99,73","0,00","1,85","159,28","13,16","8,31","1.215,27","70,83","65,49","52,17","3,59","0,52","402,05","73,83","98,43","3,68","48,60","70,40","37,13","55,06","18,78","25,07","5,65","1,19","69,27","5,70","13,38","40,20","5,38","40,20","0,54","1,82","0,00","33,78","18,63","54,15","14,30","74,01","4,41","38.767,00","78,22","1,90","126,19","5,21","5,56","0,47","68,46","74,02","30,55","13,89","10,26","1,85","1,66","11,42","-1,08","7,55","16,22","8,76",2,2,1,1,2
91,20066,Errezil,50.0,"16,08","0,00","58,44","41,10","16,23","8,23","0,00","1,00","85,20","0,00","0,00","132,47","3,18","1,59","19,50","50,00","99,32","32,58","0,00","0,00","317,35","58,55","0,00","8,70","28,80","63,10","33,76","57,00","15,92","20,83","12,50","47,50","66,67","12,74","15,92","145,08","0,00","145,08","0,86","69,81","0,00","0,00","7,41","35,00","11,11","100,00","5,10","628,00","77,78","1,62","58,44","6,37","0,19","0,50","60,19","169,03","3,23","3,25","9,65","0,00","11,54","19,79","-0,48","33,87","17,14","9,71",1,2,1,1,2
92,1046,Erriberagoitia/Ribera Alta,100.0,"71,72","0,00","160,00","50,60","0,00","0,00","0,00","3,00","98,08","0,00","6,77","187,30","0,00","1,37","6,08","100,00","100,00","70,83","0,00","13,74","295,66","10,59","83,33","9,09","77,18","66,70","29,77","55,56","20,74","18,18","12,73","37,08","69,09","15,11","11,81","72,15","13,33","72,15","0,98","102,67","0,00","163,27","19,97","55,60","18,97","97,78","6,18","728,00","84,13","1,33","160,00","8,24","0,85","32,05","50,04","153,49","0,98","13,33","12,18","6,77","3,96","19,96","41,36","13,72","34,51","20,62",2,2,2,2,2
93,48079,Errigoiti,40.0,"7,68","0,00","37,81","77,50","0,00","0,00","0,00","3,00","98,90","0,00","-3,84","218,73","1,95","1,95","31,28","40,00","99,35","79,71","0,00","0,00","234,43","54,05","0,00","0,00","54,47","62,60","40,31","56,88","24,56","20,00","13,33","21,95","66,67","7,80","9,16","39,76","0,00","39,76","0,77","66,16","0,00","0,00","15,34","55,21","22,29","100,00","4,68","513,00","89,20","0,00","37,81","-9,75","0,80","0,12","68,17","135,01","61,07","151,23","9,60","-3,84","13,18","15,88","11,04","3,37","55,56","72,73",1,1,2,2,1
94,20034,Eskoriatza,83.33,"8,87","0,00","171,64","32,00","0,00","4,18","8,63","3,00","96,44","8,41","4,43","186,97","7,14","2,71","100,57","83,33","88,96","20,74","2,47","2,46","293,34","40,65","100,00","6,61","61,93","76,10","22,17","52,40","16,93","21,79","17,14","11,07","61,07","5,91","14,25","162,35","7,40","162,35","0,67","48,83","0,00","45,65","20,09","56,23","16,91","75,60","4,13","4.063,00","66,21","0,49","171,64","2,22","0,83","0,67","66,93","88,09","4,79","3,95","10,59","4,43","8,84","5,89","3,81","12,65","8,62","8,50",2,2,1,1,2
95,48029,Etxebarri,50.0,"12,95","0,00","73,45","23,40","2,07","3,43","0,10","3,00","98,08","0,00","10,19","183,54","8,51","4,91","2.779,09","50,00","62,30","31,47","3,10","1,09","290,60","56,76","0,00","3,40","20,89","79,40","27,71","43,30","11,11","23,06","7,38","0,14","69,57","5,78","15,58","225,88","9,31","225,88","0,66","0,00","0,00","0,00","17,05","57,78","20,24","93,15","2,57","9.171,00","87,32","1,45","73,45","1,85","41,88","1,82","42,42","80,45","18,09","25,86","15,39","10,19","0,15","4,54","39,02","7,31","11,01","8,93",2,1,2,2,1
96,48030,Etxebarria,75.0,"6,05","0,00","152,25","39,60","12,18","12,28","42,63","3,00","98,90","0,00","2,42","168,57","3,61","0,00","45,91","75,00","98,21","9,30","12,18","0,00","361,22","65,65","0,00","9,09","40,00","66,50","26,63","60,42","18,41","24,19","25,81","29,11","50,00","7,22","14,32","401,19","0,00","401,19","0,80","38,98","0,00","0,00","15,75","63,42","15,62","98,73","7,10","831,00","64,15","1,22","152,25","3,61","1,54","0,11","71,82","111,71","89,93","304,51","13,32","2,42","8,10","23,53","3,36","29,75","17,10","17,24",1,1,2,2,1
97,48906,Forua,100.0,"5,92","0,00","192,69","46,50","0,00","3,49","9,88","3,00","98,90","0,00","-2,96","196,72","2,95","0,98","127,00","100,00","99,08","39,92","9,88","0,00","311,20","32,04","88,64","0,00","47,81","69,40","28,60","56,07","19,78","19,35","9,68","15,00","70,97","5,91","11,91","-7,00","0,00","-7,00","0,67","0,00","0,00","224,49","15,90","60,04","22,13","96,05","6,10","1.016,00","88,31","0,00","192,69","2,95","1,25","0,75","52,88","132,37","8,00","7,91","13,81","-2,96","10,86","15,82","3,04","15,31","23,85","39,06",1,1,2,2,1
98,48035,Fruiz,50.0,"13,73","0,00","220,00","40,00","0,00","7,77","0,00","2,00","98,90","0,00","4,58","183,42","2,36","0,00","75,54","50,00","100,00","100,00","0,00","0,00","239,02","50,46","0,00","0,00","54,47","68,40","38,90","56,67","19,86","6,25","12,50","12,00","81,25","7,09","13,95","188,92","0,00","188,92","0,83","0,00","0,00","0,00","13,30","61,13","27,37","100,00","2,60","423,00","88,75","0,00","220,00","16,55","0,98","0,54","42,86","113,99","145,45","177,78","16,02","4,58","9,46","17,72","28,96","3,53","28,12","39,47",1,1,2,2,1
99,20038,Gabiria,50.0,"6,21","0,00","154,47","52,30","0,00","14,24","0,00","3,00","96,71","0,00","-4,14","162,58","0,00","0,00","31,81","50,00","100,00","36,99","0,00","0,00","350,22","32,30","0,00","11,11","33,33","65,40","26,92","75,56","19,83","15,38","23,08","38,98","61,54","12,66","16,88","314,28","0,00","314,28","0,97","0,00","0,00","0,00","13,67","57,63","20,27","100,00","5,91","474,00","77,83","0,00","154,47","0,00","1,13","1,21","66,38","174,00","4,73","16,26","2,07","-4,14","6,60","6,64","9,22","23,30","33,33","12,35",1,2,1,1,2
100,20037,Gaintza,20.0,"0,00","0,00","179,69","32,00","0,00","0,00","0,00","3,00","96,71","0,00","15,38","156,88","0,00","0,00","22,00","20,00","100,00","100,00","0,00","0,00","194,96","50,22","0,00","20,00","48,80","68,70","15,38","60,98","21,21","30,00","0,00","46,67","70,00","15,15","12,88","158,91","0,00","158,91","0,80","0,00","0,00","0,00","16,07","50,89","16,96","100,00","1,52","132,00","91,84","7,81","179,69","0,00","0,20","0,50","67,00","140,80","25,00","23,44","23,08","15,38","6,49","15,77","-0,75","31,25","17,28","105,26",1,2,1,1,2
101,48036,Galdakao,58.21,"7,59","13,69","137,90","33,90","0,34","2,57","2,60","3,00","98,08","0,00","1,40","183,64","13,38","9,79","921,96","58,21","69,72","36,30","3,76","1,71","243,80","44,63","89,91","3,34","2,33","71,00","40,29","49,50","15,82","16,63","7,65","1,22","75,71","5,68","12,82","806,92","9,57","806,92","0,63","1,64","0,00","45,64","15,89","58,93","21,47","88,83","2,75","29.226,00","72,85","1,20","137,90","0,92","9,83","1,01","58,52","85,50","17,07","18,19","8,99","1,40","0,22","2,31","-0,65","9,62","10,98","6,15",2,1,2,2,1
102,48037,Galdames,40.0,"20,29","0,00","577,57","67,10","0,00","10,02","47,73","2,00","100,00","0,00","-8,35","326,61","1,19","0,00","18,81","40,00","99,25","28,41","11,93","0,00","402,93","35,88","100,00","0,00","47,61","61,10","40,57","52,74","21,74","16,13","16,13","34,15","67,74","10,75","9,56","4,59","0,00","4,59","0,89","0,00","21,48","0,00","25,45","60,98","18,99","100,00","1,55","837,00","80,94","0,00","577,57","-2,39","0,42","0,11","60,20","100,69","1,60","3,58","5,97","-8,35","7,70","16,73","7,03","9,13","51,64","61,73",1,1,2,2,1
103,48038,Gamiz-Fika,25.0,"6,80","0,00","138,66","43,10","0,00","2,62","13,56","3,00","98,90","0,00","-0,76","183,81","1,52","0,76","85,03","25,00","99,36","69,23","7,54","0,00","282,38","36,88","94,44","0,00","14,13","68,80","21,92","56,72","17,83","15,28","15,28","27,47","69,44","9,10","13,96","111,09","0,00","111,09","0,79","28,64","0,00","150,63","15,07","62,87","27,12","100,00","2,81","1.318,00","87,09","0,00","138,66","5,31","2,39","0,45","42,13","137,88","3,51","9,80","6,80","-0,76","8,11","16,89","21,47","13,51","20,11","11,36",1,1,2,2,1
104,48039,Garai,66.67,"6,23","0,00","547,99","51,10","0,00","0,00","0,00","1,00","96,44","0,00","6,23","173,94","0,00","0,00","44,79","66,67","100,00","100,00","0,00","0,00","111,47","14,65","0,00","0,00","43,85","64,60","37,38","52,15","16,67","15,38","0,00","31,58","84,62","6,29","15,09","614,22","0,00","614,22","0,78","0,00","0,00","0,00","17,96","61,97","25,00","100,00","2,52","318,00","84,38","0,00","547,99","6,29","0,35","0,14","72,39","153,23","88,00","68,11","6,23","6,23","3,79","15,13","32,50","22,22","33,59","39,22",1,1,2,2,1
105,48040,Gatika,55.56,"14,06","0,00","175,16","28,20","0,00","2,53","13,38","3,00","98,90","0,00","6,39","182,65","2,57","0,00","90,64","55,56","99,40","43,66","6,37","0,00","248,23","34,44","100,00","4,41","54,47","73,20","43,45","52,39","14,69","13,95","28,68","13,48","57,36","6,41","16,61","24,30","0,00","24,30","0,82","6,37","0,00","114,89","16,69","72,93","26,42","100,00","2,25","1.559,00","86,27","0,00","175,16","5,77","0,60","3,43","38,43","112,90","39,42","26,11","12,78","6,39","5,60","12,83","28,21","13,44","13,47","7,66",1,1,2,2,1
106,48041,Gautegiz Arteaga,80.0,"28,67","0,00","413,12","42,30","0,00","0,00","0,00","3,00","98,90","0,00","-8,03","136,68","1,14","0,00","64,34","80,00","99,68","80,15","11,51","0,00","251,63","36,77","0,00","11,76","68,62","68,00","44,72","53,78","18,74","24,64","5,80","4,23","69,57","11,43","12,46","142,63","0,00","142,63","0,84","75,95","0,00","0,00","15,80","72,05","34,26","100,00","3,66","875,00","85,60","0,00","413,12","-1,14","5,39","0,37","60,29","153,87","4,09","34,52","2,29","-8,03","11,92","16,94","7,89","5,89","22,12","18,52",1,1,2,2,1
107,20907,Gaztelu,100.0,"0,00","0,00","180,72","41,30","180,72","0,00","0,00","1,00","96,71","0,00","12,35","188,59","0,00","0,00","17,75","100,00","100,00","100,00","0,00","0,00","297,46","97,10","0,00","0,00","52,75","61,10","12,35","46,30","15,82","41,67","0,00","45,45","58,33","18,99","13,92","66,57","0,00","66,57","0,52","0,00","0,00","0,00","14,97","39,46","12,93","100,00","0,00","158,00","89,04","6,02","180,72","0,00","0,21","0,11","74,04","109,83","5,26","6,02","12,35","12,35","6,56","8,34","6,04","11,76","13,89","40,00",1,2,1,1,2
108,48046,Gernika-Lumo,80.0,"3,38","21,12","92,05","37,80","1,84","1,83","0,37","3,00","98,90","11,48","1,60","171,97","19,08","14,71","1.913,31","80,00","75,81","50,46","4,30","3,08","337,09","36,87","99,25","5,14","32,67","73,80","50,46","60,40","20,21","18,64","6,98","1,75","74,38","7,33","13,09","52,65","9,82","52,65","0,60","8,78","0,00","39,45","12,75","58,77","25,94","77,79","8,34","16.244,00","61,89","0,98","92,05","7,94","17,15","2,83","44,88","91,04","14,56","13,01","10,94","1,60","8,86","13,88","4,86","12,67","19,04","4,55",1,1,2,2,1
109,20039,Getaria,71.43,"19,23","0,00","211,96","40,20","11,21","4,35","0,00","3,00","98,90","0,00","1,89","156,73","11,04","4,95","247,92","71,43","87,38","53,78","3,74","7,61","264,50","35,90","0,00","5,71","14,70","60,40","59,95","58,12","16,93","11,33","19,92","19,30","68,75","14,84","15,83","183,61","11,21","183,61","0,61","99,44","0,00","0,00","15,40","54,95","20,60","98,65","6,54","2.628,00","59,38","0,75","211,96","11,42","4,60","12,92","25,94","97,98","34,02","62,06","9,80","1,89","1,13","19,17","8,15","17,57","20,30","9,43",1,2,1,1,2
110,48044,Getxo,40.0,"11,21","28,13","82,45","36,70","0,25","1,29","1,86","3,00","98,08","0,43","0,00","183,57","13,36","9,45","6.787,39","40,00","61,47","57,17","3,24","0,50","338,75","73,92","85,97","3,16","47,08","74,50","30,09","54,08","17,53","10,11","2,76","0,39","87,13","5,09","12,77","92,83","8,97","92,83","0,59","3,65","0,61","31,22","11,14","80,35","43,71","83,64","5,67","80.770,00","75,77","1,48","82,45","4,98","37,39","1,68","6,30","106,05","11,91","6,60","8,15","0,00","10,02","8,30","-3,22","7,57","11,78","3,50",2,1,2,2,1
111,48047,Gizaburuaga,75.0,"20,10","0,00","159,20","25,80","0,00","0,00","149,25","3,00","98,90","0,00","5,03","182,02","0,00","0,00","31,11","75,00","100,00","20,00","0,00","0,00","760,04","173,33","0,00","0,00","42,00","66,10","15,08","61,98","18,88","9,76","58,54","2,33","31,71","20,41","14,80","325,87","0,00","325,87","0,97","64,68","0,00","0,00","19,66","62,36","22,47","95,00","4,08","196,00","81,40","0,00","159,20","5,10","2,71","0,00","74,44","114,17","2,34","19,90","5,03","5,03","18,30","29,67","40,00","26,56","14,44","33,33",1,1,2,2,1
112,48042,Gordexola,42.86,"7,47","0,00","706,90","46,30","11,49","3,04","0,00","3,00","100,00","0,00","1,15","184,65","7,47","3,45","42,46","42,86","99,05","62,79","5,75","0,00","313,80","65,14","90,70","2,27","39,09","65,30","29,29","61,80","22,06","9,77","9,02","14,91","81,20","5,17","12,64","444,63","5,75","444,63","0,80","25,86","11,49","60,21","16,56","59,54","23,51","100,00","3,79","1.741,00","79,34","0,00","706,90","0,00","0,59","0,93","82,83","120,94","291,67","402,30","9,76","1,15","12,64","15,58","20,48","24,72","29,52","25,97",1,1,2,2,1
113,48043,Gorliz,75.0,"3,12","0,00","417,95","34,80","0,00","3,65","2,73","3,00","98,90","2,25","2,93","183,18","7,78","5,56","529,41","75,00","93,56","59,69","1,82","0,00","264,37","27,71","0,00","1,55","59,86","75,30","27,15","52,76","14,35","22,16","1,17","2,35","76,68","6,48","16,07","76,70","9,09","76,70","0,63","74,14","0,00","0,00","15,21","75,06","36,15","100,00","5,11","5.400,00","82,73","1,27","417,95","6,30","9,69","0,98","24,80","91,18","29,25","52,52","9,17","2,93","11,95","15,57","36,02","16,99","7,06","4,43",2,1,2,2,1
114,48045,Güeñes,26.32,"6,71","0,00","865,13","41,70","6,18","3,42","26,26","3,00","100,00","3,85","2,81","183,53","9,92","6,14","154,10","26,32","89,87","45,85","4,63","1,58","316,41","38,66","88,46","4,85","39,09","66,60","31,20","57,35","19,09","18,88","6,87","6,02","74,25","6,62","13,77","209,58","9,27","209,58","0,61","3,86","0,00","21,59","17,93","54,44","16,79","92,57","5,43","6.349,00","78,80","0,46","865,13","9,61","2,29","0,53","64,85","81,83","2,96","4,33","12,17","2,81","8,24","10,85","8,36","15,79","22,73","8,65",1,1,2,2,1
115,1056,Harana/Valle de Arana,100.0,"16,61","0,00","229,73","47,30","0,00","0,00","0,00","3,00","98,08","0,00","-19,93","575,66","3,28","0,00","7,80","100,00","100,00","79,25","0,00","0,00","796,25","49,02","0,00","0,00","76,61","66,50","19,93","75,29","35,08","37,04","11,11","48,78","51,85","6,56","5,25","-165,66","33,78","-165,66","1,02","54,05","0,00","0,00","12,32","31,34","7,39","100,00","2,95","305,00","65,74","0,00","229,73","0,00","0,57","29,51","56,11","117,69","6,79","50,68","3,32","-19,93","12,14","31,49","-13,60","13,59","26,86","58,82",2,2,2,2,2
116,20040,Hernani,71.43,"12,13","0,00","203,84","35,20","1,56","2,12","1,40","3,00","99,73","47,92","2,75","186,48","12,23","7,57","477,45","71,43","83,96","36,25","3,63","1,04","406,99","89,75","84,87","4,26","19,00","70,20","29,55","57,11","17,23","21,86","12,70","2,04","65,43","5,50","15,02","252,25","6,74","252,25","0,62","4,61","0,00","34,82","18,30","58,64","18,87","77,65","4,57","19.289,00","69,57","1,09","203,84","2,23","6,82","1,63","65,17","82,35","10,89","15,56","10,11","2,75","7,30","12,27","3,25","11,15","14,82","9,59",2,2,1,1,2
117,20041,Hernialde,66.67,"0,00","0,00","94,83","35,80","0,00","0,00","0,00","3,00","96,71","0,00","-2,88","180,19","0,00","0,00","82,38","66,67","98,51","100,00","0,00","0,00","179,15","23,35","0,00","0,00","52,75","71,10","23,05","56,56","15,03","42,86","0,00","20,00","57,14","8,67","16,18","234,14","0,00","234,14","0,84","0,00","0,00","0,00","13,16","49,67","19,41","100,00","2,31","346,00","86,98","2,87","94,83","11,56","0,33","0,00","47,38","133,19","14,29","5,75","2,88","-2,88","4,50","6,66","20,56","13,64","21,68","18,87",2,2,1,1,2
118,20036,Hondarribia,25.0,"8,02","0,00","171,89","38,90","0,61","2,52","3,64","3,00","99,73","14,81","2,37","188,52","9,24","5,95","571,46","25,00","92,31","54,88","3,64","3,04","241,23","33,99","95,28","2,75","42,00","72,90","25,58","55,56","16,28","16,23","3,74","5,75","80,03","8,38","15,15","72,72","4,86","72,72","0,65","73,74","4,31","20,11","15,14","67,22","27,81","89,78","5,55","16.458,00","72,04","1,28","171,89","4,25","12,61","2,50","35,07","96,57","5,18","11,42","9,60","2,37","1,34","3,20","12,16","4,97","18,01","5,13",2,2,1,1,2
119,20042,Ibarra,57.14,"3,00","0,00","237,05","39,00","4,60","4,99","0,00","2,00","96,71","0,00","3,46","156,14","9,46","3,92","867,00","57,14","86,57","36,85","4,60","0,00","298,64","52,48","0,00","3,92","17,16","71,10","22,12","52,59","16,29","18,73","17,78","5,30","63,49","3,92","14,03","244,11","4,60","244,11","0,65","0,00","0,00","12,38","18,06","52,29","17,49","98,96","4,54","4.335,00","85,28","0,23","237,05","7,15","3,00","1,80","44,60","84,83","16,00","5,52","10,83","3,46","1,41","1,67","0,02","12,66","13,86","17,43",2,2,1,1,2
120,48048,Ibarrangelu,66.67,"24,39","0,00","192,18","37,30","32,57","9,75","0,00","3,00","98,90","0,00","-1,63","199,28","3,25","0,00","39,49","66,67","100,00","100,00","16,29","0,00","239,60","32,59","0,00","0,00","50,66","65,10","222,76","62,96","26,46","15,79","2,63","9,76","81,58","24,35","9,58","526,35","16,29","526,35","0,68","159,61","0,00","0,00","13,31","67,78","38,70","98,18","2,44","616,00","84,36","0,00","192,18","3,25","1,57","0,00","60,51","116,46","4,49","17,92","9,76","-1,63","16,52","21,54","19,61","1,97","16,92","48,39",1,1,2,2,1
121,20043,Idiazabal,70.0,"56,56","0,00","247,68","43,00","4,42","5,29","2,21","3,00","96,71","0,00","3,09","159,62","8,83","4,86","76,75","70,00","97,67","20,73","4,42","4,42","225,84","44,33","0,00","5,81","36,20","66,40","22,98","59,66","19,08","14,21","19,80","11,92","65,99","3,53","14,36","781,19","8,85","781,19","0,83","23,44","0,00","0,00","18,01","56,74","18,76","98,86","6,32","2.264,00","73,28","0,44","247,68","12,37","1,06","0,17","65,63","107,03","13,42","18,58","13,70","3,09","1,85","10,00","10,98","17,55","28,19","8,65",1,2,1,1,2
122,48094,Igorre,71.43,"3,77","0,00","190,14","37,20","2,36","3,07","2,12","3,00","96,44","0,00","2,12","181,10","15,10","9,44","244,97","71,43","90,24","20,56","2,36","2,36","261,18","41,31","0,00","3,85","41,79","74,90","31,61","48,49","15,46","17,27","12,95","7,12","69,78","7,08","11,89","452,03","14,15","452,03","0,69","17,46","0,00","0,00","19,04","57,57","19,20","93,96","7,06","4.238,00","66,78","0,47","190,14","8,26","3,08","1,85","68,50","93,47","15,98","20,05","12,03","2,12","0,80","6,90","7,62","23,57","13,68","11,24",1,1,2,2,1
123,20044,Ikaztegieta,33.33,"38,46","0,00","300,00","38,10","42,55","16,82","40,43","3,00","96,71","0,00","4,27","155,41","0,00","4,30","232,50","33,33","97,18","49,78","0,00","0,00","748,15","36,37","100,00","13,33","52,75","65,30","47,01","56,57","15,48","14,00","32,00","9,09","54,00","4,30","16,34","166,26","0,00","166,26","0,62","0,00","59,57","0,00","19,66","61,87","14,87","100,00","4,09","465,00","85,56","2,13","300,00","0,00","4,35","1,00","47,00","103,26","11,49","21,28","4,27","4,27","0,70","6,43","21,73","27,17","16,83","27,78",2,2,1,1,2
124,20045,Irun,16.13,"5,84","46,12","139,49","36,10","1,97","0,92","3,10","3,00","99,73","18,03","1,31","186,61","18,52","12,91","1.424,09","16,13","74,97","50,20","3,94","2,63","318,36","42,77","98,26","2,94","42,00","72,10","45,75","55,23","17,41","19,91","6,07","0,90","74,02","6,43","14,05","276,25","6,07","276,25","0,65","14,54","0,33","35,40","17,50","60,52","19,69","57,12","7,87","60.951,00","48,06","1,49","139,49","7,10","10,65","1,10","49,63","83,61","2,26","1,69","10,52","1,31","1,57","1,82","9,83","10,76","17,30","6,06",2,2,1,1,2
125,20046,Irura,42.86,"43,98","0,00","234,62","23,20","0,00","3,30","0,00","2,00","96,71","0,00","20,70","155,56","5,28","5,94","505,00","42,86","78,41","34,60","0,00","6,60","221,55","31,61","0,00","3,70","52,75","77,10","45,92","46,66","8,18","14,45","24,86","0,00","60,69","5,94","20,53","71,62","0,00","71,62","0,79","0,00","0,00","0,00","23,69","67,81","21,79","100,00","5,68","1.515,00","85,96","0,00","234,62","0,66","10,80","1,67","61,33","94,03","0,31","0,63","24,58","20,70","0,05","4,88","103,08","15,63","7,49","9,04",2,2,1,1,2
126,1027,Iruraiz-Gauna,31.82,"53,78","0,00","542,07","49,20","0,00","0,00","88,06","2,00","99,73","0,00","-1,99","99,34","2,03","2,03","10,47","31,82","100,00","79,71","0,00","0,00","234,50","17,13","0,00","0,00","47,43","64,70","17,93","50,76","16,84","33,33","16,67","64,91","50,00","6,09","14,00","183,56","0,00","183,56","1,00","0,00","0,00","0,00","20,92","54,03","14,81","100,00","2,43","493,00","84,17","0,00","542,07","20,28","1,41","55,50","35,71","153,90","1,36","17,61","7,97","-1,99","5,02","18,51","18,51","25,00","35,69","131,58",2,2,2,2,2
127,1901,Iruña Oka/Iruña de Oca,50.0,"18,09","0,00","103,94","37,50","0,00","3,20","0,00","3,00","99,73","0,00","11,95","275,17","4,50","3,12","54,27","50,00","97,73","24,44","3,36","3,46","431,76","24,07","100,00","4,41","7,04","79,60","40,27","45,59","10,46","22,55","13,19","7,02","64,26","5,54","17,04","976,54","6,73","976,54","1,03","2,69","0,00","120,13","17,78","57,36","16,31","91,21","5,85","2.887,00","78,74","0,34","103,94","10,39","4,96","28,29","52,74","114,08","0,76","6,73","16,38","11,95","2,53","11,93","72,46","11,80","19,87","9,40",2,2,2,2,2
128,48049,Ispaster,25.0,"22,56","0,00","187,13","36,80","0,00","0,00","46,41","3,00","98,90","0,00","-6,02","183,55","4,53","1,51","29,29","25,00","100,00","43,14","0,00","0,00","235,93","67,23","0,00","8,00","42,00","69,20","33,08","60,68","24,17","7,69","20,51","30,77","71,79","12,08","11,18","325,82","0,00","325,82","0,81","58,38","0,00","0,00","13,81","51,58","23,13","100,00","1,06","662,00","86,90","0,00","187,13","6,04","0,23","0,84","78,50","134,81","5,77","4,49","13,53","-6,02","19,82","25,61","6,77","22,54","15,51","23,53",1,1,2,2,1
129,20047,Itsasondo,50.0,"36,64","0,00","234,49","43,70","0,00","10,32","7,56","3,00","96,71","0,00","16,79","126,49","3,08","3,08","72,92","50,00","97,94","19,71","15,13","30,82","243,42","38,17","0,00","6,90","23,90","62,00","67,18","59,46","18,95","18,18","22,73","5,56","59,09","4,62","14,95","-83,19","0,00","-83,19","0,78","68,08","0,00","0,00","17,16","52,36","17,16","97,92","6,01","649,00","86,97","1,51","234,49","18,49","1,36","0,11","78,76","94,81","21,49","39,33","25,95","16,79","0,72","10,00","6,57","19,64","35,63","17,24",2,2,1,1,2
130,48910,Iurreta,100.0,"14,90","0,00","238,98","42,70","2,62","5,76","13,12","3,00","96,44","0,00","2,09","182,06","9,90","10,42","201,95","100,00","89,62","20,63","2,62","7,82","209,01","44,92","0,00","4,04","47,06","66,60","54,64","52,02","19,94","13,27","25,06","5,44","61,67","6,25","11,02","427,15","2,62","427,15","0,84","0,00","0,00","0,00","15,95","50,33","15,09","89,80","7,48","3.837,00","80,79","1,31","238,98","13,03","2,89","1,21","57,42","84,11","9,09","13,12","9,15","2,09","0,49","10,99","-11,37","10,98","16,71","4,58",2,1,2,2,1
131,48050,Izurtza,100.0,"3,79","0,00","355,56","47,90","0,00","33,13","0,00","3,00","96,44","0,00","-18,94","186,48","3,88","7,75","60,00","100,00","98,57","16,03","0,00","38,76","200,57","63,83","0,00","0,00","77,34","63,20","49,24","47,43","20,54","12,24","36,73","14,00","51,02","11,63","6,98","-95,21","0,00","-95,21","1,00","0,00","0,00","0,00","21,51","62,55","20,32","100,00","5,81","258,00","78,33","3,70","355,56","58,14","3,05","1,16","64,88","121,31","19,08","92,59","3,79","-18,94","2,18","11,79","-5,15","5,94","45,38","68,97",1,1,2,2,1
