,2009_1,2013_2,2009_3,2009_4,2013_5,2009_6,2013_7,2009_8,2013_9,2013_10,2013_11,2013_12,2014_13,2013_14,2013_15,2013_16,2009_17,2001,2013_19,2014_20,2013_21,2005_22,2005_23,2011_24,2013_25,2005_26,2011_27,2013_28,2013_29,2013_30,2013_31,2013_32,2013_33,2013_34,2013_35,2013_36,2013_37,2013_38,2013_39,2013_40,2010_41,2011_42,2011_43,2013_44,2013_45,2013_46,2011_47,2013_48,2013_49,2011_50,2013_51,2009_52,2013_53,2013_54,2005_55,2010_56,2013_57,2009_58,2009_59,2013_60,2013_61,2006,2007,2013_64,2011,2013,2009_67
208,70.0,8.17,0.0,150.08,48.7,3.92,2.31,0.0,2.0,100.0,37.16,-7.4,177.09,6.23,1.95,60.69,70.0,98.94,46.8,3.85,3.88,361.81,28.83,84.28,4.3,47.61,61.6,42.43,58.07,20.16,10.64,6.91,18.62,63.83,7.4,13.51,98.98,3.9,98.98,0.77,23.18,29.19,293.67,25.3,61.89,18.71,83.25,4.74,2575.0,74.19,0.0,150.08,-3.5,1.15,0.09,67.17,100.8,76.14,137.54,5.84,-7.4,6.51,15.77,15.73,10.77,36.49,31.14
209,66.67,11.99,0.0,379.81,43.4,2.5,3.35,5.0,3.0,98.9,0.0,-1.25,155.73,9.49,3.25,285.17,66.67,87.53,41.36,5.07,0.0,327.33,48.79,100.0,4.07,35.8,64.4,17.23,63.6,21.73,11.64,19.4,6.47,62.5,3.5,13.99,7.08,10.02,7.08,0.61,0.0,0.0,56.13,17.64,51.85,15.29,95.81,8.98,4018.0,63.56,1.0,379.81,10.24,2.75,0.07,65.99,78.3,11.2,10.24,7.74,-1.25,4.31,9.99,-3.37,16.25,32.06,10.44
210,75.0,11.17,0.0,539.77,39.5,56.82,33.29,0.0,3.0,100.0,0.0,-11.17,118.15,2.79,0.0,230.77,75.0,93.39,25.64,0.0,0.0,315.43,20.81,0.0,0.0,41.51,72.7,106.15,66.67,26.39,6.25,6.25,6.25,81.25,16.76,10.28,315.44,0.0,315.44,0.7,0.0,0.0,0.0,11.42,79.32,44.75,100.0,3.61,360.0,86.96,0.0,539.77,-2.79,8.65,0.0,41.3,115.0,24.24,113.64,5.59,-11.17,15.39,20.41,9.09,13.13,15.27,57.14
211,100.0,9.85,47.94,160.27,46.3,4.42,1.94,5.64,3.0,99.18,1.33,-0.21,155.05,19.54,14.19,504.58,100.0,76.6,47.19,4.19,1.59,423.26,64.92,86.83,5.4,52.97,71.5,60.89,67.34,20.66,11.08,6.65,3.47,78.8,5.98,15.19,21.69,6.87,21.69,0.55,9.87,0.81,70.8,18.54,62.61,23.76,69.2,5.71,18836.0,66.08,1.64,160.27,1.06,4.02,0.29,63.01,88.9,25.09,14.98,9.21,-0.21,1.34,2.66,5.01,17.52,28.77,7.78
212,57.14,1.89,0.0,47.97,55.2,0.0,18.69,0.0,2.0,100.0,107.02,-15.09,184.56,3.77,0.0,17.31,57.14,98.8,59.7,0.0,0.0,406.18,30.09,86.11,9.09,34.77,65.2,30.19,51.13,22.99,11.67,3.33,36.67,48.33,9.43,8.6,9.22,19.05,9.22,0.79,0.0,0.0,292.68,20.74,51.74,13.76,100.0,4.86,535.0,69.81,0.0,47.97,-1.89,0.76,0.0,57.16,107.9,37.14,119.93,7.55,-15.09,17.72,26.98,2.69,24.92,40.45,46.51
213,40.0,5.62,0.0,479.04,41.6,0.0,0.0,0.0,2.0,100.0,0.0,-5.62,178.78,0.0,0.0,62.86,40.0,100.0,100.0,0.0,0.0,306.64,60.04,0.0,0.0,65.44,71.5,33.71,50.43,19.89,6.25,6.25,43.75,43.75,22.47,11.36,59.4,0.0,59.4,0.72,32.61,0.0,0.0,24.55,63.47,21.56,94.12,8.52,176.0,75.58,0.0,479.04,5.62,2.18,0.0,53.1,102.2,1.64,5.99,5.62,-5.62,0.95,17.62,2.92,12.14,24.83,153.85
214,100.0,5.13,0.0,61.73,37.4,0.0,3.65,7.41,3.0,100.0,83.82,0.49,176.6,11.49,6.36,779.81,100.0,65.38,44.27,2.43,0.0,274.39,49.07,0.0,3.6,38.78,70.6,22.0,55.84,19.13,15.97,9.27,1.28,73.48,6.11,12.85,292.61,12.24,292.61,0.63,0.0,0.0,0.0,17.11,56.09,17.46,99.02,5.01,4094.0,80.9,1.47,61.73,-0.24,7.56,1.54,60.19,82.3,110.98,92.35,9.54,0.49,2.49,7.5,-0.12,13.03,19.47,9.6
215,44.44,6.75,0.0,259.21,28.5,2.92,3.83,1.75,3.0,100.0,0.0,6.49,170.25,6.49,4.16,483.33,44.44,94.1,33.54,2.46,2.65,273.85,38.39,83.61,3.73,44.9,74.5,36.88,52.57,15.38,17.33,11.55,3.97,67.15,4.68,14.91,-658.66,5.09,-658.66,0.69,2.24,0.0,108.93,18.34,68.09,29.53,99.38,2.94,3770.0,87.09,0.0,259.21,1.3,7.85,1.54,32.82,97.4,7.69,13.44,13.25,6.49,8.43,11.47,19.27,12.94,11.66,16.13
216,55.56,2.13,0.0,173.79,34.5,2.35,4.23,4.23,3.0,100.0,0.0,0.0,176.69,10.64,5.2,127.35,55.56,97.15,66.57,2.39,0.0,455.61,64.36,91.58,5.63,33.11,65.3,34.03,58.61,19.38,9.0,9.0,18.0,64.0,7.09,13.99,186.5,7.12,186.5,0.58,30.05,9.2,67.8,20.47,60.18,18.07,88.79,6.26,4246.0,75.78,0.0,173.79,-5.2,3.8,1.76,41.07,89.2,31.83,77.97,9.93,0.0,10.67,22.65,6.39,18.73,16.49,9.35
217,33.33,20.17,0.0,23.6,41.2,0.0,11.19,0.0,2.0,100.0,0.0,3.1,242.02,4.65,0.78,21.38,33.33,97.54,45.55,7.69,0.0,252.48,10.38,100.0,6.45,42.84,68.0,24.83,56.25,13.62,6.84,9.4,32.48,51.28,9.31,18.85,174.39,15.65,174.39,0.82,42.26,0.0,78.65,21.15,67.62,23.41,100.0,7.69,1300.0,82.02,0.0,23.6,-6.21,1.51,1.64,52.17,115.9,6.05,44.06,7.76,3.1,3.39,18.15,41.77,15.24,23.09,9.43
218,59.64,3.54,0.0,284.78,30.0,0.0,3.49,2.28,2.0,100.0,0.0,6.28,562.94,7.25,2.74,277.41,60.61,87.36,33.19,3.21,1.61,308.48,39.99,72.73,5.24,35.2,71.2,21.75,58.36,13.47,19.49,11.58,6.43,62.5,6.61,18.14,118.41,8.07,118.41,0.71,18.97,2.25,9.89,22.14,61.5,19.07,84.75,4.73,6214.0,79.8,1.13,284.78,1.13,4.03,1.52,56.5,91.0,19.96,36.58,11.44,6.28,4.03,13.4,6.7,7.39,5.11,7.11
219,100.0,6.84,0.0,246.37,37.6,0.0,2.18,4.31,3.0,99.2,8.42,-1.46,182.14,13.39,9.6,891.16,100.0,81.49,56.89,2.9,0.0,311.16,49.81,0.0,7.28,17.1,76.3,29.69,69.63,19.95,16.73,9.43,3.02,70.82,6.55,16.55,10.2,2.9,10.2,0.59,4.76,0.0,0.0,18.59,57.84,19.41,84.22,4.73,6853.0,77.68,1.31,246.37,1.75,6.62,0.13,61.52,91.7,4.95,1.58,7.13,-1.46,8.33,1.76,2.82,11.02,27.35,9.93
220,73.08,23.29,265.75,343.76,35.1,1.66,4.04,0.0,3.0,100.0,0.0,3.42,231.69,15.31,12.21,237.23,73.08,84.5,33.11,3.23,8.18,328.33,53.81,0.0,3.88,50.0,72.1,41.04,62.05,16.46,14.83,13.09,7.26,64.83,9.28,17.79,66.35,9.73,66.35,0.75,17.16,0.0,0.0,19.41,59.49,20.53,86.27,4.06,6111.0,70.36,1.13,343.76,-1.95,5.61,5.54,57.43,94.3,16.4,38.58,8.96,3.42,0.59,11.85,11.64,8.26,16.51,10.07
221,81.82,40.35,0.0,36.17,64.1,0.0,8.1,90.42,3.0,98.36,0.0,-2.88,319.0,3.84,0.96,4.38,81.82,99.87,73.98,9.87,0.0,690.14,54.14,90.0,10.53,63.19,67.6,36.5,69.48,28.54,8.73,3.17,38.89,49.21,17.29,10.06,127.69,9.63,127.69,0.96,296.9,0.0,32.26,18.85,53.7,17.28,98.44,7.85,1044.0,72.26,0.0,36.17,12.49,0.8,20.53,61.04,127.7,6.73,117.54,8.65,-2.88,15.56,31.04,3.37,23.93,36.4,196.08
222,20.0,11.47,0.0,152.39,46.2,1.62,1.36,0.0,3.0,99.45,0.0,-2.48,175.63,12.55,8.25,941.63,20.0,87.37,26.74,3.31,3.31,382.52,76.22,100.0,4.64,52.0,67.8,55.96,59.67,20.58,17.56,11.95,1.36,69.13,8.25,13.07,181.27,5.77,181.27,0.7,1.64,1.39,4.05,21.2,57.59,16.84,89.18,2.22,12100.0,77.47,1.32,152.39,-0.83,17.55,0.84,16.95,76.3,4.36,8.12,6.44,-2.48,1.3,5.53,-4.62,9.85,28.71,6.3
223,50.0,15.12,48.42,131.05,35.4,1.72,3.47,7.21,3.0,99.18,0.0,3.4,153.35,12.91,7.65,334.39,50.0,69.36,50.24,3.41,3.4,298.25,73.16,100.0,4.9,52.75,70.6,22.77,62.13,17.34,16.27,6.82,7.09,69.82,4.93,16.41,130.34,13.59,130.34,0.59,5.46,0.0,32.03,20.14,54.24,15.03,92.53,7.65,5882.0,83.2,1.19,131.05,2.38,2.79,0.17,60.96,87.7,27.69,20.78,10.88,3.4,0.15,6.81,4.48,15.79,13.13,9.63
224,50.0,0.0,0.0,664.56,47.3,0.0,0.0,0.0,3.0,100.0,0.0,-12.86,317.44,9.65,3.22,36.64,50.0,99.43,49.84,32.68,0.0,492.86,7.93,0.0,0.0,59.24,67.6,19.29,72.22,28.06,3.09,43.3,36.08,17.53,19.29,8.06,120.65,32.05,120.65,1.06,190.77,0.0,0.0,9.57,43.89,15.84,100.0,8.71,310.0,32.58,0.0,664.56,19.29,2.53,72.12,4.0,110.7,14.08,63.29,3.22,-12.86,12.23,35.45,-7.74,18.78,27.66,30.3
225,100.0,15.27,0.0,506.99,56.6,0.0,4.25,0.0,3.0,100.0,0.0,-11.45,335.24,0.0,0.0,14.26,100.0,100.0,79.79,0.0,0.0,304.16,14.66,94.44,0.0,51.04,65.5,34.35,65.62,22.64,3.57,14.29,67.86,14.29,3.82,15.09,224.95,38.76,224.95,0.82,0.0,0.0,529.41,11.81,46.46,12.2,100.0,7.92,265.0,46.49,0.0,506.99,-19.08,0.7,69.63,8.24,121.5,7.69,34.97,3.82,-11.45,6.87,39.6,3.92,31.05,38.38,27.03
226,80.0,9.5,0.0,128.58,37.8,0.0,5.45,0.0,3.0,98.9,7.91,3.93,174.97,6.88,2.29,265.21,80.0,87.69,31.39,3.26,0.0,287.83,32.01,0.0,4.07,18.38,69.5,26.87,55.68,18.28,9.95,33.03,5.88,51.13,3.28,14.07,373.11,6.53,373.11,0.68,0.0,0.0,0.0,20.68,53.08,15.92,99.58,6.84,3042.0,74.08,0.0,128.58,-2.95,4.53,3.14,68.14,88.0,46.46,64.78,11.8,3.93,0.99,15.8,5.85,15.15,18.82,10.23
227,62.5,3.24,0.0,167.55,43.2,6.65,9.33,20.61,3.0,99.18,0.0,3.89,138.06,10.37,3.89,91.39,62.5,98.48,54.75,6.34,0.0,332.85,79.42,0.0,5.77,38.96,67.5,19.44,62.04,19.76,19.72,7.04,24.65,48.59,6.48,13.94,58.56,6.42,58.56,0.79,6.59,0.0,0.0,21.48,57.4,16.62,97.71,10.01,1528.0,81.08,0.0,167.55,15.55,0.94,0.62,57.78,92.9,91.02,101.06,11.02,3.89,2.25,11.53,1.13,28.37,23.89,20.83
228,59.64,0.0,0.0,549.22,47.1,0.0,0.0,0.0,3.0,100.0,0.0,5.38,160.93,0.0,0.0,15.49,60.61,100.0,100.0,0.0,0.0,284.63,26.84,0.0,0.0,52.03,66.4,0.0,48.8,14.52,0.0,0.0,45.83,54.17,10.75,16.67,91.38,0.0,91.38,0.73,65.99,0.0,0.0,22.99,69.54,27.01,100.0,2.15,186.0,84.78,0.0,549.22,5.38,1.17,37.92,40.92,136.5,14.18,103.63,10.75,5.38,3.78,26.34,27.4,18.69,25.47,68.97
229,50.0,38.1,0.0,368.15,58.7,0.0,12.63,0.0,3.0,98.36,0.0,4.76,179.36,2.38,0.0,10.65,50.0,99.12,78.85,0.0,0.0,1045.0,35.86,0.0,0.0,58.98,65.8,28.57,54.58,20.38,3.85,3.85,38.46,53.85,4.76,11.85,82.25,0.0,82.25,0.8,0.0,0.0,0.0,23.25,56.5,15.5,89.66,10.43,422.0,85.28,0.0,368.15,-2.38,0.75,35.16,41.85,122.8,17.32,104.44,11.9,4.76,1.66,23.23,19.89,29.91,39.4,51.28
230,66.67,23.87,0.0,340.35,41.1,3.09,5.07,12.38,3.0,99.45,0.0,-3.98,173.08,11.63,7.96,180.28,66.67,80.81,15.17,3.08,6.11,264.72,35.81,85.0,14.14,37.88,68.4,67.93,58.83,19.68,9.23,23.12,1.82,65.83,10.1,14.43,12.87,18.39,12.87,1.13,26.79,0.0,185.76,19.44,59.63,20.04,96.31,6.94,3272.0,68.54,0.0,340.35,-5.51,12.67,3.0,43.15,93.0,11.32,79.83,4.9,-3.98,1.79,8.16,5.51,11.81,23.74,14.29
231,12.5,12.72,0.0,196.02,43.8,5.85,8.41,0.0,3.0,99.45,0.0,-1.82,177.35,4.85,3.63,162.24,12.5,96.52,25.28,6.2,0.0,316.23,102.7,0.0,4.44,61.0,63.8,51.48,61.29,19.21,17.8,20.94,2.09,59.16,5.45,14.48,39.63,0.0,39.63,1.58,0.0,0.0,0.0,17.65,54.7,17.46,100.0,2.73,1650.0,86.07,0.0,196.02,-4.85,5.01,1.7,68.4,84.3,22.86,46.81,9.69,-1.82,2.14,4.84,-0.06,11.28,35.31,16.95
232,84.85,5.65,30.94,134.96,37.1,3.97,1.93,2.43,3.0,100.0,10.57,1.01,155.26,15.03,10.65,1587.0,84.85,68.41,51.32,3.05,0.44,268.14,41.51,95.0,4.58,35.7,71.5,41.31,61.43,17.25,12.56,8.1,2.65,76.69,6.62,15.92,91.43,6.99,91.43,0.56,99.04,0.0,26.2,17.13,68.55,27.65,75.29,5.9,22760.0,56.15,2.1,134.96,0.04,11.24,3.78,28.46,88.0,20.76,15.36,8.02,1.01,1.61,16.16,4.98,7.1,12.49,8.72
233,37.5,23.44,0.0,218.13,55.6,7.68,0.0,0.0,3.0,98.9,0.0,0.78,179.32,4.69,2.34,19.21,37.5,100.0,80.53,7.95,15.5,248.56,47.94,0.0,6.82,30.65,70.0,42.97,62.06,19.53,12.62,4.85,27.18,55.34,12.5,15.35,59.14,7.88,59.14,0.7,215.11,0.0,0.0,23.22,66.38,27.04,90.0,5.58,1290.0,84.95,0.0,218.13,0.0,0.28,0.61,70.67,118.7,7.25,7.68,10.16,0.78,1.72,13.26,12.76,20.06,35.06,22.47
234,66.67,6.45,0.0,77.36,50.3,0.0,5.22,0.0,3.0,100.0,0.0,-4.61,173.72,2.76,0.0,22.75,66.67,97.78,72.58,9.25,0.0,342.42,30.62,76.06,5.26,45.57,63.3,34.1,65.5,22.05,16.18,7.35,19.12,57.35,4.61,13.56,-31.93,9.22,-31.93,0.78,29.16,0.0,293.39,19.03,60.6,23.99,98.9,2.21,1084.0,83.52,0.0,77.36,-7.37,0.28,0.53,86.71,122.0,9.76,7.55,8.29,-4.61,6.34,12.81,6.69,21.47,37.31,14.18
235,100.0,4.55,0.0,305.23,47.3,6.54,7.4,0.0,3.0,99.18,0.0,3.9,157.82,4.55,1.3,44.05,100.0,97.71,63.54,6.59,0.0,405.66,27.06,0.0,6.33,42.5,62.2,6.51,57.54,17.91,5.41,12.61,24.32,57.66,5.86,15.13,81.2,13.1,81.2,0.73,18.67,0.0,0.0,20.68,58.56,14.53,100.0,10.28,1547.0,77.83,0.0,305.23,-1.3,0.7,0.11,80.03,94.0,12.09,21.57,11.06,3.9,5.22,14.07,19.0,21.87,32.02,30.77
236,37.5,0.0,0.0,293.17,40.1,0.0,0.0,0.0,3.0,99.18,0.0,3.8,157.78,0.0,0.0,25.71,37.5,98.86,68.97,0.0,0.0,310.54,63.97,0.0,18.18,30.3,67.5,15.21,65.41,22.81,2.63,18.42,39.47,39.47,19.01,13.69,584.27,0.0,584.27,0.88,93.39,0.0,0.0,17.92,57.5,24.58,95.45,6.08,263.0,86.24,0.0,293.17,7.6,0.39,0.38,68.0,150.6,97.44,152.61,15.21,3.8,3.79,12.1,4.37,24.5,19.48,34.48
237,13.33,30.66,0.0,185.38,36.1,0.0,5.02,9.88,3.0,100.0,0.0,-3.56,194.15,6.84,4.65,83.5,13.33,91.61,35.82,2.69,8.22,376.27,65.12,97.3,5.56,49.4,68.6,27.1,64.12,18.68,5.83,18.95,19.53,55.69,7.39,16.52,105.64,8.21,105.64,0.69,131.87,0.0,111.11,18.03,54.24,18.47,93.03,5.15,3650.0,69.58,0.55,185.38,6.02,1.96,0.76,56.66,106.5,11.09,29.63,8.76,-3.56,3.22,23.22,18.47,25.47,18.74,14.87
238,40.0,14.78,0.0,698.14,39.7,0.0,5.09,32.19,3.0,99.45,0.0,2.01,175.04,2.01,0.67,119.18,40.0,96.0,32.2,6.7,6.76,274.03,108.06,66.67,0.0,64.74,67.8,120.89,46.29,16.7,10.88,10.88,7.48,70.75,18.8,11.56,-16.12,0.0,-16.12,0.74,9.03,0.0,193.55,22.87,66.13,22.95,98.03,2.91,1479.0,74.71,0.0,698.14,-2.69,25.58,3.18,8.91,94.2,1.38,21.46,8.73,2.01,0.77,9.43,18.89,9.42,27.26,41.38
239,62.5,30.3,1787.0,1092.0,42.0,0.0,0.0,0.0,3.0,100.0,0.0,-3.43,267.74,28.02,26.3,17.14,62.5,98.09,38.51,5.67,0.0,242.9,20.32,100.0,5.56,39.36,72.4,70.9,52.61,14.19,9.57,4.26,18.09,68.09,9.15,16.01,89.22,5.74,89.22,0.86,30.65,0.0,101.69,21.56,70.74,29.89,98.2,2.79,1755.0,88.66,0.0,1092.0,-2.86,2.39,17.07,51.96,162.8,1.06,11.81,6.29,-3.43,3.78,10.5,31.86,11.03,19.68,40.16
240,100.0,18.52,0.0,73.53,13.1,24.51,0.0,0.0,3.0,100.0,0.0,-2.31,188.22,0.0,0.0,22.77,100.0,89.04,100.0,0.0,0.0,290.29,69.98,0.0,0.0,40.0,79.6,27.78,54.87,22.38,8.0,8.0,40.0,44.0,11.57,10.02,156.24,0.0,156.24,0.35,0.0,0.0,0.0,23.15,54.89,18.38,100.0,4.2,429.0,90.91,0.0,73.53,-25.46,0.29,0.08,63.11,106.2,17.78,19.61,11.57,-2.31,10.6,22.99,5.71,23.64,2.21,23.26
241,16.67,4.01,0.0,140.27,38.3,0.0,5.67,5.42,3.0,99.18,0.0,3.67,153.93,3.34,1.67,191.55,16.67,85.57,29.59,3.32,0.0,383.86,47.93,97.5,6.67,52.75,70.8,21.7,62.89,18.34,18.34,17.9,10.92,52.84,4.67,15.7,-13.44,0.0,-13.44,0.68,8.22,22.68,178.71,18.3,51.9,15.95,94.87,7.21,2994.0,80.75,0.0,140.27,-8.68,2.83,0.06,57.61,92.1,12.17,16.63,10.35,3.67,1.17,7.73,3.78,15.71,11.44,14.35
242,40.0,42.03,0.0,522.7,32.7,4.16,4.23,0.0,2.0,100.0,0.0,-5.36,231.72,4.53,1.65,19.82,40.0,98.63,48.39,4.2,8.24,221.9,16.19,73.51,5.88,45.75,70.0,26.78,64.54,14.96,10.66,3.05,22.84,63.45,8.24,18.87,176.02,4.12,176.02,0.74,74.26,0.0,400.53,17.95,70.13,29.5,95.77,4.33,2427.0,81.36,0.0,522.7,1.24,2.11,0.36,68.22,158.9,6.01,64.56,7.0,-5.36,2.54,14.39,15.68,15.63,15.37,12.71
243,70.0,5.68,58.05,221.16,34.0,4.28,2.61,4.93,3.0,100.0,0.0,4.44,153.7,12.71,7.75,895.44,70.0,68.94,33.77,3.06,2.08,273.78,29.39,85.95,4.68,25.1,75.4,25.72,61.51,16.45,13.42,10.62,4.13,71.83,5.79,17.02,130.73,8.22,130.73,0.54,16.81,0.0,121.15,20.82,63.03,21.02,76.09,4.67,9626.0,57.41,1.13,221.16,1.65,11.13,0.44,23.54,90.0,7.09,7.6,12.5,4.44,0.1,21.95,11.21,15.71,14.41,3.9
244,33.33,7.68,32.66,540.2,40.2,0.0,3.19,7.97,3.0,99.2,0.0,-2.2,183.13,12.07,7.38,545.33,33.33,76.29,38.02,4.03,0.99,334.48,55.82,92.68,2.54,15.2,69.2,37.02,69.31,22.99,11.74,7.08,4.32,76.86,4.89,14.01,197.4,10.05,197.4,0.56,12.29,0.6,50.61,16.43,52.36,15.86,79.82,5.05,10094.0,69.8,1.41,540.2,-0.3,3.26,0.27,63.46,83.4,12.42,8.17,8.38,-2.2,7.09,0.52,-0.78,10.94,21.66,10.42
