,Código municipio,2009_1,2009_2,2009_3,2009_4,2010_5,2009_6,2009_7,2009_8,2009_9,2009_10,2009_11,2009_12,2011_13,2009_14,2009_15,2009_16,2009_17,2001_18,2009_19,2009_20,2009_21,2005_22,2005_23,2009_24,2009_25,2005_26,2011_27,2009_28,2009_29,2009_30,2009_31,2009_32,2012,2009_34,2009_35,2009_36,2009_37,2009_38,2009_39,2009_40,2009_41,2009_42,2009_43,2010_44,2010_45,2010_46,2011_47,2009_48,2009_48.1,2011_50,2009_51,2009_52,2009_53,2009_54,2005_55,2005,2006_57,2009_58,2009_59,2009_60,2009_61,2006_62,2007,2009_64,2001_65,2010,2009
48,20904,50.0,8.7,0.0,208.33,27.9,83.33,48.89,83.33,1.0,96.71,0.0,17.39,156.79,0.0,0.0,40.74,50.0,100.0,100.0,0.0,0.0,249.38,99.11,0.0,14.29,52.75,64.8,8.7,50.68,15.45,62.5,0.0,42.86,37.5,9.09,15.45,876.08,0.0,876.08,0.73,0.0,0.0,0.0,16.5,42.72,15.53,100.0,0.0,110.0,82.76,8.33,208.33,18.18,0.74,0.37,64.44,127.5,25.0,41.67,17.39,17.39,3.69,9.75,29.41,34.09,13.79,105.26
49,48090,57.14,2.46,34.94,98.29,40.7,1.36,3.22,2.31,3.0,100.0,0.0,-4.1,183.55,14.17,9.22,326.01,57.14,84.21,53.54,2.72,1.38,315.22,46.29,70.0,4.37,39.09,67.7,30.61,60.03,21.64,18.34,9.51,1.82,72.16,7.02,11.83,423.77,9.5,423.77,0.57,9.64,0.0,113.28,17.77,53.51,16.2,77.06,4.64,7270.0,66.5,1.09,98.29,9.49,2.37,0.31,79.6,81.74,2.65,1.9,7.93,-4.1,13.8,20.49,2.31,14.32,19.49,7.9
50,48013,41.67,8.06,60.55,85.58,39.0,1.41,1.46,1.28,3.0,98.08,13.29,-0.37,183.02,14.03,9.17,4051.0,41.67,76.37,41.38,3.22,0.51,421.98,86.42,84.0,3.11,37.68,68.4,56.4,54.38,20.89,19.74,4.02,0.4,76.24,6.86,10.82,-2.86,8.56,-2.86,0.49,9.15,0.89,41.48,15.77,53.29,17.94,71.87,4.96,98460.0,71.49,1.26,85.58,6.78,24.47,2.8,34.9,72.87,12.28,7.35,9.68,-0.37,1.96,2.41,0.25,7.27,22.84,4.93
51,48014,100.0,14.31,0.0,24.88,40.4,20.17,3.16,0.67,3.0,98.9,0.0,-6.13,183.94,4.14,0.0,185.77,100.0,98.87,61.8,6.72,0.0,325.28,22.66,77.0,0.0,61.05,70.0,68.12,55.64,18.01,15.31,8.16,8.42,76.53,6.9,14.29,535.53,0.0,535.53,0.7,16.14,0.0,848.61,13.13,73.81,37.01,96.86,3.59,1449.0,89.36,0.67,24.88,10.35,1.27,0.64,23.46,113.0,40.4,26.9,14.99,-6.13,8.94,12.02,31.01,11.25,21.61,18.02
52,1013,29.17,26.88,0.0,396.7,39.3,0.0,0.0,0.0,2.0,99.73,0.0,5.6,329.84,0.0,0.0,8.97,29.17,99.35,62.5,0.0,0.0,301.44,9.56,100.0,0.0,48.36,75.5,47.03,52.71,15.89,18.97,18.97,47.32,62.07,6.86,15.54,329.14,0.0,329.14,0.83,37.36,0.0,229.17,22.29,60.9,21.79,90.28,4.34,875.0,82.48,0.0,396.7,-1.14,1.24,24.4,41.33,146.33,1.9,25.27,10.08,5.6,5.02,17.56,48.31,10.42,17.7,20.69
53,48015,92.71,4.61,60.37,111.47,40.4,2.59,1.94,0.0,3.0,98.08,4.45,-1.74,183.98,15.05,9.78,6093.0,92.71,65.77,36.31,3.53,0.7,335.53,76.71,97.41,3.16,20.96,68.4,37.34,57.57,22.08,18.88,5.7,0.3,75.42,6.63,11.09,-0.33,8.72,-0.33,0.53,1.37,1.06,23.35,11.57,54.03,21.56,78.92,3.31,42657.0,71.31,1.46,111.47,2.6,41.64,3.29,12.14,73.25,14.92,10.25,7.97,-1.74,1.86,5.06,-10.34,8.14,19.28,3.96
54,1011,66.67,0.0,0.0,577.51,48.3,0.0,0.0,0.0,2.0,99.73,0.0,0.0,334.39,12.01,3.0,35.05,66.67,100.0,100.0,0.0,0.0,462.0,7.81,0.0,0.0,63.25,64.4,33.23,78.07,27.03,8.06,72.58,39.08,19.35,12.01,13.21,181.84,30.4,181.84,0.83,0.0,0.0,0.0,7.87,36.07,8.52,100.0,11.11,333.0,44.44,3.04,577.51,-6.01,2.12,59.05,5.68,120.43,1.99,12.16,9.06,0.0,14.8,38.02,0.0,11.27,26.54,47.62
55,20019,44.44,8.81,33.19,131.21,38.5,1.46,2.16,1.39,3.0,96.71,15.61,7.56,157.28,16.3,12.1,451.9,44.44,75.58,28.19,2.19,3.69,283.75,38.44,89.19,4.85,20.5,73.6,46.11,55.17,16.24,23.7,6.04,2.8,70.26,7.08,14.89,412.63,10.23,412.63,0.59,7.53,0.0,32.71,18.35,58.19,20.87,82.28,9.46,13557.0,62.69,0.8,131.21,1.03,3.71,0.93,73.37,85.35,6.92,5.63,14.83,7.56,1.99,8.75,11.39,12.51,19.84,4.71
56,48092,60.0,10.37,0.0,232.92,57.0,0.0,7.91,5.18,3.0,96.44,0.0,-6.22,183.82,6.24,6.24,58.3,60.0,99.03,26.97,10.35,0.0,285.83,47.19,0.0,6.9,31.88,65.8,36.31,64.16,21.0,15.49,30.28,8.33,54.23,6.24,12.89,240.55,10.35,240.55,1.8,0.0,0.0,0.0,15.93,51.75,18.76,98.72,3.74,962.0,80.68,1.04,232.92,1.04,1.42,0.12,79.27,94.63,7.26,17.6,9.34,-6.22,0.67,1.92,-2.24,17.0,40.3,15.27
57,20020,0.0,21.98,0.0,87.43,40.5,109.29,0.0,0.0,1.0,85.21,0.0,5.49,129.43,5.56,5.56,10.71,0.0,100.0,66.67,0.0,0.0,557.12,119.25,0.0,33.33,28.8,59.1,10.99,73.08,21.11,16.67,22.22,48.39,61.11,11.11,17.78,582.85,0.0,582.85,0.97,0.0,0.0,0.0,15.34,49.08,17.79,100.0,0.56,180.0,85.96,0.0,87.43,11.11,0.15,0.48,72.5,176.32,7.69,10.93,16.48,5.49,9.43,12.45,11.8,46.34,12.87,33.33
58,20021,50.0,10.2,0.0,141.89,41.2,0.0,12.5,0.0,1.0,96.71,0.0,13.61,163.06,6.85,6.85,85.88,50.0,100.0,31.71,0.0,0.0,258.27,79.63,0.0,0.0,52.75,61.8,51.02,46.73,16.1,14.08,35.21,12.68,50.7,10.27,14.04,201.13,0.0,201.13,1.24,0.0,0.0,0.0,19.47,48.09,15.65,100.0,5.14,292.0,86.86,3.38,141.89,3.42,7.47,0.0,62.06,119.39,3.94,33.78,13.61,13.61,3.11,3.37,-9.32,27.48,24.81,22.73
59,48016,88.89,3.75,0.0,211.91,30.0,0.0,1.33,3.11,3.0,98.08,59.58,9.15,184.95,3.64,2.13,748.64,88.89,89.85,42.58,2.96,0.0,231.87,26.03,75.0,2.92,50.48,77.6,54.14,49.42,12.16,16.87,7.47,3.07,75.66,4.1,17.08,272.69,7.41,272.69,0.64,0.0,0.0,43.53,13.57,70.46,34.54,99.4,5.01,6588.0,87.85,0.59,211.91,4.4,6.55,5.34,32.05,99.97,7.29,6.22,13.35,9.15,7.18,9.31,36.6,10.75,11.34,5.05
60,1014,25.0,25.59,0.0,420.84,44.9,0.0,0.0,0.0,1.0,98.08,0.0,-4.26,154.37,4.57,2.28,12.27,25.0,99.48,15.56,0.0,0.0,346.47,10.11,0.0,12.5,55.94,65.8,21.32,62.22,25.11,10.53,42.11,37.65,47.37,6.85,11.19,629.01,20.04,629.01,1.35,0.0,0.0,0.0,14.47,49.89,19.65,100.0,4.11,438.0,67.38,0.0,420.84,11.42,1.13,72.41,16.69,108.83,14.14,114.23,6.4,-4.26,2.78,22.49,3.79,9.58,21.53,42.86
61,20022,50.0,31.67,0.0,203.62,36.2,0.0,1.84,0.0,2.0,96.71,0.0,0.0,155.12,3.87,0.0,22.51,50.0,99.16,36.69,9.51,0.0,222.35,47.39,20.0,6.82,65.8,65.6,9.6,63.71,16.36,34.72,8.33,34.09,56.94,4.84,18.01,279.43,9.51,279.43,0.84,19.03,0.0,29.07,13.28,44.61,12.95,97.18,0.77,1033.0,81.25,0.0,203.62,0.97,0.42,0.17,74.16,136.76,2.58,4.76,5.76,0.0,1.61,7.72,6.28,31.19,15.23,5.43
62,20074,35.0,10.56,0.0,190.54,38.5,2.05,2.15,11.27,3.0,96.44,5.24,0.41,156.8,16.25,11.7,190.75,35.0,85.77,33.82,3.42,1.36,374.01,100.34,96.64,5.73,36.4,74.1,33.06,59.46,20.25,12.4,13.92,8.13,73.68,5.44,12.95,221.23,9.56,221.23,0.64,7.52,0.68,35.89,20.02,59.55,19.78,61.66,5.23,14707.0,51.77,1.02,190.54,2.79,1.76,0.4,71.37,90.96,7.61,7.04,10.22,0.41,6.96,6.45,-2.87,10.77,15.41,9.76
63,48017,45.0,3.24,8.21,9.98,46.8,2.94,2.74,0.88,3.0,98.9,0.0,-0.59,105.63,16.35,10.75,496.69,45.0,76.64,50.64,3.52,0.59,398.95,96.91,100.0,4.56,36.62,66.0,28.44,58.54,20.28,25.02,6.14,7.48,68.84,5.31,12.68,51.31,7.64,51.31,0.51,8.52,0.0,21.78,15.32,52.6,17.8,78.68,5.66,16937.0,51.11,1.53,9.98,9.21,2.67,0.26,58.74,88.85,18.04,9.63,9.3,-0.59,14.63,23.16,-0.44,12.14,26.32,2.7
64,1016,26.32,8.7,0.0,469.57,47.1,0.0,0.0,0.0,3.0,98.08,0.0,1.74,47.68,8.7,1.74,4.41,26.32,99.71,10.98,17.39,0.0,544.18,7.14,94.74,12.5,54.71,69.0,45.22,66.18,28.17,14.58,6.25,44.59,79.17,15.65,8.87,-1.34,17.39,-1.34,0.88,106.09,0.0,246.75,15.33,43.36,13.27,100.0,6.78,575.0,59.0,1.74,469.57,5.22,0.64,19.16,58.17,110.89,2.4,34.78,8.7,1.74,19.84,29.77,5.7,17.05,23.48,63.49
65,48018,75.0,24.67,0.0,313.86,36.0,7.79,4.97,0.0,2.0,98.9,0.0,0.77,184.98,6.11,3.82,72.72,75.0,96.12,19.11,0.0,0.0,299.13,54.24,0.0,3.45,40.0,67.8,29.3,46.75,16.73,16.81,28.57,20.44,54.62,9.17,12.3,168.17,7.79,168.17,0.81,25.7,0.0,0.0,12.46,46.78,18.38,96.51,14.97,1309.0,69.29,0.0,313.86,6.11,1.77,0.72,76.28,117.56,4.4,10.9,11.57,0.77,8.71,27.3,39.26,21.91,13.89,5.95
66,48019,60.0,5.53,0.0,77.84,32.3,0.0,3.74,0.0,3.0,96.44,0.0,6.14,95.05,7.98,4.3,162.39,60.0,84.15,30.31,2.05,2.05,276.91,74.31,0.0,2.53,43.85,69.8,30.5,53.28,16.47,11.55,29.48,5.11,58.97,4.71,14.81,546.74,10.24,546.74,0.65,2.87,0.0,0.0,17.55,53.56,17.38,94.61,5.75,4888.0,74.2,0.41,77.84,0.0,1.76,0.86,60.6,100.4,29.62,32.16,13.31,6.14,0.56,14.06,18.55,13.71,7.0,14.67
67,20023,0.0,5.1,0.0,218.75,45.9,17.36,5.37,0.0,3.0,96.71,0.0,3.4,159.19,6.67,0.0,222.22,0.0,95.16,32.68,17.36,0.0,274.25,49.56,0.0,10.53,28.17,66.4,20.41,64.38,19.17,34.48,13.79,33.33,51.72,1.67,14.5,-307.18,0.0,-307.18,0.68,0.0,0.0,0.0,13.51,44.98,14.29,83.33,5.33,600.0,87.61,1.74,218.75,-5.0,2.74,0.37,54.44,103.09,29.73,38.19,13.61,3.4,3.93,4.19,8.89,14.67,18.82,23.81
68,20024,66.67,7.68,0.0,312.62,36.7,18.83,10.82,0.0,3.0,96.7,0.0,0.0,190.27,3.92,3.92,37.23,66.67,97.99,52.63,0.0,0.0,452.05,107.16,0.0,4.55,47.61,64.8,21.11,66.12,18.82,16.67,11.11,38.6,72.22,9.8,17.06,143.7,18.83,143.7,0.76,90.4,0.0,0.0,12.17,49.13,13.7,100.0,4.9,510.0,76.07,1.88,312.62,13.73,0.84,0.07,57.66,204.58,17.39,37.66,11.52,0.0,5.82,8.84,21.43,18.01,16.44,21.28
69,48020,42.39,5.8,13.13,5.27,46.1,1.08,1.07,0.71,3.0,98.08,10.78,-1.66,183.43,16.28,11.25,8592.0,42.39,50.17,38.98,4.22,0.28,511.69,73.82,85.54,2.83,37.68,70.8,61.19,59.5,21.61,12.54,3.91,0.19,83.55,7.93,11.75,361.41,10.53,361.41,0.51,18.82,0.63,40.76,12.7,62.87,27.23,38.75,7.88,354860.0,41.01,2.05,5.27,10.13,31.85,2.06,17.22,82.05,13.3,4.95,8.49,-1.66,2.37,5.44,-0.76,8.18,28.32,2.99
70,48021,75.0,3.42,0.0,147.56,46.5,0.0,7.7,0.0,2.0,98.9,0.0,-8.55,169.87,2.86,2.29,89.08,75.0,96.34,50.39,5.68,0.0,516.2,42.45,93.8,4.26,67.4,62.2,43.33,55.89,22.05,18.0,6.0,7.29,76.0,9.16,11.34,174.71,5.68,174.71,0.64,38.02,0.0,329.92,14.46,61.64,27.68,98.39,2.92,1746.0,84.31,0.0,147.56,8.02,2.27,0.51,67.7,105.63,59.55,150.4,8.55,-8.55,13.96,18.98,5.56,11.62,24.31,28.57
71,1017,100.0,25.85,0.0,324.16,40.1,0.0,7.05,133.21,3.0,98.08,0.0,-8.91,248.04,6.26,1.79,13.15,100.0,98.84,47.44,8.88,8.94,518.71,8.96,92.86,7.69,53.89,67.4,12.48,64.41,24.87,19.63,10.28,21.95,70.09,11.63,11.0,221.21,35.52,221.21,0.81,22.2,0.0,50.72,14.69,46.95,14.12,95.65,7.78,1118.0,64.66,0.89,324.16,5.37,0.55,29.75,63.08,103.18,3.66,15.1,4.46,-8.91,15.62,27.93,5.27,17.07,18.13,32.26
72,20029,100.0,35.95,64.72,185.74,37.5,7.43,4.68,0.0,3.0,98.9,0.0,0.56,156.99,14.05,9.06,104.2,100.0,85.82,32.16,3.71,5.55,247.53,53.76,0.0,4.76,30.7,70.5,56.71,55.27,16.94,8.61,20.35,14.83,71.04,10.72,14.09,225.25,9.29,225.25,0.66,104.57,0.0,0.0,18.24,60.43,22.12,97.17,4.18,5408.0,63.98,1.67,185.74,5.92,2.16,0.46,51.54,94.6,4.02,8.36,9.64,0.56,0.42,5.8,6.25,4.1,14.25,3.94
73,48901,64.29,8.99,24.5,312.73,30.6,3.72,2.08,2.23,3.0,98.08,33.85,4.12,196.24,13.94,8.67,639.4,64.29,80.48,17.66,3.72,1.88,287.05,37.95,92.17,5.32,25.22,70.7,41.57,57.43,19.03,14.63,8.99,1.78,76.38,10.36,14.0,524.04,16.75,524.04,0.73,42.26,0.0,159.77,18.59,55.34,17.13,82.92,3.58,5307.0,78.33,0.56,312.73,7.73,24.66,4.58,48.67,82.42,8.79,33.51,11.99,4.12,1.54,7.23,15.14,8.88,6.1,5.18
74,48026,57.14,7.64,0.0,319.88,65.5,7.62,0.0,18.28,3.0,96.44,0.0,1.53,183.68,3.07,0.0,21.12,57.14,99.81,64.04,7.62,0.0,424.56,42.01,91.46,9.38,45.57,69.1,32.85,62.11,20.31,18.56,9.28,13.89,72.16,10.73,14.33,101.77,7.62,101.77,0.73,22.85,0.0,316.6,19.2,60.49,23.96,100.0,2.15,1305.0,84.99,0.76,319.88,6.13,0.61,0.66,71.12,114.48,2.66,7.62,8.4,1.53,3.89,10.03,23.81,18.76,43.01,5.13
75,20069,46.07,12.05,29.0,153.63,45.0,1.35,2.06,1.83,3.0,99.73,6.87,-1.75,193.53,17.04,12.41,3013.0,46.07,63.81,39.55,4.58,0.81,401.06,61.16,94.01,4.64,34.5,74.1,36.39,58.69,20.38,13.48,3.34,0.51,83.19,7.4,12.59,433.94,10.4,433.94,0.6,29.89,2.39,62.0,13.38,68.98,32.18,33.68,6.48,185357.0,34.6,1.9,153.63,-0.09,17.58,1.97,31.54,85.8,59.94,34.93,8.07,-1.75,3.27,5.2,3.43,8.22,29.21,5.73
76,48027,62.96,4.92,28.34,90.58,33.0,1.06,1.54,2.12,3.0,96.44,4.88,2.55,186.17,15.69,10.98,2635.0,62.96,45.73,44.55,3.54,0.0,273.42,62.96,95.0,4.65,47.15,77.3,36.82,55.18,16.17,12.98,4.06,0.98,82.95,5.46,15.27,224.5,12.03,224.5,0.52,7.64,0.0,38.49,17.91,62.96,24.8,70.07,6.95,28229.0,69.69,1.38,90.58,4.57,21.59,1.31,57.14,88.91,10.6,8.67,10.2,2.55,1.14,11.5,15.15,12.8,16.93,2.08
77,48028,0.0,4.44,0.0,241.92,59.9,22.3,0.0,0.0,3.0,98.9,0.0,-12.21,170.77,5.52,0.0,63.73,0.0,98.88,58.91,11.15,0.0,290.4,40.9,85.0,4.55,42.0,60.7,25.53,61.03,24.97,27.08,4.17,13.79,68.75,11.05,9.61,735.09,11.15,735.09,0.64,39.02,0.0,90.91,14.05,62.93,30.58,100.0,1.88,905.0,80.11,0.0,241.92,8.84,0.29,0.0,68.59,96.07,607.32,277.59,5.55,-12.21,18.56,23.58,10.64,6.75,30.13,46.51
78,20030,100.0,10.47,20.06,227.88,48.4,1.1,1.94,0.0,3.0,96.44,0.0,-1.09,156.95,16.08,11.23,1224.0,100.0,55.21,45.55,4.02,1.09,402.75,45.05,97.4,3.12,57.6,69.9,38.65,62.57,23.18,12.28,10.91,1.6,76.82,5.94,11.59,235.25,9.86,235.25,0.53,6.39,0.51,39.84,17.52,55.67,18.98,62.29,5.28,27419.0,56.3,1.64,227.88,2.88,7.49,0.04,73.88,78.08,3.4,2.08,7.96,-1.09,1.83,9.31,-6.54,11.19,44.23,4.36
79,48031,66.67,4.55,0.0,346.24,41.9,22.78,0.0,0.0,3.0,98.9,0.0,0.0,136.39,9.07,0.0,232.11,66.67,97.32,62.5,22.78,0.0,308.06,47.67,0.0,0.0,59.44,59.7,36.36,60.95,28.34,9.52,0.0,11.54,90.48,15.87,6.8,121.82,22.78,121.82,0.46,93.39,0.0,0.0,19.14,60.77,23.21,100.0,4.54,441.0,85.92,0.0,346.24,-2.27,2.21,0.0,71.05,82.19,23.81,22.78,4.55,0.0,16.66,21.68,-6.17,2.77,14.92,33.33
80,1021,50.0,60.18,0.0,203.74,22.8,0.0,0.0,16.98,2.0,99.73,0.0,5.31,153.42,3.7,5.55,16.85,50.0,99.21,62.28,0.0,18.48,300.46,17.86,100.0,0.0,32.26,72.4,28.32,41.99,8.5,23.81,16.67,33.93,59.52,7.39,17.38,1197.0,0.0,1197.0,0.98,203.74,0.0,387.76,21.95,68.51,23.85,90.74,4.81,541.0,84.88,0.0,203.74,5.55,1.71,54.42,22.93,181.48,5.28,49.24,8.85,5.31,3.15,12.97,101.12,5.7,10.7,48.54
81,1022,87.5,5.72,0.0,558.52,40.7,0.0,2.65,0.0,2.0,99.73,0.0,4.77,319.9,8.6,2.87,64.17,87.5,97.85,33.09,9.51,0.0,505.72,15.01,0.0,3.7,22.19,65.3,27.65,55.19,22.37,14.14,36.36,35.71,49.49,10.52,10.71,-68.16,28.54,-68.16,0.65,123.69,0.0,0.0,12.59,50.67,17.13,100.0,7.55,1046.0,46.06,0.95,558.52,8.6,2.85,72.33,6.99,108.79,3.23,14.27,16.21,4.77,15.09,38.41,15.58,12.56,23.99,16.39
82,20031,100.0,54.85,0.0,255.32,65.1,0.0,8.4,191.49,3.0,96.71,0.0,-4.22,158.77,0.0,0.0,9.48,100.0,100.0,32.56,0.0,0.0,261.86,79.5,0.0,7.14,28.07,63.9,29.54,68.79,19.33,4.55,36.36,15.0,59.09,4.2,18.07,7.49,0.0,7.49,0.9,0.0,0.0,0.0,20.71,46.97,13.13,90.91,1.26,238.0,87.38,0.0,255.32,4.2,0.7,0.04,90.72,121.58,5.68,42.55,12.66,-4.22,4.13,6.24,23.96,27.78,40.0,22.73
83,20033,100.0,12.1,0.0,237.26,30.4,9.27,10.57,83.41,3.0,96.44,0.0,-0.93,155.09,7.48,2.81,63.25,100.0,85.88,29.01,9.27,0.0,345.78,75.24,0.0,8.82,31.8,69.1,35.38,55.15,18.15,4.92,33.61,4.46,61.48,10.29,13.1,16.04,9.27,16.04,0.79,33.36,0.0,0.0,20.37,58.85,19.96,100.0,5.14,1069.0,74.06,0.93,237.26,2.81,1.4,0.06,83.91,103.26,9.75,21.32,7.45,-0.93,4.2,9.46,9.87,20.49,10.95,21.9
84,20032,70.0,11.62,35.65,212.65,35.0,5.3,2.64,2.21,3.0,98.9,33.49,4.17,156.68,14.71,9.45,286.22,70.0,71.2,32.31,3.53,0.89,282.58,37.77,100.0,5.39,42.0,71.5,23.86,58.92,20.65,12.58,19.62,5.24,67.79,5.7,12.9,337.65,8.83,337.65,0.61,3.53,0.26,20.41,20.05,56.02,18.45,70.46,5.79,11220.0,52.13,1.24,212.65,9.0,2.44,0.15,68.42,87.91,16.86,14.22,12.95,4.17,0.67,4.18,4.37,13.76,23.62,6.46
85,48032,28.57,2.62,74.72,104.25,37.8,2.76,2.93,0.41,3.0,96.44,4.84,-1.66,183.99,10.24,6.37,194.27,28.57,96.84,22.44,2.76,1.38,330.76,35.8,92.93,5.61,33.27,71.8,15.19,60.14,20.24,15.9,16.32,6.12,67.78,5.67,13.55,322.1,8.27,322.1,0.62,12.82,4.83,43.21,17.23,54.51,19.76,92.57,3.21,7227.0,57.35,0.83,104.25,4.15,2.0,2.85,70.46,109.9,2.55,2.62,9.53,-1.66,1.18,18.21,-0.08,10.0,13.28,3.0
86,1023,100.0,2.72,0.0,482.29,39.1,0.0,12.89,0.0,2.0,99.73,67.23,5.43,217.82,5.42,0.0,21.09,100.0,100.0,84.52,0.0,0.0,655.12,18.1,0.0,0.0,66.99,66.8,19.02,74.06,24.39,13.33,55.56,51.76,31.11,8.13,14.09,-110.09,27.25,-110.09,0.74,0.0,0.0,0.0,9.42,36.17,9.73,100.0,6.23,369.0,45.19,2.72,482.29,0.0,1.19,76.74,3.77,106.21,7.18,40.87,5.43,5.43,12.13,39.65,3.65,11.01,18.25,20.0
87,48902,80.77,15.98,0.0,146.66,39.9,0.0,2.32,0.0,3.0,98.08,11.06,3.21,182.78,12.12,8.57,1386.0,80.77,73.23,27.0,2.88,1.24,442.22,58.51,71.48,2.76,36.16,69.1,44.61,50.43,17.03,19.45,9.12,0.78,71.43,7.09,12.74,147.75,7.0,147.75,0.63,1.23,2.18,110.08,16.3,52.45,15.53,86.66,6.48,24262.0,78.07,1.19,146.66,4.16,9.37,5.77,19.6,76.94,6.41,4.32,11.74,3.21,1.78,4.69,4.55,9.48,17.04,5.02
88,48033,50.0,19.38,0.0,232.56,68.6,38.76,0.0,11.63,2.0,98.9,0.0,0.0,190.8,3.88,0.0,24.11,50.0,97.73,100.0,0.0,0.0,220.92,78.27,0.0,0.0,41.51,63.2,27.13,64.33,27.13,18.75,12.5,27.27,68.75,15.5,9.3,-176.36,0.0,-176.36,0.86,46.51,0.0,0.0,17.01,57.26,31.54,100.0,5.04,258.0,82.2,7.75,232.56,3.88,0.58,0.28,78.88,190.95,3.23,7.75,7.75,0.0,14.92,19.94,-0.39,9.09,51.56,86.96
89,48034,73.33,3.39,0.0,83.17,36.0,0.0,1.8,0.0,3.0,96.44,11.42,0.86,112.97,14.46,9.05,2621.0,73.33,56.44,40.07,3.09,0.62,291.98,49.65,38.52,3.1,50.7,70.7,23.3,52.02,17.94,19.66,9.03,0.2,71.3,6.34,12.31,68.02,7.41,68.02,0.52,5.31,0.0,44.09,14.71,44.84,12.25,94.08,4.52,16252.0,65.14,1.3,83.17,-0.68,7.06,0.48,63.23,70.85,19.63,5.31,8.51,0.86,0.1,9.01,-5.84,5.99,5.02,4.95
90,20067,70.83,9.0,32.19,126.19,39.9,0.26,1.88,2.43,3.0,99.73,0.0,1.85,159.28,13.16,8.31,1215.0,70.83,65.49,52.17,3.59,0.52,402.05,73.83,98.43,3.68,48.6,70.4,37.13,55.06,18.78,25.07,5.65,1.19,69.27,5.7,13.38,40.2,5.38,40.2,0.54,1.82,0.0,33.78,18.63,54.15,14.3,74.01,4.41,38767.0,78.22,1.9,126.19,5.21,5.56,0.47,68.46,74.02,30.55,13.89,10.26,1.85,1.66,11.42,-1.08,7.55,16.22,8.76
91,20066,50.0,16.08,0.0,58.44,41.1,16.23,8.23,0.0,1.0,85.2,0.0,0.0,132.47,3.18,1.59,19.5,50.0,99.32,32.58,0.0,0.0,317.35,58.55,0.0,8.7,28.8,63.1,33.76,57.0,15.92,20.83,12.5,47.5,66.67,12.74,15.92,145.08,0.0,145.08,0.86,69.81,0.0,0.0,7.41,35.0,11.11,100.0,5.1,628.0,77.78,1.62,58.44,6.37,0.19,0.5,60.19,169.03,3.23,3.25,9.65,0.0,11.54,19.79,-0.48,33.87,17.14,9.71
92,1046,100.0,71.72,0.0,160.0,50.6,0.0,0.0,0.0,3.0,98.08,0.0,6.77,187.3,0.0,1.37,6.08,100.0,100.0,70.83,0.0,13.74,295.66,10.59,83.33,9.09,77.18,66.7,29.77,55.56,20.74,18.18,12.73,37.08,69.09,15.11,11.81,72.15,13.33,72.15,0.98,102.67,0.0,163.27,19.97,55.6,18.97,97.78,6.18,728.0,84.13,1.33,160.0,8.24,0.85,32.05,50.04,153.49,0.98,13.33,12.18,6.77,3.96,19.96,41.36,13.72,34.51,20.62
93,48079,40.0,7.68,0.0,37.81,77.5,0.0,0.0,0.0,3.0,98.9,0.0,-3.84,218.73,1.95,1.95,31.28,40.0,99.35,79.71,0.0,0.0,234.43,54.05,0.0,0.0,54.47,62.6,40.31,56.88,24.56,20.0,13.33,21.95,66.67,7.8,9.16,39.76,0.0,39.76,0.77,66.16,0.0,0.0,15.34,55.21,22.29,100.0,4.68,513.0,89.2,0.0,37.81,-9.75,0.8,0.12,68.17,135.01,61.07,151.23,9.6,-3.84,13.18,15.88,11.04,3.37,55.56,72.73
94,20034,83.33,8.87,0.0,171.64,32.0,0.0,4.18,8.63,3.0,96.44,8.41,4.43,186.97,7.14,2.71,100.57,83.33,88.96,20.74,2.47,2.46,293.34,40.65,100.0,6.61,61.93,76.1,22.17,52.4,16.93,21.79,17.14,11.07,61.07,5.91,14.25,162.35,7.4,162.35,0.67,48.83,0.0,45.65,20.09,56.23,16.91,75.6,4.13,4063.0,66.21,0.49,171.64,2.22,0.83,0.67,66.93,88.09,4.79,3.95,10.59,4.43,8.84,5.89,3.81,12.65,8.62,8.5
95,48029,50.0,12.95,0.0,73.45,23.4,2.07,3.43,0.1,3.0,98.08,0.0,10.19,183.54,8.51,4.91,2779.0,50.0,62.3,31.47,3.1,1.09,290.6,56.76,0.0,3.4,20.89,79.4,27.71,43.3,11.11,23.06,7.38,0.14,69.57,5.78,15.58,225.88,9.31,225.88,0.66,0.0,0.0,0.0,17.05,57.78,20.24,93.15,2.57,9171.0,87.32,1.45,73.45,1.85,41.88,1.82,42.42,80.45,18.09,25.86,15.39,10.19,0.15,4.54,39.02,7.31,11.01,8.93
96,48030,75.0,6.05,0.0,152.25,39.6,12.18,12.28,42.63,3.0,98.9,0.0,2.42,168.57,3.61,0.0,45.91,75.0,98.21,9.3,12.18,0.0,361.22,65.65,0.0,9.09,40.0,66.5,26.63,60.42,18.41,24.19,25.81,29.11,50.0,7.22,14.32,401.19,0.0,401.19,0.8,38.98,0.0,0.0,15.75,63.42,15.62,98.73,7.1,831.0,64.15,1.22,152.25,3.61,1.54,0.11,71.82,111.71,89.93,304.51,13.32,2.42,8.1,23.53,3.36,29.75,17.1,17.24
